text,text_preprocessed,LEN
Breinigerberg es un pueblo [[Alemania]].,Breinigerberg es un pueblo Alemania,5
"39 que ya firma el antes presidente [[Manuel L. Quezon]] na Palacio de Malacañang del 12 de Octubre, 1936 ya crea y ya establece con este ciudad como un de estado clase de ciudad.",que ya firma el antes presidente Manuel_L_Quezon na Palacio de Malacañang del de Octubre ya crea y ya establece con este ciudad como un de estado clase de ciudad,29
El ciudad como se llama también el Orgullo de [[Mindanao]] y su palayao como el Ciudad de las Flores.,El ciudad como se llama también el Orgullo de Mindanao y su palayao como el Ciudad de las Flores,19
"El cumpleaño de este ciudad es cada Octubre 12 amo tambien el fecha del Fiesta del Pilar que ta celebra por el honor del Santa Patrona del Ciudad, el Real Fuerza de Nuestra Señora La Virgen del Pilar de Zaragoza donde su estatua grabao arriba y enfrente del Fuerza Pilar, un fuerta de piedra - llamado tambien na su maga primera dia como el Fuerza de San Jose - que ya construi el maga Españoles, bajo principalmente con el Padre Jesuito Melchor de Vera del 23 de Hunyo, 1635 como un defensa contra con el maga moro piratas na [[Mindanao]].",El cumpleaño de este ciudad es cada Octubre amo tambien el fecha del Fiesta del Pilar que ta celebra por el honor del Santa Patrona del Ciudad el Real Fuerza de Nuestra Señora La Virgen del Pilar de Zaragoza donde su estatua grabao arriba y enfrente del Fuerza Pilar un fuerta de piedra llamado tambien na su maga primera dia como el Fuerza de San Jose que ya construi el maga Españoles bajo principalmente con el Padre Jesuito Melchor de Vera del de Hunyo como un defensa contra con el maga moro piratas na Mindanao,95
"Segun con el censo del año [[2000]], el Zamboanga tiene poblacion de mas o menos 601,794 de maga residentes na mas o menos 177,152 del maga casas.",Segun con el censo del año el Zamboanga tiene poblacion de mas o menos de maga residentes na mas o menos del maga casas,24
Con este ciudad tambien ya establece el primera diocesis na [[Mindanao]].,Con este ciudad tambien ya establece el primera diocesis na Mindanao,11
"Este ciudad es 460 miles de nautico sur de [[Manila]], 365 miles de nautico norte-este de Kota Kinabalu na Malaysia, y 345 miles de nautico norte-este de Manado na [[Indonesia]].",Este ciudad es miles de nautico sur de Manila miles de nautico norteeste de Kota Kinabalu na Malaysia y miles de nautico norteeste de Manado na Indonesia,27
El ciudad es uno y media hora de lejos desde Manila por medio de aeroplano y un hora de lejos tambien desde'l maga ciudades de [[Cebu]] y Davao.,El ciudad es uno y media hora de lejos desde Manila por medio de aeroplano y un hora de lejos tambien desdel maga ciudades de Cebu y Davao,28
El [[Ciudad de Zamboanga]] tiene 28 maga islas fuera del costa de su mayoria terreno.,El Ciudad_de_Zamboanga tiene maga islas fuera del costa de su mayoria terreno,12
El maga isla de [[Santa Cruz]] es famoso por su maga arena color [[rosas]] que considerando ralo na entero [[mundo]].,El maga isla de Santa_Cruz es famoso por su maga arena color rosas que considerando ralo na entero mundo,19
"El maga islas rico na maga corales, marisco y vida de la [[mar]].",El maga islas rico na maga corales marisco y vida de la mar,13
"Mas de media del maga clase de marisco en el entero [[mundo]] hay puede encontra na [[Mar de Sulu]], alreredor de este maga islas.",Mas de media del maga clase de marisco en el entero mundo hay puede encontra na Mar de Sulu alreredor de este maga islas,24
El [[Ciudad de Zamboanga]] tiene 98 maga barangay: Historia de [[Zamboanga]].,El Ciudad_de_Zamboanga tiene maga barangay Historia de Zamboanga,8
"Cuando na viaje, un grupo también tan viaje para afuera na este sudeste ya llega con este lugar que amo ahora el Sandakan, el grupo ya llama con el lugar Jambangan, el otro grupo también ya llega na lugar que amo también ahora el [[Siasi]] y ellos ya llama también con este lugar como ""Jambangan"".",Cuando na viaje un grupo también tan viaje para afuera na este sudeste ya llega con este lugar que amo ahora el Sandakan el grupo ya llama con el lugar Jambangan el otro grupo también ya llega na lugar que amo también ahora el Siasi y ellos ya llama también con este lugar como Jambangan,55
Favor pulsa con este enlace del primero articulo [[Zamboangueño]].,Favor pulsa con este enlace del primero articulo Zamboangueño,9
"-El nativo Cristiano que tiene mezclao sangre de los tribos; Subanon, Visayan(Ilonggo y [[Bisaya]]), Ilocano, Chino, [[Moro]] y sangre español.",El nativo Cristiano que tiene mezclao sangre de los tribos Subanon Visayan Ilocano Chino Moro y sangre español,18
Favor pulsa con este enlace del primero articulo [[Chavacano]].,Favor pulsa con este enlace del primero articulo Chavacano,9
Zamboangueño conocido también como lenguaje Chavacano o lenguaje Chavacano de [[Zamboanga]] o como un Tribo Zamboangueño o Chavacano.,Zamboangueño conocido también como lenguaje Chavacano o lenguaje Chavacano de Zamboanga o como un Tribo Zamboangueño o Chavacano,18
"ademas, conocido también como [[La]] española criollo de las [[Filipinas]], que 80% de los palabras estaba na español y 20% de otras palabras estaba desde Subanon, [[Cebuano]], Ilonggo, Sama-Bangingi, Tausug, Yakan, Portuguis, Quechua, Taino, Nauht'l, y Mexican-Indian.",ademas conocido también como La española criollo de las Filipinas que de los palabras estaba na español y de otras palabras estaba desde Subanon Cebuano Ilonggo SamaBangingi Tausug Yakan Portuguis Quechua Taino Nauhtl y MexicanIndian,35
"El lenguaje Zamboangueño, es uno también viejo lenguaje que hablando o ta conversa na entero [[mundo]], que ya nacer de Juño 23, 1635 tiempo de la colonia de [[España]] en ([[Nuestra Señora]] La [[Virgen del Pilar]], [[Fort Pilar]], [[Ciudad de Zamboanga]]).",El lenguaje Zamboangueño es uno también viejo lenguaje que hablando o ta conversa na entero mundo que ya nacer de Juño tiempo de la colonia de España en,28
"[[Ese]] tiempo también que el Fundación del [[Zamboanga]] y de Los Chavacanos ya establece, y debe también conocido un simbolico como el ""Dia de Los Chavacanos de Zamboanga"".",Ese tiempo también que el Fundación del Zamboanga y de Los Chavacanos ya establece y debe también conocido un simbolico como el Dia de Los Chavacanos de Zamboanga,28
"El tribo Zamboangueño, ahoramente que puede también encontrar na maga lugares o dentro el [[Peninsula de Zamboanga]], [[Ciudad de Isabela]] (Basilan), Municipalidad de [[Lamitan (Basilan]]), Cotabato, Davao y na otro parte del país, y otras países.",El tribo Zamboangueño ahoramente que puede también encontrar na maga lugares o dentro el Peninsula_de_Zamboanga Ciudad de Isabela Municipalidad de Lamitan Cotabato Davao y na otro parte del país y otras países,32
"Según, el lenguaje Zamboangueño o Chavacano de [[Zamboanga]] ta esta evolucionar pa siempre.",Según el lenguaje Zamboangueño o Chavacano de Zamboanga ta esta evolucionar pa siempre,13
El ciudad de Villa Alemana es un ciudad del [[Chile]] con un populacion de 122.806 gente ([[2002]]).,El ciudad de Villa Alemana es un ciudad del Chile con un populacion de gente,15
El Ciudad de Temuco es un ciudad del [[Chile]] con un populacion de 245.347 gente ([[2002]]).,El Ciudad de Temuco es un ciudad del Chile con un populacion de gente,14
Santa Juana es un ciudad y un comuna del Provincia de Concepcion en [[Chile]] y tiene un populacion de 13.147 gente en [[2002]].,Santa Juana es un ciudad y un comuna del Provincia de Concepcion en Chile y tiene un populacion de gente en,21
"Cataluña (""Catalunya"") es un pais de [[España]].",Cataluña es un pais de España,6
"El ciudad capital y el ciudad mas importante es [[Barcelona]], con 1.600.000 habitantes.",El ciudad capital y el ciudad mas importante es Barcelona con habitantes,12
"Limita con [[Ecuador]] y [[Colombia]] al norte, con [[Brasil]] al este, con [[Bolivia]] al sureste y con [[Chile]] al sur.",Limita con Ecuador y Colombia al norte con Brasil al este con Bolivia al sureste y con Chile al sur,20
"Su Estado, la [[República del Perú]], es una república presidencialista.",Su Estado la República_del_Perú es una república presidencialista,8
"A inicios del siglo XVI, antes de la Conquista del Imperio Inca, la zona al sur de [[Panamá]] se hizo conocida como ""Perú"", ""Berú"", ""Virú"" o ""Birú"".",A inicios del siglo XVI antes de la Conquista del Imperio Inca la zona al sur de Panamá se hizo conocida como Perú Berú Virú o Birú,27
"A inicios del siglo XIX, en los preludios de la [[independencia]], del territorio del Virreinato fueron escindidos varios subterritorios.",A inicios del siglo XIX en los preludios de la independencia del territorio del Virreinato fueron escindidos varios subterritorios,19
"La porción remanente es, aproximadamente, la que heredó la [[República del Perú]].",La porción remanente es aproximadamente la que heredó la República_del_Perú,10
"Alrededor de 17.500 adC, el maga primero hombre ya llega a lo que actualmente es territorio peruano, mucho tiempo después de que los primeros humanos, recolectores y cazadores procedentes del [[Asia]], cruzaran el Estrecho de Bering.",Alrededor de adC el maga primero hombre ya llega a lo que actualmente es territorio peruano mucho tiempo después de que los primeros humanos recolectores y cazadores procedentes del Asia cruzaran el Estrecho de Bering,35
"La civilización de Caral fue coetánea de otras como las de [[China]], [[Egipto]], [[India]] y Mesopotamia; habiéndose convertido ya en aquella época en una ciudad estado, rodeada por otras civilizaciones enmarcadas aún en lo que se denomina ""sociedad aldeana"".",La civilización de Caral fue coetánea de otras como las de China Egipto India y Mesopotamia habiéndose convertido ya en aquella época en una ciudad estado rodeada por otras civilizaciones enmarcadas aún en lo que se denomina sociedad aldeana,39
"A finales de este período la Chavín prevaleció sobre las demás, hasta que decayó su influencia y se incentivó el desarrollo de Estados más amplios en la base de nuevas culturas locales como Mochica, [[Lima]], Nazca, Wari y Tiwanaku.",A finales de este período la Chavín prevaleció sobre las demás hasta que decayó su influencia y se incentivó el desarrollo de Estados más amplios en la base de nuevas culturas locales como Mochica Lima Nazca Wari y Tiwanaku,39
"En el siglo XV, el Imperio Inca anexó todos los pueblos andinos entre los ríos Maule y Ancasmayo, alcanzando un área de cerca de 3.000.000 km², lo que hoy es gran parte de los territorios de [[Colombia]], [[Ecuador]], Perú, [[Bolivia]], [[Argentina]] y [[Chile]].",En el siglo XV el Imperio Inca anexó todos los pueblos andinos entre los ríos Maule y Ancasmayo alcanzando un área de cerca de km² lo que hoy es gran parte de los territorios de Colombia Ecuador Perú Bolivia Argentina y Chile,42
"A mediados del siglo XVI, las tropas encabezadas por Francisco Pizarro conquistaron este imperio para [[España]] y poco tiempo después fue establecido el Virreinato del Perú, que en un inicio abarcó un territorio desde lo que hoy es [[Panamá]] hasta el extremo sur del continente.",A mediados del siglo XVI las tropas encabezadas por Francisco Pizarro conquistaron este imperio para España y poco tiempo después fue establecido el Virreinato del Perú que en un inicio abarcó un territorio desde lo que hoy es Panamá hasta el extremo sur del continente,45
"Se implantó el sistema mercantilista, sostenido por la minería de la plata y el [[oro]], el monopolio comercial y la explotación del pueblo indígena.",Se implantó el sistema mercantilista sostenido por la minería de la plata y el oro el monopolio comercial y la explotación del pueblo indígena,24
De [[la Independencia]] a nuestros días.,De la_Independencia a nuestros días,5
"En 1821, el movimiento dirigido por el general argentino José de San Martín, proveniente de [[Chile]], declaró la [[independencia]] e instauró un nuevo estado: la República Peruana cuyo nombre lo consigna tácitamente el Acta de Independencia de este país .",En el movimiento dirigido por el general argentino José de San Martín proveniente de Chile declaró la independencia e instauró un nuevo estado la República Peruana cuyo nombre lo consigna tácitamente el Acta de Independencia de este país,38
"En 1865, se produjo un enfrentamiento con [[España]] por la ocupación de las Islas Chincha, para presionar al gobierno peruano, lo que éste gobierno interpretó como un acto de guerra.",En se produjo un enfrentamiento con España por la ocupación de las Islas Chincha para presionar al gobierno peruano lo que éste gobierno interpretó como un acto de guerra,29
"Tanto [[Chile]] como [[Ecuador]], deciden apoyar a Perú para su defensa, y mientras la escuadra española bloqueaba los puerto del Callao y [[Valparaíso]], la flota aliada se apostaba en la isla de Chiloé, al sur de [[Chile]].",Tanto Chile como Ecuador deciden apoyar a Perú para su defensa y mientras la escuadra española bloqueaba los puerto del Callao y Valparaíso la flota aliada se apostaba en la isla de Chiloé al sur de Chile,37
"En tanto la corbeta chilena ""Esmeralda"" capturó la goleta Covadonga en la batalla de Papudo y la escuadra aliada rechazó el ataque hispano en el combate naval de Abtao, antes de lo cual la Armada española bombardea el puerto de [[Valparaíso]] que no disponía de defensas, destruyendo más de la mitad de la flota mercante chilena.",En tanto la corbeta chilena Esmeralda capturó la goleta Covadonga en la batalla de Papudo y la escuadra aliada rechazó el ataque hispano en el combate naval de Abtao antes de lo cual la Armada española bombardea el puerto de Valparaíso que no disponía de defensas destruyendo más de la mitad de la flota mercante chilena,56
"En 1879, [[Chile]] declaró la guerra al Perú, que intervino en un problema de impuestos entre [[Bolivia]] y [[Chile]].",En Chile declaró la guerra al Perú que intervino en un problema de impuestos entre Bolivia y Chile,18
"Luego de haber neutralizado a la escuadra peruana, [[Chile]] da inicio a la campaña terrestre de la guerra con una importante ayuda financiera y logística de Inglaterra.",Luego de haber neutralizado a la escuadra peruana Chile da inicio a la campaña terrestre de la guerra con una importante ayuda financiera y logística de Inglaterra,27
"Esta comienza con el desembarco de Pisagua y se desarrollará durante cuatro largos años, en los cuales se capturan las ciudades de [[Iquique]], [[Arica]], Tacna y la guerra es llevada hasta la misma capital Lima, después de las batallas de Chorrillos y Miraflores, hasta la última batalla de Huamachuco, en donde se firma el Tratado de Ancón que pone fin a las hostilidades, una de las Batallas más recordadas es la Batalla de Arica.",Esta comienza con el desembarco de Pisagua y se desarrollará durante cuatro largos años en los cuales se capturan las ciudades de Iquique Arica Tacna y la guerra es llevada hasta la misma capital Lima después de las batallas de Chorrillos y Miraflores hasta la última batalla de Huamachuco en donde se firma el Tratado de Ancón que pone fin a las hostilidades una de las Batallas más recordadas es la Batalla de Arica,74
Se redactó entonces una nueva constitución mediante una Asamblea Constituyente en 1979 y se convocaron a elecciones en [[1980]].,Se redactó entonces una nueva constitución mediante una Asamblea Constituyente en y se convocaron a elecciones en,17
"La crisis entró en su fase más crítica a finales de los década del 80, durante el gobierno de Alan García Pérez, cuando el Perú entró en una fuerte crisis económica debido al descontrol del gasto fiscal y la consiguiente hiperinflación que llegó a un máximo de 7.649% en 1990, y la entrada en [[Lima]] de Sendero Luminoso hacia 1992.",La crisis entró en su fase más crítica a finales de los década del durante el gobierno de Alan García Pérez cuando el Perú entró en una fuerte crisis económica debido al descontrol del gasto fiscal y la consiguiente hiperinflación que llegó a un máximo de en y la entrada en Lima de Sendero Luminoso hacia,56
"Fujimori logra ser reelegido en [[1995]], y continua una política neoliberal que logra algunas mejoras macroeconómicas y sociales, pero con el costo de una recesión económica.",Fujimori logra ser reelegido en y continua una política neoliberal que logra algunas mejoras macroeconómicas y sociales pero con el costo de una recesión económica,25
"Fujimori volvió a postularse a la presidencia en las cuestionadas elecciones del 2000 y aunque figuró según los observadores internacionales como ajustado ganador, la aparición de un video que dejó al descubierto la corrupción sistemática y el creciente descontento popular precipitaron el final de su mandato, cuando Fujimori renunció a la Presidencia desde el [[Japón]] durante una gira oficial.",Fujimori volvió a postularse a la presidencia en las cuestionadas elecciones del y aunque figuró según los observadores internacionales como ajustado ganador la aparición de un video que dejó al descubierto la corrupción sistemática y el creciente descontento popular precipitaron el final de su mandato cuando Fujimori renunció a la Presidencia desde el Japón durante una gira oficial,58
"Sin embargo, [[Toledo]] se caracterizó por una continuación y profundización del modelo económico en vigencia, logrando un claro crecimiento económico con estabilidad social.",Sin embargo Toledo se caracterizó por una continuación y profundización del modelo económico en vigencia logrando un claro crecimiento económico con estabilidad social,23
"Tras atravesar bajísimas tasas de popularidad debido a las denucias por nepotismo, fue sucedido por el ex-presidente Alan García Pérez en [[2006]].",Tras atravesar bajísimas tasas de popularidad debido a las denucias por nepotismo fue sucedido por el expresidente Alan García Pérez en,21
"Actualmente la es Mercedes Cabanillas Bustamante, miembro del Partido Aprista Peruano y representante de [[Lima]].",Actualmente la es Mercedes Cabanillas Bustamante miembro del Partido Aprista Peruano y representante de Lima,15
Alan García Pérez es el actual Presidente de la República desde el 28 de julio de [[2006]].,Alan García Pérez es el actual Presidente de la República desde el de julio de,15
"Mercedes Cabanillas es la Congreso de la República, miembro de la bancada oficialista y representante por [[Lima]].",Mercedes Cabanillas es la Congreso de la República miembro de la bancada oficialista y representante por Lima,17
"La mayor longitud de frontera y una de las más agrestes, es con [[Brasil]], la cual tiene una longitud de 2.822.496 km entre la boca del río Yavarí y la boca del río Yaverija en el Acre y se desarrolla íntegramente en la [[selva amazónica]], y la de menor longitud, con [[Chile]] de apenas 169 km entre la meseta de Ancomarca hasta el punto denominado Concordia en la orilla de playa en el océano Pacífico.",La mayor longitud de frontera y una de las más agrestes es con Brasil la cual tiene una longitud de km entre la boca del río Yavarí y la boca del río Yaverija en el Acre y se desarrolla íntegramente en la selva amazónica y la de menor longitud con Chile de apenas km entre la meseta de Ancomarca hasta el punto denominado Concordia en la orilla de playa en el océano Pacífico,73
"A los pies de los Andes y hacia el este de la citada cordillera se emplaza la llanura amazónica, la cual se expande también por [[Bolivia]], [[Brasil]], [[Colombia]], [[Ecuador]] y [[Venezuela]].",A los pies de los Andes y hacia el este de la citada cordillera se emplaza la llanura amazónica la cual se expande también por Bolivia Brasil Colombia Ecuador y Venezuela,31
"[[Sin]] embargo, esta división ha quedado superada gracias a un conocimiento [[más]] profundo del [[país]], que ha permitido establecer una división en ocho regiones naturales caracterizadas por la homogeneidad desde el punto de vista medioambiental.",Sin embargo esta división ha quedado superada gracias a un conocimiento más profundo del país que ha permitido establecer una división en ocho regiones naturales caracterizadas por la homogeneidad desde el punto de vista medioambiental,35
"Por otro lado, la mayor cuenca endorréica del país es la del lago Titicaca, a su vez el de mayor tamaño de Sudamérica y el lago navegable de mayor altitud de la [[Tierra]].",Por otro lado la mayor cuenca endorréica del país es la del lago Titicaca a su vez el de mayor tamaño de Sudamérica y el lago navegable de mayor altitud de la Tierra,33
"Las otras cuencas endorréicas se limitan a las de algunas pocas de las muchas pequeñas lagunas altoandinas, alimentadas por los deshielos de nevados como los de la Cordillera Blanca, la cordillera nevada de mayor altitud de la [[Tierra]].",Las otras cuencas endorréicas se limitan a las de algunas pocas de las muchas pequeñas lagunas altoandinas alimentadas por los deshielos de nevados como los de la Cordillera Blanca la cordillera nevada de mayor altitud de la Tierra,38
"Aunque su ubicación en la [[Tierra]], en la franja de las latitudes tropicales del hemisferio sur, debería darle característica de los trópicos muy cálidos lluviosos en todo el territorio como se da en la llanura amazónica y las yungas orientales, lo cierto es que en el Perú gracias a factores geográficos se manifiesta una gran gama de microclimas, muchos de los cuales se pueden obervar en menos de 2 horas de recorrido.",Aunque su ubicación en la Tierra en la franja de las latitudes tropicales del hemisferio sur debería darle característica de los trópicos muy cálidos lluviosos en todo el territorio como se da en la llanura amazónica y las yungas orientales lo cierto es que en el Perú gracias a factores geográficos se manifiesta una gran gama de microclimas muchos de los cuales se pueden obervar en menos de horas de recorrido,71
El segundo factor es la [[cordillera]] de los Andes (muy acidentada en esta región sur americana) que atreviesa el territorio de sur a norte.,El segundo factor es la cordillera de los Andes que atreviesa el territorio de sur a norte,17
"La ""costa norcentral"" presenta temperaturas promedio [[entre]] los  18 y los 21 °C.",La costa norcentral presenta temperaturas promedio entre los y los °C,11
Las temperatura de estas regiones tiene promedios que varían entre los 24 y 27 °C (cambiante desde [[Lambayeque]] hasta Tumbes).,Las temperatura de estas regiones tiene promedios que varían entre los y °C,13
"En esta región se funden el bosque seco ecuatorial, la selva alta y la [[cordillera]] andina.",En esta región se funden el bosque seco ecuatorial la selva alta y la cordillera andina,16
"El accidentado relieve y particular historia natural del Perú ha causado que este sea un país megadiverso, con una gran variedad de ecosistemas y, consecuentemente, de [[flora]] y fauna.",El accidentado relieve y particular historia natural del Perú ha causado que este sea un país megadiverso con una gran variedad de ecosistemas y consecuentemente de flora y fauna,29
"En el extremo oriental del País, a orillas del río Heath (MDD), se puede hallar una pequeña porción de sabana llamada ""da palmeras"", el cual tiene una mayor extensión en [[Bolivia]].",En el extremo oriental del País a orillas del río Heath se puede hallar una pequeña porción de sabana llamada da palmeras el cual tiene una mayor extensión en Bolivia,30
"En la costa no se habla quechua, sólo castellano, aunque el quechua se originó hace miles de años en una cultura llamada Pachacámac cuyos restos arqueológicos están dentro de la ciudad de [[Lima]] y en los balnearios, siendo el más destacado El Templo de la Luna.",En la costa no se habla quechua sólo castellano aunque el quechua se originó hace miles de años en una cultura llamada Pachacámac cuyos restos arqueológicos están dentro de la ciudad de Lima y en los balnearios siendo el más destacado El Templo de la Luna,46
"Además de esta cultura, está la Cultura Chavín, la más antigua, la Moche o [[Cultura Mochica]] - todas estas sociedades teocráticas- ubicadas en la costa norte del Perú.",Además de esta cultura está la Cultura Chavín la más antigua la Moche o Cultura_Mochica todas estas sociedades teocráticas ubicadas en la costa norte del Perú,26
"Al sur de [[Lima]] se desarrolló la Cultura Paracas y la cultura Nazca, donde están las Líneas y geoglifos de Nazca y de Pampas de Jumana en una costa desértica pero donde hay agua en el subsuelo, y muchos oasis.",Al sur de Lima se desarrolló la Cultura Paracas y la cultura Nazca donde están las Líneas y geoglifos de Nazca y de Pampas de Jumana en una costa desértica pero donde hay agua en el subsuelo y muchos oasis,40
[[Lima]] es la capital peruana ubicada junto al mar.,Lima es la capital peruana ubicada junto al mar,9
Luego está el altiplano -Puno- que es frontera con [[Bolivia]] y dónde se habla el castellano y el aymara.,Luego está el altiplano Puno que es frontera con Bolivia y dónde se habla el castellano y el aymara,19
Nace al norte de la selva peruana y comparte la frontera con [[Colombia]] para luego recorrer hacia y por [[Brasil]] donde desemboca en el Océano Atlántico.,Nace al norte de la selva peruana y comparte la frontera con Colombia para luego recorrer hacia y por Brasil donde desemboca en el Océano Atlántico,26
"Según el Censo 2005, 27.219.264 habitantes residían en el territorio nacional en el [[2005]]; lo que hace una densidad poblacional media de 21,2 habitantes por km2, con una tasa de crecimiento de 1,4% anual.",Según el Censo habitantes residían en el territorio nacional en el lo que hace una densidad poblacional media de habitantes por km con una tasa de crecimiento de anual,29
"Las mayores ciudades se encuentran en la costa, como Piura, Chiclayo, Trujillo, Chimbote, [[Lima]], Ica.",Las mayores ciudades se encuentran en la costa como Piura Chiclayo Trujillo Chimbote Lima Ica,15
"El restante 25% (sobre los 2.5 millones de habitantes) de las etnias mestizas (42% de la población peruana) comprenderían aquellas personas mestizas de sangres hispanas y/o amerindias, con un gran componente de sangre africana ancestral (presente desde el inicio del [[colonia]]).",El restante de las etnias mestizas comprenderían aquellas personas mestizas de sangres hispanas yo amerindias con un gran componente de sangre africana ancestral,23
"Tambien existe un sector más pequeño que está conformado por mestizos con una rama materna o paterna de sangre asiática (común en la ""costa norcentral"", [[Lima]], Chimbote y Trujillo).",Tambien existe un sector más pequeño que está conformado por mestizos con una rama materna o paterna de sangre asiática,20
"La mayoría de la población amerindia vive en la sierra central y sobre todo en la sierra sur, mayormente, en la frontera con [[Bolivia]].",La mayoría de la población amerindia vive en la sierra central y sobre todo en la sierra sur mayormente en la frontera con Bolivia,24
"La población de origen europeo no-hispano en el país lo conforman en su mayoría los descendientes de inmigrantes [[italia]]nos cuyos ancestros tiene origen principalmente la region italiana de Liguria; otros, una minoria, de Piamonte, Lombardía y Calabria (su presencia está en todo el país, siendo mayor en [[Lima]], Chiclayo, Trujillo, Tacna, Arequipa y Huánuco); también se encuentran descendientes de yugoslavos y de austro-alemanes (de origen tirolés en Pozuzo, Oxapampa y Chanchamayo en la ""ceja de selva"", y de origen judío en [[Lima]], Callao y Tacna en la Costa).",La población de origen europeo nohispano en el país lo conforman en su mayoría los descendientes de inmigrantes italianos cuyos ancestros tiene origen principalmente la region italiana de Liguria otros una minoria de Piamonte Lombardía y Calabria también se encuentran descendientes de yugoslavos y de austroalemanes,46
También hubo una significativa inmigración de franceses (ubicados en [[Lima]] y en El Callao).,También hubo una significativa inmigración de franceses,7
"El grupo está conformado principalmente descendientes de los inmigrantes chinos (tusán) que llegaron, principalmente desde Guangdong para trabajar los campos de arroz y otro sector perteneciente a los descendientes de japoneses (nikkei) que llegaron en el siglo 19 desde Hiroshima, Nagasaki, Fukuoka, Hokkaido, Kochi, Kumamoto y [[Tokio]].",El grupo está conformado principalmente descendientes de los inmigrantes chinos que llegaron principalmente desde Guangdong para trabajar los campos de arroz y otro sector perteneciente a los descendientes de japoneses que llegaron en el siglo desde Hiroshima Nagasaki Fukuoka Hokkaido Kochi Kumamoto y Tokio,44
"Los primeros grupos de inmigrantes llegaron en el periodo de 1904 a 1925, lo hicieron desde Libano, [[Siria]], [[Turquía]] y Palestina.",Los primeros grupos de inmigrantes llegaron en el periodo de a lo hicieron desde Libano Siria Turquía y Palestina,19
"Llegaron desde [[Marruecos]], [[Egipto]], Pakistán y Bangla Desh.",Llegaron desde Marruecos Egipto Pakistán y Bangla Desh,8
"Inmigrantes de países latinoamericanos son pocos, pero se cuenta con una presencia de argentinos, [[cuba]]nos, [[brasil]]eños, y [[bolivia]]nos.",Inmigrantes de países latinoamericanos son pocos pero se cuenta con una presencia de argentinos cubanos brasileños y bolivianos,18
Por el norte siempre ha habido recepeción de inmigrantes del [[Ecuador]] y [[Colombia]].,Por el norte siempre ha habido recepeción de inmigrantes del Ecuador y Colombia,13
"En el Perú, la religión más importante es el cristianismo: más del 70% de la población se declara católica ubicándolo entre los países con mayor número de fieles católicos en el mundo junto con [[Brasil]], [[Filipinas]], y [[México]], mientras que la mayor parte del resto de la población profesa alguna otra denominación cristiana, principalmente protestante.",En el Perú la religión más importante es el cristianismo más del de la población se declara católica ubicándolo entre los países con mayor número de fieles católicos en el mundo junto con Brasil Filipinas y México mientras que la mayor parte del resto de la población profesa alguna otra denominación cristiana principalmente protestante,54
"Una de las manifestaciones religiosas más importantes es la solemnidad de la procesión del Señor de los Milagros, cuya imagen que data del Virreinato del Perú sale en procesión por las calles de [[Lima]] el mes de [[octubre]] de cada año.",Una de las manifestaciones religiosas más importantes es la solemnidad de la procesión del Señor de los Milagros cuya imagen que data del Virreinato del Perú sale en procesión por las calles de Lima el mes de octubre de cada año,41
"Esta imagen ha recibido homenajes del Papa Juan Pablo II (quien la llamó la ""cuaresma limeña"") y del [[Papa Benedicto XVI]].",Esta imagen ha recibido homenajes del Papa Juan Pablo II y del Papa_Benedicto_XVI,13
"En el [[2005]], el Perú fue el invitado de honor de la ""Feria del Libro"" de Guadalajara, en México.",En el el Perú fue el invitado de honor de la Feria del Libro de Guadalajara en México,18
"De la costa centro básicamente [[Lima]]; tenemos la música de los callejones de la ""Lima de antaño"" tenemos al mundialmente conocido Vals Peruano o Vals Criollo (cultivado en otros países sobre todo en [[Argentina]], dentro de los facionados al tango.",De la costa centro básicamente Lima tenemos la música de los callejones de la Lima de antaño tenemos al mundialmente conocido Vals Peruano o Vals Criollo cultivado en otros países sobre todo en Argentina dentro de los facionados al tango,40
"Cabe destacar que Susana Baca, cantante criolla ha sido galardonada con el [[Grammy]] Latino a mejor álbum foloklorico, además, el Perú ha producido algunos cantantes de Rock y Pop latino de gran aceptación a nivel tanto nacional como internacional, tales como Gianmarco, Pedro Suarez Vertiz, el grupo Mar de Copas y el grupo Líbido, el cual ha ganado premios MTV.",Cabe destacar que Susana Baca cantante criolla ha sido galardonada con el Grammy Latino a mejor álbum foloklorico además el Perú ha producido algunos cantantes de Rock y Pop latino de gran aceptación a nivel tanto nacional como internacional tales como Gianmarco Pedro Suarez Vertiz el grupo Mar de Copas y el grupo Líbido el cual ha ganado premios MTV,60
"Según el periódico francés Le Monde la gastronomía de este país ocupa un lugar muy destacado a nivel mundial, llegando a ser considerada como una de las tres grandes cocinas del mundo, al lado de la [[china]] y de la francesa, aunque en los concursos internacionales de gastronomía también compite con la gastronomía de la [[India]].",Según el periódico francés Le Monde la gastronomía de este país ocupa un lugar muy destacado a nivel mundial llegando a ser considerada como una de las tres grandes cocinas del mundo al lado de la china y de la francesa aunque en los concursos internacionales de gastronomía también compite con la gastronomía de la India,56
La ciudad de [[Lima]] ha sido unilateralmente declarada Capital Gastronómica de América Latina por el Gobierno peruano.,La ciudad de Lima ha sido unilateralmente declarada Capital Gastronómica de América Latina por el Gobierno peruano,17
"En la actualidad el [[Perú]] es uno de los 10 países de mayor crecimiento macroeconómico a nivel [[mundial]], según fuentes del [[FMI]] (2005-2006).",En la actualidad el Perú es uno de los países de mayor crecimiento macroeconómico a nivel mundial según fuentes del FMI,21
