text,text_preprocessed,LEN
Biodaivesiti risolt bilong [[ivolusan]].,Biodaivesiti risolt bilong ivolusan,4
[[Larry Orsak]] i bin stadi na lukautim biodaivesiti bilong Papua New Guinea.,Larry_Orsak i bin stadi na lukautim biodaivesiti bilong Papua New Guinea,11
Olgeta kaunti i stap insait long sampela [[kantri]].,Olgeta kaunti i stap insait long sampela kantri,8
"Long [[Papua Niugini]], ol i kolim em provins.",Long Papua_Niugini ol i kolim em provins,7
"Holan o ""Nedelens"" i wanpela [[kantri]] bilong [[Yurop]].",Holan o Nedelens i wanpela kantri bilong Yurop,8
": ""Azərbaycan Respublikası"") em i kantri long [[Yurop]].",Azərbaycan Respublikası em i kantri long Yurop,7
"Kantri we i klostu long em i Georgia, [[Rasia]], [[Iran]], [[Armenia]] na [[Teki]].",Kantri we i klostu long em i Georgia Rasia Iran Armenia na Teki,13
President bilong kantri em i [[Ilham Aliyev]].,President bilong kantri em i Ilham_Aliyev,6
"Tok Inglis, [[Tok Jeman]], [[Tok Denmak]], [[Tok Nowe]] na ol narapela tok i ol tok ""Germanic"".",Tok Inglis Tok_Jeman Tok Denmak Tok Nowe na ol narapela tok i ol tok Germanic,15
.jp em i Intanet kod bilong kantri [[Siapan]].,jp em i Intanet kod bilong kantri Siapan,8
"Unserdeutsch (""Siaman bilong yumi"" long [[Tok Jeman]]) o Kriol Siaman bilong Rabaul, emi wanpela tokples istap pinis long [[Papua Niugini]].",Unserdeutsch o Kriol Siaman bilong Rabaul emi wanpela tokples istap pinis long Papua_Niugini,13
"Ananit long 100 manmeri i save long dispela tokples nau, na olsem 15 bilong ol istap long [[Niu Briten]].",Ananit long manmeri i save long dispela tokples nau na olsem bilong ol istap long Niu_Briten,16
"Ol manmeri husat i save long Unserdeutsch ol i save long tupela tokples o antap; ol i save long [[Tok Jeman]], Tok Inglis, [[Tok Pisin]] o Kuanua.",Ol manmeri husat i save long Unserdeutsch ol i save long tupela tokples o antap ol i save long Tok_Jeman Tok Inglis Tok Pisin o Kuanua,26
"Dispela tokples i stat long taim bilong [[Siaman Niugini]], long [[Is Niu Briten]], namel long ol pikinini Tolai i no gat papamama na ol Saiman sista bilong sios i lukautim.",Dispela tokples i stat long taim bilong Siaman_Niugini long Is Niu Briten namel long ol pikinini Tolai i no gat papamama na ol Saiman sista bilong sios i lukautim,29
Not Amerika em i wanpela [[kontinen]].,Not Amerika em i wanpela kontinen,6
Lebanon em i wanpela [[kantri]] long [[Esia]].,Lebanon em i wanpela kantri long Esia,7
[[Kapitol]] long emi Beirut.,Kapitol long emi Beirut,4
Italy emi wanpela [[kantri]] bilong [[Yurop]].,Italy emi wanpela kantri bilong Yurop,6
"[[Cracow]] (Tok Inglis: [[Cracow]], Tok [[Polan]]: [[Kraków]]) emi big citi bilong kantri [[Polan]].",Cracow emi big citi bilong kantri Polan,7
.in em i Intanet kod bilong kantri [[India]].,in em i Intanet kod bilong kantri India,8
"Sili ([[Tok Spen]]: Chile), Ripablik bilong Sili ([[Tok Spen]]: República de Chile) emi wanpela kantri long [[Saut Amerika]].",Sili Ripablik bilong Sili emi wanpela kantri long Saut_Amerika,9
Kongzi ([[Tok Saina]]: 孔子; pinyin: Kǒng zǐ; Wade-Giles: K'ung-tzu) i man bilong pilosopi long Saina.,Kongzi i man bilong pilosopi long Saina,7
"[[Platon]] i lainim pinis pilosopi olgeta olpela man bilong pilosopi, olsem Mengzi, Xunzi, Zhu Xi, Wang Yangming na mo.from china",Platon i lainim pinis pilosopi olgeta olpela man bilong pilosopi olsem Mengzi Xunzi Zhu Xi Wang Yangming na mofrom china,20
"Yumi, Yumi, Yumi em i nasenel singsing bilong [[Vanuatu]].",Yumi Yumi Yumi em i nasenel singsing bilong Vanuatu,9
Em i long [[Bislama]].,Em i long Bislama,4
"Long usim komputa [[yumi]] olgeta [[mas]] givim toksave long em, ol i kolim progremim komputa (Inglis: to program).",Long usim komputa yumi olgeta mas givim toksave long em ol i kolim progremim komputa,15
"I gat planti tokples ol hetbokis inap harim: [[Java]], JavaScript, C, C++, PHP, [[Pascal]], Scheme, Fortran.",I gat planti tokples ol hetbokis inap harim Java JavaScript C C PHP Pascal Scheme Fortran,16
Guari i wanpela lokol gavman eria long [[Sentral Provins]].,Guari i wanpela lokol gavman eria long Sentral_Provins,8
Paraguwai em i wanpela [[kantri]] long [[Saut Amerika]].,Paraguwai em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi Asunción.,Kapitol long emi Asunción,4
Plak bilong [[Tuvalu]] i mak olsem ofisel plak bilong kantri long [[1976]].,Plak bilong Tuvalu i mak olsem ofisel plak bilong kantri long,11
Disemba i [[mun]] namba wanpela ten tu bilong [[yia]] long Kalenda Pop Gregori.,Disemba i mun namba wanpela ten tu bilong yia long Kalenda Pop Gregori,13
"Dispela mun i gat 31 [[de]], olsem [[Janueri]], [[Mas]], [[Me]], [[Julai]], [[Ogas]], [[Oktoba]].",Dispela mun i gat de olsem Janueri Mas Me Julai Ogas Oktoba,12
"Nem Disemba i kam long Decem, i min ""namba ten"" long [[tok Latin]], olsem wanem dispela Mun i bin Mun namba ten long kalenda bilong ol Roma, taim bipo tru.",Nem Disemba i kam long Decem i min namba ten long tok_Latin olsem wanem dispela Mun i bin Mun namba ten long kalenda bilong ol Roma taim bipo tru,29
"Sapos kantri i no gat demokrasi, ol i kolim presiden bilong kantri [[dikteta]].",Sapos kantri i no gat demokrasi ol i kolim presiden bilong kantri dikteta,13
Gryfice i stap ples long [[Polan]].,Gryfice i stap ples long Polan,6
Dublin em i kapitol na taun bikpela tumas bilong [[Ripablik bilong Aialan]].,Dublin em i kapitol na taun bikpela tumas bilong Ripablik_bilong_Aialan,10
.ve em i Intanet kod bilong kantri [[Venesuwela]].,ve em i Intanet kod bilong kantri Venesuwela,8
Niu Ailan () em i wanpela provins bilong [[Papua Niugini]].,Niu Ailan em i wanpela provins bilong Papua_Niugini,8
[[Kavieng]] em i [[kapitol]] na nambawan taun bilong em.,Kavieng em i kapitol na nambawan taun bilong em,9
"Insait long Niu Ailan Provins igat bikpela ailan [[Niu Ailan ailan]] na ol liklik ailan olsem Niu Hanova, Mussau, Lihir, Tanga na Tabar.",Insait long Niu Ailan Provins igat bikpela ailan Niu_Ailan_ailan na ol liklik ailan olsem Niu Hanova Mussau Lihir Tanga na Tabar,21
Denmak em i wanpela kantri long [[Yurop]].,Denmak em i wanpela kantri long Yurop,7
"Kantri we i klostu long em i [[Siamani]], [[Nowe]] na Swidan.",Kantri we i klostu long em i Siamani Nowe na Swidan,11
Tokples ofisel bilong Denmak i [[Tok Denmak]].,Tokples ofisel bilong Denmak i Tok_Denmak,6
"Tok Swidan (""svenska språket"") emi wanpela [[tokples]] bilong kantri [[Suwidan]] na [[Pinlan]].",Tok Swidan emi wanpela tokples bilong kantri Suwidan na Pinlan,10
Niu Silan i wanpela kantri klostu long [[Ostrelia]].,Niu Silan i wanpela kantri klostu long Ostrelia,8
Ol i kolim [[Not Ailan]] na [[Saut Ailan]].,Ol i kolim Not_Ailan na Saut Ailan,7
Asples bilong gavan emi [[Welingtan]] tasol [[Oklan]] i moa bikpela taun.,Asples bilong gavan emi Welingtan tasol Oklan i moa bikpela taun,11
" emi wanpela taun long Quang Binh provins, Bac Trung Bo, [[Vietnam]].",emi wanpela taun long Quang Binh provins Bac Trung Bo Vietnam,11
Is Sepik () em i wanpela provins long [[Papua Niugini]].,Is Sepik em i wanpela provins long Papua_Niugini,8
Dispela provins em i kisim nem long bikpela wara [[Sepik]] i ran namel long en.,Dispela provins em i kisim nem long bikpela wara Sepik i ran namel long en,15
"Klostu long solwara, i gat sampela rot olsem rot i lusim [[Wewak]] i go long Aitape na [[Vanimo]], tasol namel long provins, planti bikpela tais i stap na mekim hat long wokim rot, olsem na ol manmeri long hap i save yusim ol kanu na bot long raunraun.",Klostu long solwara i gat sampela rot olsem rot i lusim Wewak i go long Aitape na Vanimo tasol namel long provins planti bikpela tais i stap na mekim hat long wokim rot olsem na ol manmeri long hap i save yusim ol kanu na bot long raunraun,48
Wewak em i [[kapitol]] na bikpela taun tumas bilong provins.,Wewak em i kapitol na bikpela taun tumas bilong provins,10
Hobat i wanpela siti bilong Tasmania long [[Ostrelia]].,Hobat i wanpela siti bilong Tasmania long Ostrelia,8
.mv em i Intanet kod bilong kantri [[Maldives]].,mv em i Intanet kod bilong kantri Maldives,8
Tok Aislan i ofisel [[tokples]] bilong [[Aislan]].,Tok Aislan i ofisel tokples bilong Aislan,7
"Not Korea, o Demokratik Ripablik bilong ol Manmeri bilong Korea (Tok Korea: 조선민주주의인민공화국) emi wanpela [[kantri]] long [[Esia]].",Not Korea o Demokratik Ripablik bilong ol Manmeri bilong Korea emi wanpela kantri long Esia,15
"Saut Korea emi stap long sauten sait bilong en, na long noten sait igat Saina na [[Rasia]].",Saut Korea emi stap long sauten sait bilong en na long noten sait igat Saina na Rasia,17
[[Kapitol]] bilong Not Korea emi [[Pyongyang]].,Kapitol bilong Not Korea emi Pyongyang,6
"Stat long yia [[1947]] inap long nau, Pati bilong ol Wokman bilong Korea ol i save bosim Not Korea.",Stat long yia inap long nau Pati bilong ol Wokman bilong Korea ol i save bosim Not Korea,18
"Kim Il-Sung emi Presiden long yia [[1947]] inap long yia [[1994]], na Kim Jung-Il emi bikman bilong Kaunsil bilong Dipens long Kantri long yia [[1994]] inap long nau.",Kim IlSung emi Presiden long yia inap long yia na Kim JungIl emi bikman bilong Kaunsil bilong Dipens long Kantri long yia inap long nau,25
"Tok Finlan (""suomen kieli"") emi wanpela [[tokples]] bilong kantri [[Pinlan]].",Tok Finlan emi wanpela tokples bilong kantri Pinlan,8
"title: ""Magic and sorcery""] <br/> Olgeta lain na kalsa bilong [[Papua Niugini]] save gat sampela bilip long ol tumbuna samting olsem ol masalai [Eng.",title Magic and sorcery br Olgeta lain na kalsa bilong Papua_Niugini save gat sampela bilip long ol tumbuna samting olsem ol masalai Eng,23
Dispela kain ol tumbuna bilip i stap yet long planti hap insait long [[Papua Niugini]].,Dispela kain ol tumbuna bilip i stap yet long planti hap insait long Papua_Niugini,14
Sierra Leone emi wanpela kantri long [[Aprika]].,Sierra Leone emi wanpela kantri long Aprika,7
Kapitol bilong Sierra Leone i [[Freetown]].,Kapitol bilong Sierra Leone i Freetown,6
United Arab Emirates em i wanpela [[kantri]] long [[Esia]].,United Arab Emirates em i wanpela kantri long Esia,9
[[Kapitol]] long emi Abu Dhabi.,Kapitol long emi Abu Dhabi,5
"Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas 4, [[1979]].",Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas,14
.fi em i Intanet kod bilong kantri [[Pinlan]].,fi em i Intanet kod bilong kantri Pinlan,8
.il em i Intanet kod bilong kantri [[Israel]].,il em i Intanet kod bilong kantri Israel,8
"Plak bilong [[Vanuatu]] i mak olsem ofisel plak bilong kantri long Februeri 13, [[1980]].",Plak bilong Vanuatu i mak olsem ofisel plak bilong kantri long Februeri,12
.au em i Intanet kod bilong kantri [[Ostrelia]].,au em i Intanet kod bilong kantri Ostrelia,8
.ie em i Intanet kod bilong kantri [[Ripablik bilong Aialan]].,ie em i Intanet kod bilong kantri Ripablik_bilong_Aialan,8
"Goran Švob (Zagreb, [[Me]] 29 [[1947]] - [[Epril]] 18 2013) i bin man bilong [[pilosopi]] na [[lajik]] long [[Krowesia]].",Goran Švob i bin man bilong pilosopi na lajik long Krowesia,11
"Mama i karim em long Me 29, yia 1947 long Zagreb, wanpela taun long [[Krowesia]].",Mama i karim em long Me yia long Zagreb wanpela taun long Krowesia,13
Em i bin stadim [[pilosopi]] na Tok Inglis.,Em i bin stadim pilosopi na Tok Inglis,8
Em i kamap tisa long [[1971]] na em i bin bos long [[lajik]] long Pakulti bilong pilosopi long Zagreb.,Em i kamap tisa long na em i bin bos long lajik long Pakulti bilong pilosopi long Zagreb,18
"Em i bin dokta save long pilosopi (yia [[1988]], long [[Tok Krowesia]]: ""Fregeovo pojmovno pismo i zasnivanje moderne logike"", Tok Inglis: ""Frege's Begriffsschrift and the foundation of modern logic"", [[Tok Pisin]]: ""Begriffsschrift bilong Frege na as long nupela lajik"").",Em i bin dokta save long pilosopi,7
Em i stadim [[Tok Saina]] na Tok Siapan.,Em i stadim Tok_Saina na Tok Siapan,7
"Long yia [[1973]] na [[1974]] i bin lusim Krowesia na i go long [[Inglan]], long Oxford.",Long yia na i bin lusim Krowesia na i go long Inglan long Oxford,14
"Tingting bilong em igat planti respekt long stadi long [[pilosopi]], pilosopi long tokples, [[lajik]] na [[Tok Saina]] na Tok Siapan.",Tingting bilong em igat planti respekt long stadi long pilosopi pilosopi long tokples lajik na Tok Saina na Tok Siapan,20
"Em i dai pinis long Epril 18, 2013 long [[Zagreb]].",Em i dai pinis long Epril long Zagreb,8
Goran Švob i raitim pinis planti [[buk]].,Goran Švob i raitim pinis planti buk,7
"Buk bilong em i: Em i raitim plani pepa long save ([[Tok Krowesia]], Tok Inglis, [[Tok Saina]] na moa).",Buk bilong em i Em i raitim plani pepa long save,11
.eu em i Intanet kod bilong [[Yurop]].,eu em i Intanet kod bilong Yurop,7
Ajentina em i wanpela [[kantri]] long [[Saut Amerika]].,Ajentina em i wanpela kantri long Saut Amerika,8
[[Kapitol]] long emi Buenos Aires.,Kapitol long emi Buenos Aires,5
.ch em i Intanet kod bilong kantri [[Suwisalan]].,ch em i Intanet kod bilong kantri Suwisalan,8
Sofia em i [[kapitol]] long [[kantri]] [[Balgeria]].,Sofia em i kapitol long kantri Balgeria,7
"Egsempel: balus, kakaruk, [[kumul]], [[muruk]], etc.",Egsempel balus kakaruk kumul muruk etc,6
"Wanpela Sentral Kos stap wanpela biktaun bilong [[Niu Saut Wels]], [[Ostrelia]].",Wanpela Sentral Kos stap wanpela biktaun bilong Niu_Saut_Wels Ostrelia,9
"- ""Հայաստան"", ""Hayastan"") em i kantri long [[Esia]].",Հայաստան Hayastan em i kantri long Esia,7
"Kantri we i klostu long em i Georgia, [[Azerbaijan]], [[Iran]], na [[Teki]].",Kantri we i klostu long em i Georgia Azerbaijan Iran na Teki,12
Plak bilong [[Niu Silan]] i mak olsem ofisel plak bilong kantri.,Plak bilong Niu_Silan i mak olsem ofisel plak bilong kantri,10
U2 i paspas bilong [[Ripablik bilong Aialan]].,U i paspas bilong Ripablik_bilong_Aialan,5
"[[Larry]] Orsak (1953-2017) saientis bilong [[Amerika]], speselist bilong bataplai.",Larry Orsak saientis bilong Amerika speselist bilong bataplai,8
Mama i karim em long [[USA]] long 15 oktoba 1953.,Mama i karim em long USA long oktoba,8
"Em i wok planti yia long Papua Niugini, fes long Wau ([[Morobe]] Provins) na bihain long Madang na [[Lae]].",Em i wok planti yia long Papua Niugini fes long Wau na bihain long Madang na Lae,17
Em wokim bigpela wok long sevim na lukautim [[biodaivesiti]] (ol kain diwai na plaua na pisin na binatang) bilong Papua New Guinea.,Em wokim bigpela wok long sevim na lukautim biodaivesiti bilong Papua New Guinea,13
[[Philippe Cuénoud]] wokim sompela stadi wantaim em long ol bataplai i luk olsem spaida (spider mimicry).,Philippe_Cuénoud wokim sompela stadi wantaim em long ol bataplai i luk olsem spaida,13
"Em stat wok long Unitech (Lae) long 2011, na halivim planti studen long [[PNG]].",Em stat wok long Unitech long na halivim planti studen long PNG,12
Em kisim studen bilong [[PNG]] long [[USA]] na soim ol kantri bilong em yet.,Em kisim studen bilong PNG long USA na soim ol kantri bilong em yet,14
Em dai pinis long [[Papua Niugini]] long hatpen (heart attack) long 6 julai 2017.,Em dai pinis long Papua_Niugini long hatpen long julai,9
Nesenel Alains Pati (o National Alliance Party) em i politikal pati bilong [[Papua Niugini]].,Nesenel Alains Pati em i politikal pati bilong Papua_Niugini,9
Makó em i wanpela siti long ol [[Hangari]].,Makó em i wanpela siti long ol Hangari,8
Februeri i [[mun]] namba tu bilong [[yia]] long Kalendar Pop Gregori.,Februeri i mun namba tu bilong yia long Kalendar Pop Gregori,11
"Dispela mun i gat 28 [[de]], o 29 de long lip yia.",Dispela mun i gat de o de long lip yia,10
"Mama i karim [[Janueri]] 25, 1968.",Mama i karim Janueri,4
"Plak bilong [[Tonga]] i mak olsem ofisel plak bilong kantri long Janueri 31, [[1968]].",Plak bilong Tonga i mak olsem ofisel plak bilong kantri long Janueri,12
Olgeta presiden long ol lokol gavman eria long [[Sentral Provins]] long [[Papua Niugini]].,Olgeta presiden long ol lokol gavman eria long Sentral_Provins long Papua Niugini,12
Kathmandu - em i taun long [[Nepal]].,Kathmandu em i taun long Nepal,6
"Tok Enga emi wanpela tok ples bilong [[Papua Niugini]], long [[Enga]] provins.",Tok Enga emi wanpela tok ples bilong Papua_Niugini long Enga provins,11
Em i gat planti bikpela magani long [[Ostrelia]].,Em i gat planti bikpela magani long Ostrelia,8
The Carpenters i paspas bilong [[Ol Yunaitet Stet]].,The Carpenters i paspas bilong Ol_Yunaitet_Stet,6
Gordon Brown i praim minista bilong [[Yunaitet Kingdom]].,Gordon Brown i praim minista bilong Yunaitet_Kingdom,7
.nc em i Intanet kod bilong kantri [[Niu Kaledonia]].,nc em i Intanet kod bilong kantri Niu_Kaledonia,8
Ijip em i kantri bilong [[kontinen]] [[Aprika]].,Ijip em i kantri bilong kontinen Aprika,7
Kuman em i wanpela bikpela [[tokples]] long [[Simbu]] provins long [[Papua Niugini]].,Kuman em i wanpela bikpela tokples long Simbu provins long Papua Niugini,12
Hiri Motu em i wanpela tokples long [[Papua Niugini]].,Hiri Motu em i wanpela tokples long Papua_Niugini,8
"Motu, dispela pes i tok long en, na [[Tok Pisin]].",Motu dispela pes i tok long en na Tok_Pisin,9
"Long narapela hap, olsem [[Amerika]] o Western kantri, meditesen em i pasin bilong helt.",Long narapela hap olsem Amerika o Western kantri meditesen em i pasin bilong helt,14
Meditesen i kam long [[India]] long taim bipo tru.,Meditesen i kam long India long taim bipo tru,9
"Em i bikpela samting long ol lotu i kam long India, olsem yoga, na [[Hinduisim]] o lotu bilong Hindu, na [[budisim]] o lotu bilong Buda.",Em i bikpela samting long ol lotu i kam long India olsem yoga na Hinduisim o lotu bilong Hindu na budisim o lotu bilong Buda,25
Pasin bilong meditesen i go long olgeta hap long [[wol]] na mining bilongen i senis.,Pasin bilong meditesen i go long olgeta hap long wol na mining bilongen i senis,15
"[[Long]] [[Amerika]] na Western kantri, pasin bilong meditesen em i olsem kain pasin bilong mekim bel isi tasol na liklik sampela manmeri i bilip long lotu bilong [[Buda]].",Long Amerika na Western kantri pasin bilong meditesen em i olsem kain pasin bilong mekim bel isi tasol na liklik sampela manmeri i bilip long lotu bilong Buda,28
Indo-Yuropien famili bilong tokples emi wanpela bikpela [[famili bilong tokples]] long Graun.,IndoYuropien famili bilong tokples emi wanpela bikpela famili_bilong_tokples long Graun,10
"Planti tokples bilong [[Yurop]], [[Rasia]], [[India]] na [[Iran]] istap long dispela famili.",Planti tokples bilong Yurop Rasia India na Iran istap long dispela famili,12
"[[Tok Pisin]], [[Bislama]] na Pijin igat planti hap tok bilong Tok Inglis tasol ol i no tokples bilong dispela famili.",Tok_Pisin Bislama na Pijin igat planti hap tok bilong Tok Inglis tasol ol i no tokples bilong dispela famili,19
Kwinslan stap wanpela stet bilong [[Ostrelia]].,Kwinslan stap wanpela stet bilong Ostrelia,6
Wanpela [[kapitol]] stap [[Brisbin]].,Wanpela kapitol stap Brisbin,4
"David Robert Joseph Beckham, o Bekam, i man bilong [[Inglan]].",David Robert Joseph Beckham o Bekam i man bilong Inglan,10
Em i wanpela sempion long pilai [[soka]].,Em i wanpela sempion long pilai soka,7
Em i pilai mitpilda long tim soka Real Madrid long [[Spen]].,Em i pilai mitpilda long tim soka Real Madrid long Spen,11
Mama bilong em i karim long Mun [[Me]] bilong yia [[1975]] long London long Inglan.,Mama bilong em i karim long Mun Me bilong yia long London long Inglan,14
Saut Koria o Republik bilong Koria (Tok Koria: 대한민국) em i wanpela kantri long [[Esia]].,Saut Koria o Republik bilong Koria em i wanpela kantri long Esia,12
Long noten sait em i gat kantri [[Not Koria]].,Long noten sait em i gat kantri Not_Koria,8
Tokples bilong Saut Koria em i [[Tok Koria]].,Tokples bilong Saut Koria em i Tok_Koria,7
.mx em i Intanet kod bilong kantri [[Meksiko]].,mx em i Intanet kod bilong kantri Meksiko,8
Niugini em i wanpela [[ailan]] i stap namel long Pasifik.,Niugini em i wanpela ailan i stap namel long Pasifik,10
Em i stap long noten sait bilong [[Ostrelia]].,Em i stap long noten sait bilong Ostrelia,8
Niugini em i namba tu ailan long wol; [[Greenland]] tasol em i bikpela moa long em.,Niugini em i namba tu ailan long wol Greenland tasol em i bikpela moa long em,16
Tupela [[kantri]] i stap long Niugini.,Tupela kantri i stap long Niugini,6
"Long sait san i kamap, em i hap bilong [[Papua Niugini]].",Long sait san i kamap em i hap bilong Papua_Niugini,10
[[Niugini]] em i haphapim long klostu long tupela stret hap long lain bilong not-saut: Ol manmeri.,Niugini em i haphapim long klostu long tupela stret hap long lain bilong notsaut Ol manmeri,16
"Long [[2005]], igat klostu long 7.5 milien manmeri oli silip long Niugini.",Long igat klostu long milien manmeri oli silip long Niugini,10
"Naijiria, opisioli nemd dispela Pederol Ripablik bilong Naijiria, emi repablik bilong [[Aprika]]",Naijiria opisioli nemd dispela Pederol Ripablik bilong Naijiria emi repablik bilong Aprika,12
Kundiawa em i [[kapitol]] na taun bikpela tumas bilong [[Simbu]] provins long [[Papua Niugini]].,Kundiawa em i kapitol na taun bikpela tumas bilong Simbu provins long Papua Niugini,14
Is Niu Briten em i wanpela provins long [[Papua Niugini]].,Is Niu Briten em i wanpela provins long Papua_Niugini,9
"Pastaim long yia 1994, [[Rabaul]] em i [[kapitol]] na taun bikpela tumas bilong em, tasol traipela pairap long maunten Tavurvur na Vulcan i bagarapim Rabaul taun olgeta long yia 1994, na nau kapitol na bikpela taun bilong provins i go long [[Kokopo]].",Pastaim long yia Rabaul em i kapitol na taun bikpela tumas bilong em tasol traipela pairap long maunten Tavurvur na Vulcan i bagarapim Rabaul taun olgeta long yia na nau kapitol na bikpela taun bilong provins i go long Kokopo,40
Lesoto emi wanpela kantri long [[Aprika]].,Lesoto emi wanpela kantri long Aprika,6
Insait long region [[Maikronisia]] i gat sampela kantri na teritori olsem: Kantri na teritori insait long [[Maikronisia]].,Insait long region Maikronisia i gat sampela kantri na teritori olsem Kantri na teritori insait long Maikronisia,17
[[Mikronesien]] setzt sich aus diesen [[Staaten]] und abhängigen Territorien zusammen:,Mikronesien setzt sich aus diesen Staaten und abhängigen Territorien zusammen,10
"Behaviourisim (Tok Inglis : ""Behaviourism"") i wanpela lain bilong [[Saikolosi]].",Behaviourisim i wanpela lain bilong Saikolosi,6
.укр em i Intanet kod bilong kantri [[Yukren]].,укр em i Intanet kod bilong kantri Yukren,8
Singapo i stap wanpela [[kantri]] long [[Esia]].,Singapo i stap wanpela kantri long Esia,7
[[Kapitol]] long emi Singapo.,Kapitol long emi Singapo,4
"Torrubia de Soria emi wanpela taun long Soria provins, Castile na León, [[Spen]].",Torrubia de Soria emi wanpela taun long Soria provins Castile na León Spen,13
"Kimi ga Yo ([[Tokples Siapan]]: 君が代) i mak olsem ofisel singsing bilong kantri [[Siapan]] long Ogas 13, [[1999]].",Kimi ga Yo i mak olsem ofisel singsing bilong kantri Siapan long Ogas,13
君が代は [[千代に八千代に]] さざれ石の いわおとなりて こけのむすまで Romaji.,君が代は 千代に八千代に さざれ石の いわおとなりて こけのむすまで Romaji,6
Breinigerberg em i citi na taun bikpela tumas bilong [[kantri]] [[Siamani]] long [[Yurop]].,Breinigerberg em i citi na taun bikpela tumas bilong kantri Siamani long Yurop,13
Republic of Macedonia em i wanpela [[kantri]] long [[Yurop]].,Republic of Macedonia em i wanpela kantri long Yurop,9
[[Kapitol]] long Macedonia emi Skopje.,Kapitol long Macedonia emi Skopje,5
"Nesenel Plak blong [[Filipin]] (Tok Tagalog: Pambansang Watawat ng [[Pilipinas]]) em i stret plak wantaim tupla color, em i blu, ret, na wait, na i gat stret triangle long hoist sait .",Nesenel Plak blong Filipin em i stret plak wantaim tupla color em i blu ret na wait na i gat stret triangle long hoist sait,25
"Long namel blong triangle, [[gol]] san i kisim etpla lain na mining blong en i etpla provins blong [[Filipin]] husat long taim bipo i bin wokim pait blong gavman blong [[Spen]] husat i kisim [[Filipin]] blong en.",Long namel blong triangle gol san i kisim etpla lain na mining blong en i etpla provins blong Filipin husat long taim bipo i bin wokim pait blong gavman blong Spen husat i kisim Filipin blong en,37
"Tripla star, em i tripla ailan blong [[Filipin]], emi ol [[Luzon]] ailan, ol Visayas ailan, na ol Mindanao ailan.",Tripla star em i tripla ailan blong Filipin emi ol Luzon ailan ol Visayas ailan na ol Mindanao ailan,19
"Wanpla samting [[Filipin]] plak i kisim em tasol, em i, sapos taim blong pait i kamap, retpla hap blong plak i go antap.",Wanpla samting Filipin plak i kisim em tasol em i sapos taim blong pait i kamap retpla hap blong plak i go antap,23
Saut Ostrelia stap wanpela stet bilong [[Ostrelia]].,Saut Ostrelia stap wanpela stet bilong Ostrelia,7
Wanpela [[kapitol]] stap [[Adalet]].,Wanpela kapitol stap Adalet,4
Lae em i [[kapitol]] na taun bikpela tumas bilong [[Morobe]] provins long [[Papua Niugini]].,Lae em i kapitol na taun bikpela tumas bilong Morobe provins long Papua Niugini,14
Lae em i namba tu taun long Papua Niugini; [[Pot Mosbi]] tasol i bikpela moa long em.,Lae em i namba tu taun long Papua Niugini Pot_Mosbi tasol i bikpela moa long em,16
"Plak bilong Guam i mak olsem ofisel plak bilong hap-kantri long Februeri 9, [[1948]].",Plak bilong Guam i mak olsem ofisel plak bilong hapkantri long Februeri,12
Gavman sistem bilong [[Malesia]] wankain Westminster parlemen sistem.,Gavman sistem bilong Malesia wankain Westminster parlemen sistem,8
Lo sistem bilong [[Malesia]] i inap klostu wankain sistem bilong [[Britain]] long 'common law'.,Lo sistem bilong Malesia i inap klostu wankain sistem bilong Britain long common law,14
[[Malesia]] gat planti res na kalsa na lotu.,Malesia gat planti res na kalsa na lotu,8
Opisal tok ples emi stap Tok Malei (Bahasa Melayu) tasol planti pipel bilong [[Malesia]] i save Tok Inglis tu.,Opisal tok ples emi stap Tok Malei tasol planti pipel bilong Malesia i save Tok Inglis tu,17
Opisal lotu bilong [[Malesia]] emi stap Islam tasol arapela man o meri bilong kantri inap gat narakain lotu.,Opisal lotu bilong Malesia emi stap Islam tasol arapela man o meri bilong kantri inap gat narakain lotu,18
.it em i Intanet kod bilong kantri [[Itali]].,it em i Intanet kod bilong kantri Itali,8
"Ho Chi Minh City, Saigon (vi:""Thành phố Hồ Chí Minh"", ""Sài Gòn"") em i lajes citi bilong [[Vietnam]].",Ho Chi Minh City Saigon em i lajes citi bilong Vietnam,11
Ofisel tokples bilong Ho Chi Minh City emi [[Tok Vietnam]].,Ofisel tokples bilong Ho Chi Minh City emi Tok_Vietnam,9
"[[Ho Chi Minh City]] em i gat 7,16 milien manmeri.",Ho_Chi_Minh_City em i gat milien manmeri,6
.ලංකා em i Intanet kod bilong kantri [[Sri Lanka]].,ලංකා em i Intanet kod bilong kantri Sri_Lanka,8
Kokomo em i wanpela [[pisin]] long [[Niugini]].,Kokomo em i wanpela pisin long Niugini,7
Nesenel mak bilong [[Papua Niugini]] () i soim wanpela [[kumul]] antap long wanpela spia na wanpela kundu.,Nesenel mak bilong Papua_Niugini i soim wanpela kumul antap long wanpela spia na wanpela kundu,15
"Ranko Matasović (Mei 14, [[1968]]) em i man bilong [[Krowesia]].",Ranko Matasović em i man bilong Krowesia,7
Em i bikpela long [[histori]] long lingwistikis.,Em i bikpela long histori long lingwistikis,7
