text,text_clean,text_ents
Asples bilong gavan emi [[Welingtan]] tasol [[Oklan]] i moa bikpela taun.,Asples bilong gavan emi Welingtan tasol Oklan i moa bikpela taun,Asples bilong gavan emi Welingtan tasol Oklan i moa bikpela taun
Long Niu Silan i gat 70 milien sipsip na 4 milien manmeri.,Long Niu Silan i gat milien sipsip na milien manmeri,Long Niu Silan i gat milien sipsip na milien manmeri
"Kantri i gat gut haus sik, i gat gut skul.",Kantri i gat gut haus sik i gat gut skul,Kantri i gat gut haus sik i gat gut skul
"HDI bilong Niu Silan stap 0.921, 14th long graun.",HDI bilong Niu Silan stap th long graun,HDI bilong Niu Silan stap th long graun
.km em i Intanet kod bilong kantri Comoros.,km em i Intanet kod bilong kantri Comoros,km em i Intanet kod bilong kantri Comoros
Plak bilong Wolis na Futuna i mak olsem ofisel plak bilong hap-kantri.,Plak bilong Wolis na Futuna i mak olsem ofisel plak bilong hapkantri,Plak bilong Wolis na Futuna i mak olsem ofisel plak bilong hapkantri
Kopi i samting ol i drink.,Kopi i samting ol i drink,Kopi i samting ol i drink
Ol i kisim kopi long roasted seed long planim long kopi.,Ol i kisim kopi long roasted seed long planim long kopi,Ol i kisim kopi long roasted seed long planim long kopi
"Ol i kolim seeds bilongen ""kopi bin"", tasol em i no bin.",Ol i kolim seeds bilongen kopi bin tasol em i no bin,Ol i kolim seeds bilongen kopi bin tasol em i no bin
Kopi i sekan bikpela cargo tumas long Graun (pastaim i oil).,Kopi i sekan bikpela cargo tumas long Graun pastaim i oil,Kopi i sekan bikpela cargo tumas long Graun pastaim i oil
Sampela kantri i mekim kopi:,Sampela kantri i mekim kopi,Sampela kantri i mekim kopi
" emi wanpela taun long Quang Binh provins, Bac Trung Bo, [[Vietnam]].",emi wanpela taun long Quang Binh provins Bac Trung Bo Vietnam,emi wanpela taun long Quang Binh provins Bac Trung Bo Vietnam
Is Sepik () em i wanpela provins long [[Papua Niugini]].,Is Sepik em i wanpela provins long Papua Niugini,Is Sepik em i wanpela provins long Papua_Niugini
Dispela provins em i kisim nem long bikpela wara [[Sepik]] i ran namel long en.,Dispela provins em i kisim nem long bikpela wara Sepik i ran namel long en,Dispela provins em i kisim nem long bikpela wara Sepik i ran namel long en
"Klostu long solwara, i gat sampela rot olsem rot i lusim [[Wewak]] i go long Aitape na [[Vanimo]], tasol namel long provins, planti bikpela tais i stap na mekim hat long wokim rot, olsem na ol manmeri long hap i save yusim ol kanu na bot long raunraun.",Klostu long solwara i gat sampela rot olsem rot i lusim Wewak i go long Aitape na Vanimo tasol namel long provins planti bikpela tais i stap na mekim hat long wokim rot olsem na ol manmeri long hap i save yusim ol kanu na bot long raunraun,Klostu long solwara i gat sampela rot olsem rot i lusim Wewak i go long Aitape na Vanimo tasol namel long provins planti bikpela tais i stap na mekim hat long wokim rot olsem na ol manmeri long hap i save yusim ol kanu na bot long raunraun
Wewak em i [[kapitol]] na bikpela taun tumas bilong provins.,Wewak em i kapitol na bikpela taun tumas bilong provins,Wewak em i kapitol na bikpela taun tumas bilong provins
Hobat i wanpela siti bilong Tasmania long [[Ostrelia]].,Hobat i wanpela siti bilong Tasmania long Ostrelia,Hobat i wanpela siti bilong Tasmania long Ostrelia
Hobat igat mo long 220 000 manmeri insait long en.,Hobat igat mo long manmeri insait long en,Hobat igat mo long manmeri insait long en
Ol i bin kirapim dispela ya siti long yia 1804.,Ol i bin kirapim dispela ya siti long yia,Ol i bin kirapim dispela ya siti long yia
Dispela pes long Histori long Korea.,Dispela pes long Histori long Korea,Dispela pes long Histori long Korea
.rw em i Intanet kod bilong kantri Rwanda.,rw em i Intanet kod bilong kantri Rwanda,rw em i Intanet kod bilong kantri Rwanda
.mv em i Intanet kod bilong kantri [[Maldives]].,mv em i Intanet kod bilong kantri Maldives,mv em i Intanet kod bilong kantri Maldives
Tok Aislan i ofisel [[tokples]] bilong [[Aislan]].,Tok Aislan i ofisel tokples bilong Aislan,Tok Aislan i ofisel tokples bilong Aislan
"Longtaim bipo, ol i raitim sagas bilong Aislan wantaim olpela tok Aislan.",Longtaim bipo ol i raitim sagas bilong Aislan wantaim olpela tok Aislan,Longtaim bipo ol i raitim sagas bilong Aislan wantaim olpela tok Aislan
Olpela tok Aislan no narakain tokples tumas.,Olpela tok Aislan no narakain tokples tumas,Olpela tok Aislan no narakain tokples tumas
Manmeri bilong Aislan save long dispela tokples tu.,Manmeri bilong Aislan save long dispela tokples tu,Manmeri bilong Aislan save long dispela tokples tu
"Not Korea, o Demokratik Ripablik bilong ol Manmeri bilong Korea (Tok Korea: 조선민주주의인민공화국) emi wanpela [[kantri]] long [[Esia]].",Not Korea o Demokratik Ripablik bilong ol Manmeri bilong Korea Tok Korea 조선민주주의인민공화국 emi wanpela kantri long Esia,Not Korea o Demokratik Ripablik bilong ol Manmeri bilong Korea Tok Korea 조선민주주의인민공화국 emi wanpela kantri long Esia
"Saut Korea emi stap long sauten sait bilong en, na long noten sait igat Saina na [[Rasia]].",Saut Korea emi stap long sauten sait bilong en na long noten sait igat Saina na Rasia,Saut Korea emi stap long sauten sait bilong en na long noten sait igat Saina na Rasia
[[Kapitol]] bilong Not Korea emi [[Pyongyang]].,Kapitol bilong Not Korea emi Pyongyang,Kapitol bilong Not Korea emi Pyongyang
Tokples bilong Not Korea i Tok Korea.,Tokples bilong Not Korea i Tok Korea,Tokples bilong Not Korea i Tok Korea
"Stat long yia [[1947]] inap long nau, Pati bilong ol Wokman bilong Korea ol i save bosim Not Korea.",Stat long yia inap long nau Pati bilong ol Wokman bilong Korea ol i save bosim Not Korea,Stat long yia inap long nau Pati bilong ol Wokman bilong Korea ol i save bosim Not Korea
"Kim Il-Sung emi Presiden long yia [[1947]] inap long yia [[1994]], na Kim Jung-Il emi bikman bilong Kaunsil bilong Dipens long Kantri long yia [[1994]] inap long nau.",Kim IlSung emi Presiden long yia inap long yia na Kim JungIl emi bikman bilong Kaunsil bilong Dipens long Kantri long yia inap long nau,Kim IlSung emi Presiden long yia inap long yia na Kim JungIl emi bikman bilong Kaunsil bilong Dipens long Kantri long yia inap long nau
"Tok Finlan (""suomen kieli"") emi wanpela [[tokples]] bilong kantri [[Pinlan]].",Tok Finlan suomen kieli emi wanpela tokples bilong kantri Pinlan,Tok Finlan suomen kieli emi wanpela tokples bilong kantri Pinlan
[Eng.,Eng,Eng
"title: ""Magic and sorcery""] <br/> Olgeta lain na kalsa bilong [[Papua Niugini]] save gat sampela bilip long ol tumbuna samting olsem ol masalai [Eng.",title Magic and sorcery br Olgeta lain na kalsa bilong Papua Niugini save gat sampela bilip long ol tumbuna samting olsem ol masalai Eng,title Magic and sorcery br Olgeta lain na kalsa bilong Papua_Niugini save gat sampela bilip long ol tumbuna samting olsem ol masalai Eng
"""spirit""], long ol sanguma [Eng.",spirit long ol sanguma Eng,spirit long ol sanguma Eng
"""witches/witchcraft], na tu long poisin [Eng.",witcheswitchcraft na tu long poisin Eng,witcheswitchcraft na tu long poisin Eng
"""sorcery/magic""].",sorcerymagic,sorcerymagic
Dispela kain ol tumbuna bilip i stap yet long planti hap insait long [[Papua Niugini]].,Dispela kain ol tumbuna bilip i stap yet long planti hap insait long Papua Niugini,Dispela kain ol tumbuna bilip i stap yet long planti hap insait long Papua_Niugini
Masalai em i samting ol manmeri i mas bihainim.,Masalai em i samting ol manmeri i mas bihainim,Masalai em i samting ol manmeri i mas bihainim
Sierra Leone emi wanpela kantri long [[Aprika]].,Sierra Leone emi wanpela kantri long Aprika,Sierra Leone emi wanpela kantri long Aprika
Kapitol bilong Sierra Leone i [[Freetown]].,Kapitol bilong Sierra Leone i Freetown,Kapitol bilong Sierra Leone i Freetown
United Arab Emirates em i wanpela [[kantri]] long [[Esia]].,United Arab Emirates em i wanpela kantri long Esia,United Arab Emirates em i wanpela kantri long Esia
[[Kapitol]] long emi Abu Dhabi.,Kapitol long emi Abu Dhabi,Kapitol long emi Abu Dhabi
United Arab Emirates em i gat 5.779.760 manmeri (2015).,United Arab Emirates em i gat manmeri,United Arab Emirates em i gat manmeri
Ilektronikis i wanpela save long ilektrisiti.,Ilektronikis i wanpela save long ilektrisiti,Ilektronikis i wanpela save long ilektrisiti
"Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas 4, [[1979]].",Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas,Plak bilong ol Kuk Ailan i mak olsem ofisel plak bilong stet long Ogas
.fi em i Intanet kod bilong kantri [[Pinlan]].,fi em i Intanet kod bilong kantri Pinlan,fi em i Intanet kod bilong kantri Pinlan
.fj em i Intanet kod bilong kantri Fiji.,fj em i Intanet kod bilong kantri Fiji,fj em i Intanet kod bilong kantri Fiji
.il em i Intanet kod bilong kantri [[Israel]].,il em i Intanet kod bilong kantri Israel,il em i Intanet kod bilong kantri Israel
[[ישראל]].,ישראל,ישראל
"stap bilong dispela sem tingting, tasol insait Hebrew mak.",stap bilong dispela sem tingting tasol insait Hebrew mak,stap bilong dispela sem tingting tasol insait Hebrew mak
.cf em i Intanet kod bilong kantri Sentral Aprikan Repablik.,cf em i Intanet kod bilong kantri Sentral Aprikan Repablik,cf em i Intanet kod bilong kantri Sentral Aprikan Repablik
"Plak bilong [[Vanuatu]] i mak olsem ofisel plak bilong kantri long Februeri 13, [[1980]].",Plak bilong Vanuatu i mak olsem ofisel plak bilong kantri long Februeri,Plak bilong Vanuatu i mak olsem ofisel plak bilong kantri long Februeri
.au em i Intanet kod bilong kantri [[Ostrelia]].,au em i Intanet kod bilong kantri Ostrelia,au em i Intanet kod bilong kantri Ostrelia
.ie em i Intanet kod bilong kantri [[Ripablik bilong Aialan]].,ie em i Intanet kod bilong kantri Ripablik bilong Aialan,ie em i Intanet kod bilong kantri Ripablik_bilong_Aialan
"Goran Švob (Zagreb, [[Me]] 29 [[1947]] - [[Epril]] 18 2013) i bin man bilong [[pilosopi]] na [[lajik]] long [[Krowesia]].",Goran Švob Zagreb Me Epril i bin man bilong pilosopi na lajik long Krowesia,Goran Švob Zagreb Me Epril i bin man bilong pilosopi na lajik long Krowesia
Wok.,Wok,Wok
"Mama i karim em long Me 29, yia 1947 long Zagreb, wanpela taun long [[Krowesia]].",Mama i karim em long Me yia long Zagreb wanpela taun long Krowesia,Mama i karim em long Me yia long Zagreb wanpela taun long Krowesia
Em i bin stadim [[pilosopi]] na Tok Inglis.,Em i bin stadim pilosopi na Tok Inglis,Em i bin stadim pilosopi na Tok Inglis
Em i kamap tisa long [[1971]] na em i bin bos long [[lajik]] long Pakulti bilong pilosopi long Zagreb.,Em i kamap tisa long na em i bin bos long lajik long Pakulti bilong pilosopi long Zagreb,Em i kamap tisa long na em i bin bos long lajik long Pakulti bilong pilosopi long Zagreb
"Em i bin dokta save long pilosopi (yia [[1988]], long [[Tok Krowesia]]: ""Fregeovo pojmovno pismo i zasnivanje moderne logike"", Tok Inglis: ""Frege's Begriffsschrift and the foundation of modern logic"", [[Tok Pisin]]: ""Begriffsschrift bilong Frege na as long nupela lajik"").",Em i bin dokta save long pilosopi yia long Tok Krowesia Fregeovo pojmovno pismo i zasnivanje moderne logike Tok Inglis Freges Begriffsschrift and the foundation of modern logic Tok Pisin Begriffsschrift bilong Frege na as long nupela lajik,Em i bin dokta save long pilosopi yia long Tok Krowesia Fregeovo pojmovno pismo i zasnivanje moderne logike Tok Inglis Freges Begriffsschrift and the foundation of modern logic Tok Pisin Begriffsschrift bilong Frege na as long nupela lajik
Em i stadim [[Tok Saina]] na Tok Siapan.,Em i stadim Tok Saina na Tok Siapan,Em i stadim Tok_Saina na Tok Siapan
"Long yia [[1973]] na [[1974]] i bin lusim Krowesia na i go long [[Inglan]], long Oxford.",Long yia na i bin lusim Krowesia na i go long Inglan long Oxford,Long yia na i bin lusim Krowesia na i go long Inglan long Oxford
"Em i laikim Gottlob Frege, Bertrand Russell na Ludwig Wittgenstein.",Em i laikim Gottlob Frege Bertrand Russell na Ludwig Wittgenstein,Em i laikim Gottlob Frege Bertrand Russell na Ludwig Wittgenstein
"Tingting bilong em igat planti respekt long stadi long [[pilosopi]], pilosopi long tokples, [[lajik]] na [[Tok Saina]] na Tok Siapan.",Tingting bilong em igat planti respekt long stadi long pilosopi pilosopi long tokples lajik na Tok Saina na Tok Siapan,Tingting bilong em igat planti respekt long stadi long pilosopi pilosopi long tokples lajik na Tok Saina na Tok Siapan
"Em i dai pinis long Epril 18, 2013 long [[Zagreb]].",Em i dai pinis long Epril long Zagreb,Em i dai pinis long Epril long Zagreb
Ol buk na pepa bilong em.,Ol buk na pepa bilong em,Ol buk na pepa bilong em
Goran Švob i raitim pinis planti [[buk]].,Goran Švob i raitim pinis planti buk,Goran Švob i raitim pinis planti buk
"Buk bilong em i: Em i raitim plani pepa long save ([[Tok Krowesia]], Tok Inglis, [[Tok Saina]] na moa).",Buk bilong em i Em i raitim plani pepa long save Tok Krowesia Tok Inglis Tok Saina na moa,Buk bilong em i Em i raitim plani pepa long save Tok_Krowesia Tok Inglis Tok Saina na moa
.eu em i Intanet kod bilong [[Yurop]].,eu em i Intanet kod bilong Yurop,eu em i Intanet kod bilong Yurop
Ajentina em i wanpela [[kantri]] long [[Saut Amerika]].,Ajentina em i wanpela kantri long Saut Amerika,Ajentina em i wanpela kantri long Saut Amerika
[[Kapitol]] long emi Buenos Aires.,Kapitol long emi Buenos Aires,Kapitol long emi Buenos Aires
Ajentina em i gat 26.494.504 manmeri (2011).,Ajentina em i gat manmeri,Ajentina em i gat manmeri
Penis i ples we manmeri lainim.,Penis i ples we manmeri lainim,Penis i ples we manmeri lainim
"Tok ""skul"" i min wanpela samting narakain i long narakain ol kantri.",Tok skul i min wanpela samting narakain i long narakain ol kantri,Tok skul i min wanpela samting narakain i long narakain ol kantri
.nz em i Intanet kod bilong kantri New Zealand.,nz em i Intanet kod bilong kantri New Zealand,nz em i Intanet kod bilong kantri New Zealand
.ch em i Intanet kod bilong kantri [[Suwisalan]].,ch em i Intanet kod bilong kantri Suwisalan,ch em i Intanet kod bilong kantri Suwisalan
Thanathorn Juangroongruangkit (1978) i bin politician bilong Thailand.,Thanathorn Juangroongruangkit i bin politician bilong Thailand,Thanathorn Juangroongruangkit i bin politician bilong Thailand
Sofia em i [[kapitol]] long [[kantri]] [[Balgeria]].,Sofia em i kapitol long kantri Balgeria,Sofia em i kapitol long kantri Balgeria
Pisin (Aves) wanpela kalas bilong abus.,Pisin Aves wanpela kalas bilong abus,Pisin Aves wanpela kalas bilong abus
"Ol i save palai na wokim kiau, ol i gat hotpela blut.",Ol i save palai na wokim kiau ol i gat hotpela blut,Ol i save palai na wokim kiau ol i gat hotpela blut
"Egsempel: balus, kakaruk, [[kumul]], [[muruk]], etc.",Egsempel balus kakaruk kumul muruk etc,Egsempel balus kakaruk kumul muruk etc
"Wanpela Sentral Kos stap wanpela biktaun bilong [[Niu Saut Wels]], [[Ostrelia]].",Wanpela Sentral Kos stap wanpela biktaun bilong Niu Saut Wels Ostrelia,Wanpela Sentral Kos stap wanpela biktaun bilong Niu_Saut_Wels Ostrelia
Armenia (ar.,Armenia ar,Armenia ar
"- ""Հայաստան"", ""Hayastan"") em i kantri long [[Esia]].",Հայաստան Hayastan em i kantri long Esia,Հայաստան Hayastan em i kantri long Esia
"Kantri we i klostu long em i Georgia, [[Azerbaijan]], [[Iran]], na [[Teki]].",Kantri we i klostu long em i Georgia Azerbaijan Iran na Teki,Kantri we i klostu long em i Georgia Azerbaijan Iran na Teki
Kapitol bilong em i Yerevan.,Kapitol bilong em i Yerevan,Kapitol bilong em i Yerevan
President bilong kantri em i Serzh Sargsyan.,President bilong kantri em i Serzh Sargsyan,President bilong kantri em i Serzh Sargsyan
Praim Minista bilong em i Tigran Sargsyan.,Praim Minista bilong em i Tigran Sargsyan,Praim Minista bilong em i Tigran Sargsyan
Plak bilong [[Niu Silan]] i mak olsem ofisel plak bilong kantri.,Plak bilong Niu Silan i mak olsem ofisel plak bilong kantri,Plak bilong Niu_Silan i mak olsem ofisel plak bilong kantri
U2 i paspas bilong [[Ripablik bilong Aialan]].,U i paspas bilong Ripablik bilong Aialan,U i paspas bilong Ripablik_bilong_Aialan
"[[Larry]] Orsak (1953-2017) saientis bilong [[Amerika]], speselist bilong bataplai.",Larry Orsak saientis bilong Amerika speselist bilong bataplai,Larry Orsak saientis bilong Amerika speselist bilong bataplai
Mama i karim em long [[USA]] long 15 oktoba 1953.,Mama i karim em long USA long oktoba,Mama i karim em long USA long oktoba
Em stadi na wokim PhD long Kaliponia long 1988.,Em stadi na wokim PhD long Kaliponia long,Em stadi na wokim PhD long Kaliponia long
"Em i wok planti yia long Papua Niugini, fes long Wau ([[Morobe]] Provins) na bihain long Madang na [[Lae]].",Em i wok planti yia long Papua Niugini fes long Wau Morobe Provins na bihain long Madang na Lae,Em i wok planti yia long Papua Niugini fes long Wau Morobe Provins na bihain long Madang na Lae
Em wokim bigpela wok long sevim na lukautim [[biodaivesiti]] (ol kain diwai na plaua na pisin na binatang) bilong Papua New Guinea.,Em wokim bigpela wok long sevim na lukautim biodaivesiti ol kain diwai na plaua na pisin na binatang bilong Papua New Guinea,Em wokim bigpela wok long sevim na lukautim biodaivesiti ol kain diwai na plaua na pisin na binatang bilong Papua New Guinea
Em halivim sevim bigpela bus long Baitabag viles na wokim wantaim ol lain bilong viles.,Em halivim sevim bigpela bus long Baitabag viles na wokim wantaim ol lain bilong viles,Em halivim sevim bigpela bus long Baitabag viles na wokim wantaim ol lain bilong viles
[[Philippe Cuénoud]] wokim sompela stadi wantaim em long ol bataplai i luk olsem spaida (spider mimicry).,Philippe Cuénoud wokim sompela stadi wantaim em long ol bataplai i luk olsem spaida spider mimicry,Philippe_Cuénoud wokim sompela stadi wantaim em long ol bataplai i luk olsem spaida spider mimicry
"Ol i no pablisim dispela stadi, tasol Larry Orsak pablisim long ""spider mimicry"" bifo .",Ol i no pablisim dispela stadi tasol Larry Orsak pablisim long spider mimicry bifo,Ol i no pablisim dispela stadi tasol Larry Orsak pablisim long spider mimicry bifo
"Em stat wok long Unitech (Lae) long 2011, na halivim planti studen long [[PNG]].",Em stat wok long Unitech Lae long na halivim planti studen long PNG,Em stat wok long Unitech Lae long na halivim planti studen long PNG
Em kisim studen bilong [[PNG]] long [[USA]] na soim ol kantri bilong em yet.,Em kisim studen bilong PNG long USA na soim ol kantri bilong em yet,Em kisim studen bilong PNG long USA na soim ol kantri bilong em yet
Em wok planti na slip liklik.,Em wok planti na slip liklik,Em wok planti na slip liklik
Em dai pinis long [[Papua Niugini]] long hatpen (heart attack) long 6 julai 2017.,Em dai pinis long Papua Niugini long hatpen heart attack long julai,Em dai pinis long Papua_Niugini long hatpen heart attack long julai
"Ol planim em long Baitabag viles, klostu long ol wantok na pren bilong em.",Ol planim em long Baitabag viles klostu long ol wantok na pren bilong em,Ol planim em long Baitabag viles klostu long ol wantok na pren bilong em
Nesenel Alains Pati (o National Alliance Party) em i politikal pati bilong [[Papua Niugini]].,Nesenel Alains Pati o National Alliance Party em i politikal pati bilong Papua Niugini,Nesenel Alains Pati o National Alliance Party em i politikal pati bilong Papua_Niugini
.zm em i Intanet kod bilong kantri Zambia.,zm em i Intanet kod bilong kantri Zambia,zm em i Intanet kod bilong kantri Zambia
Makó em i wanpela siti long ol [[Hangari]].,Makó em i wanpela siti long ol Hangari,Makó em i wanpela siti long ol Hangari
"Makó i gat 23,727 manmeri long em.",Makó i gat manmeri long em,Makó i gat manmeri long em
Februeri i [[mun]] namba tu bilong [[yia]] long Kalendar Pop Gregori.,Februeri i mun namba tu bilong yia long Kalendar Pop Gregori,Februeri i mun namba tu bilong yia long Kalendar Pop Gregori
"Dispela mun i gat 28 [[de]], o 29 de long lip yia.",Dispela mun i gat de o de long lip yia,Dispela mun i gat de o de long lip yia
"Nem ""Februeri"" i kam long Februus.",Nem Februeri i kam long Februus,Nem Februeri i kam long Februus
"Februus i masalai bilong klinim, long lotu bilong Roma.",Februus i masalai bilong klinim long lotu bilong Roma,Februus i masalai bilong klinim long lotu bilong Roma
"Long tok Inglis: ""February"".",Long tok Inglis February,Long tok Inglis February
Maria Carolina Álvares Ferraz i brazilian.,Maria Carolina Álvares Ferraz i brazilian,Maria Carolina Álvares Ferraz i brazilian
"Mama i karim [[Janueri]] 25, 1968.",Mama i karim Janueri,Mama i karim Janueri
Binatang (Arthropoda) wanpela phylum bilong enimol.,Binatang Arthropoda wanpela phylum bilong enimol,Binatang Arthropoda wanpela phylum bilong enimol
"Ol i gat sixpela o etpela lek, ol i liklik tumas: bataplai, anis, etc.",Ol i gat sixpela o etpela lek ol i liklik tumas bataplai anis etc,Ol i gat sixpela o etpela lek ol i liklik tumas bataplai anis etc
"Plak bilong [[Tonga]] i mak olsem ofisel plak bilong kantri long Janueri 31, [[1968]].",Plak bilong Tonga i mak olsem ofisel plak bilong kantri long Janueri,Plak bilong Tonga i mak olsem ofisel plak bilong kantri long Janueri
Olgeta presiden long ol lokol gavman eria long [[Sentral Provins]] long [[Papua Niugini]].,Olgeta presiden long ol lokol gavman eria long Sentral Provins long Papua Niugini,Olgeta presiden long ol lokol gavman eria long Sentral_Provins long Papua Niugini
Kathmandu - em i taun long [[Nepal]].,Kathmandu em i taun long Nepal,Kathmandu em i taun long Nepal
Em i kapitol bilong kantri.,Em i kapitol bilong kantri,Em i kapitol bilong kantri
"Long iya yia 2019 1,442,271 manmeri i bin stap long Kathmandu.",Long iya yia manmeri i bin stap long Kathmandu,Long iya yia manmeri i bin stap long Kathmandu
"Tok Enga emi wanpela tok ples bilong [[Papua Niugini]], long [[Enga]] provins.",Tok Enga emi wanpela tok ples bilong Papua Niugini long Enga provins,Tok Enga emi wanpela tok ples bilong Papua_Niugini long Enga provins
"Magani () em i wanpela famili bilong marsupial long ""Macropus"" genus.",Magani em i wanpela famili bilong marsupial long Macropus genus,Magani em i wanpela famili bilong marsupial long Macropus genus
Em i gat planti bikpela magani long [[Ostrelia]].,Em i gat planti bikpela magani long Ostrelia,Em i gat planti bikpela magani long Ostrelia
The Carpenters i paspas bilong [[Ol Yunaitet Stet]].,The Carpenters i paspas bilong Ol Yunaitet Stet,The Carpenters i paspas bilong Ol_Yunaitet_Stet
Gordon Brown i praim minista bilong [[Yunaitet Kingdom]].,Gordon Brown i praim minista bilong Yunaitet Kingdom,Gordon Brown i praim minista bilong Yunaitet_Kingdom
.nc em i Intanet kod bilong kantri [[Niu Kaledonia]].,nc em i Intanet kod bilong kantri Niu Kaledonia,nc em i Intanet kod bilong kantri Niu_Kaledonia
Ijip em i kantri bilong [[kontinen]] [[Aprika]].,Ijip em i kantri bilong kontinen Aprika,Ijip em i kantri bilong kontinen Aprika
Kuman em i wanpela bikpela [[tokples]] long [[Simbu]] provins long [[Papua Niugini]].,Kuman em i wanpela bikpela tokples long Simbu provins long Papua Niugini,Kuman em i wanpela bikpela tokples long Simbu provins long Papua Niugini
"Sampela ol lain i save kolim Kuman olsem ""tok ples Simbu"".",Sampela ol lain i save kolim Kuman olsem tok ples Simbu,Sampela ol lain i save kolim Kuman olsem tok ples Simbu
Grama.,Grama,Grama
Tok Kuman em i wanpela SOV tokples.,Tok Kuman em i wanpela SOV tokples,Tok Kuman em i wanpela SOV tokples
.me em i Intanet kod bilong kantri Montenegro.,me em i Intanet kod bilong kantri Montenegro,me em i Intanet kod bilong kantri Montenegro
Hiri Motu em i wanpela tokples long [[Papua Niugini]].,Hiri Motu em i wanpela tokples long Papua Niugini,Hiri Motu em i wanpela tokples long Papua_Niugini
Em i wanpela tok namel i save helpim manmeri long toktok wantaim ol lain i gat narapela as tokples.,Em i wanpela tok namel i save helpim manmeri long toktok wantaim ol lain i gat narapela as tokples,Em i wanpela tok namel i save helpim manmeri long toktok wantaim ol lain i gat narapela as tokples
Em i wanpela namba tu tokples long Papua Niugini.,Em i wanpela namba tu tokples long Papua Niugini,Em i wanpela namba tu tokples long Papua Niugini
Planti manmeri long hap saut i gat save long dispela kain tokples.,Planti manmeri long hap saut i gat save long dispela kain tokples,Planti manmeri long hap saut i gat save long dispela kain tokples
"Ofisel tok stret em i Tok Inglis, tasol nogat planti manmeri i stap long ples na save long Inglis.",Ofisel tok stret em i Tok Inglis tasol nogat planti manmeri i stap long ples na save long Inglis,Ofisel tok stret em i Tok Inglis tasol nogat planti manmeri i stap long ples na save long Inglis
"Olsem, na i gat tupela namba tu (seken) ofisel tok long Papua Niugini, tok i gat planti manmeri save long en.",Olsem na i gat tupela namba tu seken ofisel tok long Papua Niugini tok i gat planti manmeri save long en,Olsem na i gat tupela namba tu seken ofisel tok long Papua Niugini tok i gat planti manmeri save long en
"Motu, dispela pes i tok long en, na [[Tok Pisin]].",Motu dispela pes i tok long en na Tok Pisin,Motu dispela pes i tok long en na Tok_Pisin
"Motu em i toktok long hap Papua, na Tok Pisin em i bilong Niugini na Hailans tu.",Motu em i toktok long hap Papua na Tok Pisin em i bilong Niugini na Hailans tu,Motu em i toktok long hap Papua na Tok Pisin em i bilong Niugini na Hailans tu
"Planti manmeri stret long [[Pot Mosbi]] na sampela arapela hap i gat save long dispela tokples, na planti manmeri long nambis em i gat save long dispela kain tokples, tasol sampela long Not Cos na arapela ples nambis nogat save, na manmeri long highlands ol i nogat save long dispela kain tokples.pls help me",Planti manmeri stret long Pot Mosbi na sampela arapela hap i gat save long dispela tokples na planti manmeri long nambis em i gat save long dispela kain tokples tasol sampela long Not Cos na arapela ples nambis nogat save na manmeri long highlands ol i nogat save long dispela kain tokplespls help me,Planti manmeri stret long Pot_Mosbi na sampela arapela hap i gat save long dispela tokples na planti manmeri long nambis em i gat save long dispela kain tokples tasol sampela long Not Cos na arapela ples nambis nogat save na manmeri long highlands ol i nogat save long dispela kain tokplespls help me
Meditesen em i pasin bilong tingting.,Meditesen em i pasin bilong tingting,Meditesen em i pasin bilong tingting
"Kainkain meditesen i kamap long taim bipo tru, i stap long olgeta hap long graun na i gat kainkain mining bilongen.",Kainkain meditesen i kamap long taim bipo tru i stap long olgeta hap long graun na i gat kainkain mining bilongen,Kainkain meditesen i kamap long taim bipo tru i stap long olgeta hap long graun na i gat kainkain mining bilongen
"Long sampela hap, meditesen em i as bilong lotu bilongen.",Long sampela hap meditesen em i as bilong lotu bilongen,Long sampela hap meditesen em i as bilong lotu bilongen
"Long narapela hap, olsem [[Amerika]] o Western kantri, meditesen em i pasin bilong helt.",Long narapela hap olsem Amerika o Western kantri meditesen em i pasin bilong helt,Long narapela hap olsem Amerika o Western kantri meditesen em i pasin bilong helt
Meditesen i kam long [[India]] long taim bipo tru.,Meditesen i kam long India long taim bipo tru,Meditesen i kam long India long taim bipo tru
"Em i bikpela samting long ol lotu i kam long India, olsem yoga, na [[Hinduisim]] o lotu bilong Hindu, na [[budisim]] o lotu bilong Buda.",Em i bikpela samting long ol lotu i kam long India olsem yoga na Hinduisim o lotu bilong Hindu na budisim o lotu bilong Buda,Em i bikpela samting long ol lotu i kam long India olsem yoga na Hinduisim o lotu bilong Hindu na budisim o lotu bilong Buda
"Long dispela lotu, meditesen em i wanpela pasin bilong lusim wol.",Long dispela lotu meditesen em i wanpela pasin bilong lusim wol,Long dispela lotu meditesen em i wanpela pasin bilong lusim wol
Lusim em i bikpela wok bilong dispela bilip.,Lusim em i bikpela wok bilong dispela bilip,Lusim em i bikpela wok bilong dispela bilip
"Man i gat tumas laik bilong tingting bilong wol, i mas lusim dispela laik.",Man i gat tumas laik bilong tingting bilong wol i mas lusim dispela laik,Man i gat tumas laik bilong tingting bilong wol i mas lusim dispela laik
