text,text_clean,text_ents
"Baebol hemi buk blong tumas impoten long ol kristin, i gat 66 smol buk.",Baebol hemi buk blong tumas impoten long ol kristin i gat smol buk,Baebol hemi buk blong tumas impoten long ol kristin i gat smol buk
"The Doors, hem i wan miusik grup blong [[Yunaeted Stet blong Amerika]].",The Doors hem i wan miusik grup blong Yunaeted Stet blong Amerika,The Doors hem i wan miusik grup blong Yunaeted_Stet_blong_Amerika
Ayaka Sasaki (boen 11 Jun 1996) em i woman blong singsing blong [[Japan]].,Ayaka Sasaki boen Jun em i woman blong singsing blong Japan,Ayaka Sasaki boen Jun em i woman blong singsing blong Japan
"Magdalena Carmen Frida Kahlo y Calderón (6 Julae 1907 – 13 Julae 1954), o Frida Kahlo, emi bin wan wuman blong at blong Mexico.",Magdalena Carmen Frida Kahlo y Calderón Julae Julae o Frida Kahlo emi bin wan wuman blong at blong Mexico,Magdalena Carmen Frida Kahlo y Calderón Julae Julae o Frida Kahlo emi bin wan wuman blong at blong Mexico
Federico García Lorca (boen long 5 Junae 1898 – ded long 18 Ogis 1936) em i bin wan man blong litorasa blong Spain.,Federico García Lorca boen long Junae ded long Ogis em i bin wan man blong litorasa blong Spain,Federico García Lorca boen long Junae ded long Ogis em i bin wan man blong litorasa blong Spain
Kendall Nicole Jenner (boen 3 November 1995) em i akta blong [[Yunaeted Stet blong Amerika]].,Kendall Nicole Jenner boen November em i akta blong Yunaeted Stet blong Amerika,Kendall Nicole Jenner boen November em i akta blong Yunaeted_Stet_blong_Amerika
"Randal Howard ""Rand"" Paul (boen 7 Januware 1963) i politikis blong [[Yunaeted Stet blong Amerika]].",Randal Howard Rand Paul boen Januware i politikis blong Yunaeted Stet blong Amerika,Randal Howard Rand Paul boen Januware i politikis blong Yunaeted_Stet_blong_Amerika
Washington i wan state blog Yunaeted Stet.,Washington i wan state blog Yunaeted Stet,Washington i wan state blog Yunaeted Stet
Kapital blong hem i Olympia.,Kapital blong hem i Olympia,Kapital blong hem i Olympia
"Long July 2009, populaesen blong [[Washington]] i stap araon 6,664,195.",Long July populaesen blong Washington i stap araon,Long July populaesen blong Washington i stap araon
Kat Green (bon Kathryn Greenblatt long XX sentri) em i raeta blong miusik mo foma akta blong filem blong [[Yunaeted Stet blong Amerika]].,Kat Green bon Kathryn Greenblatt long XX sentri em i raeta blong miusik mo foma akta blong filem blong Yunaeted Stet blong Amerika,Kat Green bon Kathryn Greenblatt long XX sentri em i raeta blong miusik mo foma akta blong filem blong Yunaeted_Stet_blong_Amerika
Islam i wan rilijin.,Islam i wan rilijin,Islam i wan rilijin
I gat fulup man long [[Esia]] mo [[Afrika]] we oli Muslim.,I gat fulup man long Esia mo Afrika we oli Muslim,I gat fulup man long Esia mo Afrika we oli Muslim
Muslim meanem se man blong Islam.,Muslim meanem se man blong Islam,Muslim meanem se man blong Islam
"Man we hemi bin mekem Islam, nem blong hem [[Muhammed]].",Man we hemi bin mekem Islam nem blong hem Muhammed,Man we hemi bin mekem Islam nem blong hem Muhammed
Minnesota i wan state blog Yunaeted Stet.,Minnesota i wan state blog Yunaeted Stet,Minnesota i wan state blog Yunaeted Stet
Kapital blong hem i Saint Paul.,Kapital blong hem i Saint Paul,Kapital blong hem i Saint Paul
"Long July 2009, populaesen blong [[Minnesota]] i stap araon 5,266,214.",Long July populaesen blong Minnesota i stap araon,Long July populaesen blong Minnesota i stap araon
Anthony Wilford Brimley (boen 27 Septemba 1934) em i akta blong [[Yunaeted Stet blong Amerika]].,Anthony Wilford Brimley boen Septemba em i akta blong Yunaeted Stet blong Amerika,Anthony Wilford Brimley boen Septemba em i akta blong Yunaeted_Stet_blong_Amerika
Maria do Carmo Miranda da Cunha (9 Februari 1909 – 5 Ogis 1955) i akta blong Brazil.,Maria do Carmo Miranda da Cunha Februari Ogis i akta blong Brazil,Maria do Carmo Miranda da Cunha Februari Ogis i akta blong Brazil
"Victor HUGO (26 Febuwari 1802 long Besançon, 22 May 1885 long [[Paris]]) i bin wan man blong Litorasa blong [[Franis]].",Victor HUGO Febuwari long Besançon May long Paris i bin wan man blong Litorasa blong Franis,Victor HUGO Febuwari long Besançon May long Paris i bin wan man blong Litorasa blong Franis
"Long 1862 em i bin raetem wan buk, nem blong buk ia ""Les Misérables"".",Long em i bin raetem wan buk nem blong buk ia Les Misérables,Long em i bin raetem wan buk nem blong buk ia Les Misérables
Toshiki Kaifu (1931-2022) i praem minista blong [[Japan]].,Toshiki Kaifu i praem minista blong Japan,Toshiki Kaifu i praem minista blong Japan
"Arara i stap smol taon blong Brazil, city blong Paraíba stat.",Arara i stap smol taon blong Brazil city blong Paraíba stat,Arara i stap smol taon blong Brazil city blong Paraíba stat
 <ns>0</ns>  <revision></revision>  <parentid>31991</parentid>  <timestamp>2018-12-18T01:39:23Z</timestamp>  <contributor></contributor>  <username>Underneaththesun</username>    <model>wikitext</model>  <format>text/x-wiki</format> Buk blong Momon: Wan Narafala Testeman blong [[Jisas Kraes]] Wan mesenja blong heven we nem blong hem [[Moronae]] i lidim [[Josef Smit]] long wan hil we ol gol plet i bin stap slip haed blong plante senturi.,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameUnderneaththesunusername modelwikitextmodel formattextxwikiformat Buk blong Momon Wan Narafala Testeman blong Jisas Kraes Wan mesenja blong heven we nem blong hem Moronae i lidim Josef Smit long wan hil we ol gol plet i bin stap slip haed blong plante senturi,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameUnderneaththesunusername modelwikitextmodel formattextxwikiformat Buk blong Momon Wan Narafala Testeman blong Jisas_Kraes Wan mesenja blong heven we nem blong hem Moronae i lidim Josef Smit long wan hil we ol gol plet i bin stap slip haed blong plante senturi
Ol gol plet ia oli tekem ol raeting blong ol profet we oli talemaot stori blong wanem we God i bin mekem wetem ol fas man we i bin stap long [[Amerika]].,Ol gol plet ia oli tekem ol raeting blong ol profet we oli talemaot stori blong wanem we God i bin mekem wetem ol fas man we i bin stap long Amerika,Ol gol plet ia oli tekem ol raeting blong ol profet we oli talemaot stori blong wanem we God i bin mekem wetem ol fas man we i bin stap long Amerika
Josef Smit i bin transletem wanem i bin stap insaed long ol plet ia tru long paoa blong God.,Josef Smit i bin transletem wanem i bin stap insaed long ol plet ia tru long paoa blong God,Josef Smit i bin transletem wanem i bin stap insaed long ol plet ia tru long paoa blong God
Ol profet insaed long Buk blong Momon oli bin save abaot misin blong Sevya mo oli bin tijim gospel blong Hem.,Ol profet insaed long Buk blong Momon oli bin save abaot misin blong Sevya mo oli bin tijim gospel blong Hem,Ol profet insaed long Buk blong Momon oli bin save abaot misin blong Sevya mo oli bin tijim gospel blong Hem
"Taem Hem i laef bakegen long ded, Kraes i bin kamaot long ol pipol ia.",Taem Hem i laef bakegen long ded Kraes i bin kamaot long ol pipol ia,Taem Hem i laef bakegen long ded Kraes i bin kamaot long ol pipol ia
Hem i bin tijim olgeta gospel blong Hem mo Hem i bin stanemap Jos blong Hem.,Hem i bin tijim olgeta gospel blong Hem mo Hem i bin stanemap Jos blong Hem,Hem i bin tijim olgeta gospel blong Hem mo Hem i bin stanemap Jos blong Hem
Buk blong Momon i pruvum se God i toktok long man mo i stap singaotem olgeta blong mekem tabu wok blong hem long taem tedei mo jeneresen ia semmak olsem wetem ol jeneresen bifo.,Buk blong Momon i pruvum se God i toktok long man mo i stap singaotem olgeta blong mekem tabu wok blong hem long taem tedei mo jeneresen ia semmak olsem wetem ol jeneresen bifo,Buk blong Momon i pruvum se God i toktok long man mo i stap singaotem olgeta blong mekem tabu wok blong hem long taem tedei mo jeneresen ia semmak olsem wetem ol jeneresen bifo
Presiden Ezra Taft Benson i bin talem se Buk blong Momon i ki ston long trifala wei: Buk blong [[Momon]] i Testefae abaot Kraes.,Presiden Ezra Taft Benson i bin talem se Buk blong Momon i ki ston long trifala wei Buk blong Momon i Testefae abaot Kraes,Presiden Ezra Taft Benson i bin talem se Buk blong Momon i ki ston long trifala wei Buk blong Momon i Testefae abaot Kraes
Wan stamba tingting blong Buk blong Momon i blong mekem tingting blong ol pipol i [[kam]] strong se [[Jisas]] Hem i Kraes.,Wan stamba tingting blong Buk blong Momon i blong mekem tingting blong ol pipol i kam strong se Jisas Hem i Kraes,Wan stamba tingting blong Buk blong Momon i blong mekem tingting blong ol pipol i kam strong se Jisas Hem i Kraes
Sneckbean hemi wan crops mo kala blo hem i krin .Hemi longfala olsem wan sneck mo kat sid oli stap meikem soup lo hem mo hemi wan vegetable.,Sneckbean hemi wan crops mo kala blo hem i krin Hemi longfala olsem wan sneck mo kat sid oli stap meikem soup lo hem mo hemi wan vegetable,Sneckbean hemi wan crops mo kala blo hem i krin Hemi longfala olsem wan sneck mo kat sid oli stap meikem soup lo hem mo hemi wan vegetable
Kemistri blong saens long stadi blong mater.,Kemistri blong saens long stadi blong mater,Kemistri blong saens long stadi blong mater
"Kemistri i save long atom, elemen, kompaon, mo molikul.",Kemistri i save long atom elemen kompaon mo molikul,Kemistri i save long atom elemen kompaon mo molikul
"Yun Hyon-seok(Koria:윤현석, August 7, 1984 - April 26, 2003) emi Human right activists, Gay Poet long [[Saot Koria]].",Yun HyonseokKoria윤현석 August April emi Human right activists Gay Poet long Saot Koria,Yun HyonseokKoria윤현석 August April emi Human right activists Gay Poet long Saot_Koria
Momoko Shibuya (boen 15 Maj 1987) em i akta blong [[Japan]].,Momoko Shibuya boen Maj em i akta blong Japan,Momoko Shibuya boen Maj em i akta blong Japan
"Aerlan (ga. - ""Éire"", ""Poblacht na hÉireann"") i kaontri long Europe.",Aerlan ga Éire Poblacht na hÉireann i kaontri long Europe,Aerlan ga Éire Poblacht na hÉireann i kaontri long Europe
I long Unaeted Kingdom.,I long Unaeted Kingdom,I long Unaeted Kingdom
Kapital blong hem i Dublin.,Kapital blong hem i Dublin,Kapital blong hem i Dublin
Presidens blong hem i Mary McAleese.,Presidens blong hem i Mary McAleese,Presidens blong hem i Mary McAleese
Taoiseach blong hem i Enda Kenny.,Taoiseach blong hem i Enda Kenny,Taoiseach blong hem i Enda Kenny
"Long Julae 2017, populaesen blong Aerlan i stap araon 5 milien.",Long Julae populaesen blong Aerlan i stap araon milien,Long Julae populaesen blong Aerlan i stap araon milien
Shigeru Yoshida (22 Septemba 1878 – 20 Oktoba 1967) i praem minista blong [[Japan]].,Shigeru Yoshida Septemba Oktoba i praem minista blong Japan,Shigeru Yoshida Septemba Oktoba i praem minista blong Japan
Komaki Kurihara (boen 14 Maj 1945) i akta blong [[Japan]].,Komaki Kurihara boen Maj i akta blong Japan,Komaki Kurihara boen Maj i akta blong Japan
Morihiro Hosokawa (boen 14 Januware 1938) i praem minista blong [[Japan]].,Morihiro Hosokawa boen Januware i praem minista blong Japan,Morihiro Hosokawa boen Januware i praem minista blong Japan
Steven Frederic Seagal (boen 10 Epril 1952) em i akta blong [[Yunaeted Stet blong Amerika]].,Steven Frederic Seagal boen Epril em i akta blong Yunaeted Stet blong Amerika,Steven Frederic Seagal boen Epril em i akta blong Yunaeted_Stet_blong_Amerika
Teki (tu.,Teki tu,Teki tu
"- ""Türkiye"", ""Türkiye Cumhuriyeti"") i kaontri long [[Yurop]].",Türkiye Türkiye Cumhuriyeti i kaontri long Yurop,Türkiye Türkiye Cumhuriyeti i kaontri long Yurop
"I long Armenia, Azerbaijan, [[Iran]], Iraq, Syria, [[Bulgaria]], Greece.",I long Armenia Azerbaijan Iran Iraq Syria Bulgaria Greece,I long Armenia Azerbaijan Iran Iraq Syria Bulgaria Greece
Kapital blong hem i Ankara.,Kapital blong hem i Ankara,Kapital blong hem i Ankara
Presidens blong hem i Recep Tayyip Erdoğan.,Presidens blong hem i Recep Tayyip Erdoğan,Presidens blong hem i Recep Tayyip Erdoğan
Paul Davis Ryan Jr. (boen 29 Januware 1970) i politikis blong [[Yunaeted Stet blong Amerika]].,Paul Davis Ryan Jr boen Januware i politikis blong Yunaeted Stet blong Amerika,Paul Davis Ryan Jr boen Januware i politikis blong Yunaeted_Stet_blong_Amerika
"[[Dongdaegu Stesen(isdaegu]] Stesen) i relwei stesen long [[Gyeongbu]] laen, stap long [[Daegu.",Dongdaegu Stesenisdaegu Stesen i relwei stesen long Gyeongbu laen stap long Daegu,Dongdaegu_Stesenisdaegu Stesen i relwei stesen long Gyeongbu laen stap long Daegu
Harry S. Truman (1884 - 1972) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Harry S Truman i hed blong stet blong Yunaeted Stet blong Amerika,Harry S Truman i hed blong stet blong Yunaeted_Stet_blong_Amerika
"Joseph Frank ""Buster"" Keaton (4 Oktoba 1895 – 1 Februari 1966) em i akta blong [[Yunaeted Stet blong Amerika]].",Joseph Frank Buster Keaton Oktoba Februari em i akta blong Yunaeted Stet blong Amerika,Joseph Frank Buster Keaton Oktoba Februari em i akta blong Yunaeted_Stet_blong_Amerika
Jean-Paul Belmondo (1933 - 2021) i akta blong [[Franis]].,JeanPaul Belmondo i akta blong Franis,JeanPaul Belmondo i akta blong Franis
Des Moines hem i kapital blong [[Iowa]].,Des Moines hem i kapital blong Iowa,Des Moines hem i kapital blong Iowa
"Long July 2016, populaesen blong Des Moines i stap araon 215,472.",Long July populaesen blong Des Moines i stap araon,Long July populaesen blong Des Moines i stap araon
Efate Aelan hemi wan blong olgeta aelan long [[Vanuatu]].,Efate Aelan hemi wan blong olgeta aelan long Vanuatu,Efate Aelan hemi wan blong olgeta aelan long Vanuatu
Hemi stap long [[Shefa]] provens.,Hemi stap long Shefa provens,Hemi stap long Shefa provens
I gat kapital blong Vanuatu long Efate.,I gat kapital blong Vanuatu long Efate,I gat kapital blong Vanuatu long Efate
Nem blong kapital hem i [[Port Vila]].,Nem blong kapital hem i Port Vila,Nem blong kapital hem i Port_Vila
Nem blong stamba hem i Roses.,Nem blong stamba hem i Roses,Nem blong stamba hem i Roses
"Long Undine Bay, i gat wan museum blong [[wol]] wo tu.",Long Undine Bay i gat wan museum blong wol wo tu,Long Undine Bay i gat wan museum blong wol wo tu
Singapo i kaontri long [[Esia]].,Singapo i kaontri long Esia,Singapo i kaontri long Esia
Kenia i kaontri long [[Afrika]].,Kenia i kaontri long Afrika,Kenia i kaontri long Afrika
"Oviedo i kapital blong Asturias, Spain.",Oviedo i kapital blong Asturias Spain,Oviedo i kapital blong Asturias Spain
Pig hemi wan animol veri spesel long [[Oseania]].,Pig hemi wan animol veri spesel long Oseania,Pig hemi wan animol veri spesel long Oseania
"Long [[Polinesia]] mo Drehu, nem blong pig hemi ""puaka"" / poaka (maori) o pua'a (tahiti).",Long Polinesia mo Drehu nem blong pig hemi puaka poaka maori o puaa tahiti,Long Polinesia mo Drehu nem blong pig hemi puaka poaka maori o puaa tahiti
Rio de Janeiro i stap taon blong Brazil.,Rio de Janeiro i stap taon blong Brazil,Rio de Janeiro i stap taon blong Brazil
"Wan, [[namba]] 1.",Wan namba,Wan namba
"Whaet wud o ""Endospermum medullosum"" hemi wan forest [[tri]] we olgeta long forestry oli enkaresem yumi blong planem from hemi wan wud we yu save usum long timba, fae wud , mo tu hemi absobem carbondioxde afta givim oxgegen blong umi brethem .",Whaet wud o Endospermum medullosum hemi wan forest tri we olgeta long forestry oli enkaresem yumi blong planem from hemi wan wud we yu save usum long timba fae wud mo tu hemi absobem carbondioxde afta givim oxgegen blong umi brethem,Whaet wud o Endospermum medullosum hemi wan forest tri we olgeta long forestry oli enkaresem yumi blong planem from hemi wan wud we yu save usum long timba fae wud mo tu hemi absobem carbondioxde afta givim oxgegen blong umi brethem
"Fis hemi i stap long solwota i kat plate kaen fis: red fis, blu fis,strong skin fis, store fis, balun fis, mo fulap mo.",Fis hemi i stap long solwota i kat plate kaen fis red fis blu fisstrong skin fis store fis balun fis mo fulap mo,Fis hemi i stap long solwota i kat plate kaen fis red fis blu fisstrong skin fis store fis balun fis mo fulap mo
fis hemi helpem yumi man long side blong profitem meat long yumi mo tu hemi wan samting we yumi save salem blong karem manie long hem mo tu long narafala tingting hemi wan attraction long ol turist.,fis hemi helpem yumi man long side blong profitem meat long yumi mo tu hemi wan samting we yumi save salem blong karem manie long hem mo tu long narafala tingting hemi wan attraction long ol turist,fis hemi helpem yumi man long side blong profitem meat long yumi mo tu hemi wan samting we yumi save salem blong karem manie long hem mo tu long narafala tingting hemi wan attraction long ol turist
Fish o fis i wan long olgeta meat wea hemi klin wea i klin.,Fish o fis i wan long olgeta meat wea hemi klin wea i klin,Fish o fis i wan long olgeta meat wea hemi klin wea i klin
From i stap insaet long solwota.,From i stap insaet long solwota,From i stap insaet long solwota
[[Everi]] man i laekem blong kakae.,Everi man i laekem blong kakae,Everi man i laekem blong kakae
[[Mo]] mekem mane aot long hem.,Mo mekem mane aot long hem,Mo mekem mane aot long hem
Carrie Frances Fisher (21 Oktoba 1956 – 27 Desemba 2016) i akta blong [[Yunaeted Stet blong Amerika]].,Carrie Frances Fisher Oktoba Desemba i akta blong Yunaeted Stet blong Amerika,Carrie Frances Fisher Oktoba Desemba i akta blong Yunaeted_Stet_blong_Amerika
Rodrigo Roa Duterte (boen 1945) i hed blong stet blong Philippines.,Rodrigo Roa Duterte boen i hed blong stet blong Philippines,Rodrigo Roa Duterte boen i hed blong stet blong Philippines
Robert Anthony De Niro (boen 17 Ogis 1943) i akta blong [[Yunaeted Stet blong Amerika]].,Robert Anthony De Niro boen Ogis i akta blong Yunaeted Stet blong Amerika,Robert Anthony De Niro boen Ogis i akta blong Yunaeted_Stet_blong_Amerika
Nafe hemi wan samting we yu save usem blo katem kakei lo hem mo tu  yu save ko wok lem lo grand.,Nafe hemi wan samting we yu save usem blo katem kakei lo hem mo tu yu save ko wok lem lo grand,Nafe hemi wan samting we yu save usem blo katem kakei lo hem mo tu yu save ko wok lem lo grand
Justin Drew Bieber (boen 1 Maj 1994) em i man blong singsing blong [[Kanada]].,Justin Drew Bieber boen Maj em i man blong singsing blong Kanada,Justin Drew Bieber boen Maj em i man blong singsing blong Kanada
Jamaika hem i wan kaontri long Karibin Si.,Jamaika hem i wan kaontri long Karibin Si,Jamaika hem i wan kaontri long Karibin Si
"Volle boll emi wan gem wea gat tu saet player, mas gat tu team save plei agensem tufala.",Volle boll emi wan gem wea gat tu saet player mas gat tu team save plei agensem tufala,Volle boll emi wan gem wea gat tu saet player mas gat tu team save plei agensem tufala
Thanom Kittikachorn (1911 - 2004) i praem minista blong Thailand.,Thanom Kittikachorn i praem minista blong Thailand,Thanom Kittikachorn i praem minista blong Thailand
"Bigfala grin pijin (""Ptilinopus tannensis"" (Latham, 1790))",Bigfala grin pijin Ptilinopus tannensis Latham,Bigfala grin pijin Ptilinopus tannensis Latham
Akanat Promphan (boen 1986) i politikis blong Thailand.,Akanat Promphan boen i politikis blong Thailand,Akanat Promphan boen i politikis blong Thailand
"François Arago i bin bon long 26 February 1786, Estagel (Pyrénées-Orientales, [[Franis]]).",François Arago i bin bon long February Estagel PyrénéesOrientales Franis,François Arago i bin bon long February Estagel PyrénéesOrientales Franis
Hem i saentist i politik.,Hem i saentist i politik,Hem i saentist i politik
Hem i Hed blong Stet blong [[Franis]] long 1848.,Hem i Hed blong Stet blong Franis long,Hem i Hed blong Stet blong Franis long
"Hem i brata blong Étienne Arago, wraeta i politik.",Hem i brata blong Étienne Arago wraeta i politik,Hem i brata blong Étienne Arago wraeta i politik
"Hem i bin ded long 2 Octoba 1853, [[Paris]] (Franis).",Hem i bin ded long Octoba Paris Franis,Hem i bin ded long Octoba Paris Franis
"Masajuset (""Massachusetts"") i wan state blog Yunaeted Stet.",Masajuset Massachusetts i wan state blog Yunaeted Stet,Masajuset Massachusetts i wan state blog Yunaeted Stet
Kapital blong hem i Boston.,Kapital blong hem i Boston,Kapital blong hem i Boston
"Long July 2009, populaesen blong [[Massachusetts]] i stap araon 6,593,587.",Long July populaesen blong Massachusetts i stap araon,Long July populaesen blong Massachusetts i stap araon
"Port Vila Market, hem i sentrol [[maket]] long kapitol [[Port Vila]] blong [[Vanuatu]].",Port Vila Market hem i sentrol maket long kapitol Port Vila blong Vanuatu,Port Vila Market hem i sentrol maket long kapitol Port Vila blong Vanuatu
"I gat frut, flaoa, faeawud, jewelri, etc.",I gat frut flaoa faeawud jewelri etc,I gat frut flaoa faeawud jewelri etc
"Hugh Michael Jackman (bon long 12 Oktoba 1968 long Sydney), em i akta mo man blong singsing blong [[Ostrelia]].",Hugh Michael Jackman bon long Oktoba long Sydney em i akta mo man blong singsing blong Ostrelia,Hugh Michael Jackman bon long Oktoba long Sydney em i akta mo man blong singsing blong Ostrelia
Momoko Kōchi (7 Maj 1932 – 5 Novemba 1998) em i akta blong [[Japan]].,Momoko Kōchi Maj Novemba em i akta blong Japan,Momoko Kōchi Maj Novemba em i akta blong Japan
Eiji Okuda (boen 18 Maj 1950) em i akta blong [[Japan]].,Eiji Okuda boen Maj em i akta blong Japan,Eiji Okuda boen Maj em i akta blong Japan
"Hem i bin bon long 10 Novemba 1483, long [[Jemani]].",Hem i bin bon long Novemba long Jemani,Hem i bin bon long Novemba long Jemani
Hem i bin stadi long Yunivesiti blong Erfurt mo Witenbeg.,Hem i bin stadi long Yunivesiti blong Erfurt mo Witenbeg,Hem i bin stadi long Yunivesiti blong Erfurt mo Witenbeg
"Hem i bin nilim 95 stadi we hem i bin raetem long doa blong Kasel Jos blong toktok agensem plante tijing we i stap abaot Roman Katolik Jos, mo hemia i tekem tu praktis blong mekem ol pipol oli pem mane blong mekem se oli kam klin long ol sin blong olgeta.",Hem i bin nilim stadi we hem i bin raetem long doa blong Kasel Jos blong toktok agensem plante tijing we i stap abaot Roman Katolik Jos mo hemia i tekem tu praktis blong mekem ol pipol oli pem mane blong mekem se oli kam klin long ol sin blong olgeta,Hem i bin nilim stadi we hem i bin raetem long doa blong Kasel Jos blong toktok agensem plante tijing we i stap abaot Roman Katolik Jos mo hemia i tekem tu praktis blong mekem ol pipol oli pem mane blong mekem se oli kam klin long ol sin blong olgeta
Hem i bin ded long 18 Febwari 1546.,Hem i bin ded long Febwari,Hem i bin ded long Febwari
Yuriko Hishimi (boen 1947) i akta blong [[Japan]].,Yuriko Hishimi boen i akta blong Japan,Yuriko Hishimi boen i akta blong Japan
Sol Lek Siti hem i kapital blong [[Yuta]].,Sol Lek Siti hem i kapital blong Yuta,Sol Lek Siti hem i kapital blong Yuta
Miori Ichikawa (boen 12 Februari 1994) em i bin woman blong singsing blong [[Japan]].,Miori Ichikawa boen Februari em i bin woman blong singsing blong Japan,Miori Ichikawa boen Februari em i bin woman blong singsing blong Japan
 <ns>0</ns>  <revision></revision>  <parentid>37433</parentid>  <timestamp>2021-10-17T19:32:54Z</timestamp>  <contributor></contributor>  <username>Wolverène</username>    <comment>−; −; ±→ using </comment>  <model>wikitext</model>  <format>text/x-wiki</format> Monzón i stap smol taon blong Spain.,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameWolverèneusername comment− − ±→ using comment modelwikitextmodel formattextxwikiformat Monzón i stap smol taon blong Spain,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameWolverèneusername comment− − ±→ using comment modelwikitextmodel formattextxwikiformat Monzón i stap smol taon blong Spain
Nha Trang emi wan smol taon blong [[Vietnam]].,Nha Trang emi wan smol taon blong Vietnam,Nha Trang emi wan smol taon blong Vietnam
"Rome (toktok Itali: ""Roma"") hem i kapital blong [[Itali]].",Rome toktok Itali Roma hem i kapital blong Itali,Rome toktok Itali Roma hem i kapital blong Itali
Hem i stap long Lazio rijon.,Hem i stap long Lazio rijon,Hem i stap long Lazio rijon
Smol Gel [[Hu]] Giaman i wan soem blong [[Yunaeted Stet blong Amerika]].,Smol Gel Hu Giaman i wan soem blong Yunaeted Stet blong Amerika,Smol Gel Hu Giaman i wan soem blong Yunaeted Stet blong Amerika
"Gel hu aktem i [[Lucy Hale]], [[Troian Bellisario]], [[Ashley Benson]], mo [[Shay Mitchell]].",Gel hu aktem i Lucy Hale Troian Bellisario Ashley Benson mo Shay Mitchell,Gel hu aktem i Lucy_Hale Troian Bellisario Ashley Benson mo Shay Mitchell
"[[Mo]] [[Ian Harding]], [[Keegan Allen]], mo [[Sasha Pieterse]] aktem long soem.",Mo Ian Harding Keegan Allen mo Sasha Pieterse aktem long soem,Mo Ian Harding Keegan Allen mo Sasha Pieterse aktem long soem
Pyotr Ilyich Tchaikovsky o Peter Ilyich Tchaikovsky (25 Epril/7 Mei 1840 – 25 Oktomba/6 Novemba 1893) em i bin wan man blong miusik blong Rusia.,Pyotr Ilyich Tchaikovsky o Peter Ilyich Tchaikovsky Epril Mei Oktomba Novemba em i bin wan man blong miusik blong Rusia,Pyotr Ilyich Tchaikovsky o Peter Ilyich Tchaikovsky Epril Mei Oktomba Novemba em i bin wan man blong miusik blong Rusia
Takashi Shimura (boen long 12 Maj 1905 – ded long 11 Februari 1982) em i bin akta blong [[Japan]].,Takashi Shimura boen long Maj ded long Februari em i bin akta blong Japan,Takashi Shimura boen long Maj ded long Februari em i bin akta blong Japan
Bernard Jeffrey McCullough o Bernie Mac (5 Oktoba 1957 – 9 Ogis 2008) em i bin akta blong [[Yunaeted Stet blong Amerika]].,Bernard Jeffrey McCullough o Bernie Mac Oktoba Ogis em i bin akta blong Yunaeted Stet blong Amerika,Bernard Jeffrey McCullough o Bernie Mac Oktoba Ogis em i bin akta blong Yunaeted_Stet_blong_Amerika
Laplap hemi kastom [[kakae]] blong [[Vanuatu]].,Laplap hemi kastom kakae blong Vanuatu,Laplap hemi kastom kakae blong Vanuatu
Hao blong mekem.,Hao blong mekem,Hao blong mekem
Igat ol defdefren kaen laplap long Vanuatu.,Igat ol defdefren kaen laplap long Vanuatu,Igat ol defdefren kaen laplap long Vanuatu
"Samfala yu tekem [[yam]], samfala [[taro]], o [[maniok]], o bresfrut; ale skrasem, skrasem go–go, pushum igo long bigfala lif olsem lif banana.",Samfala yu tekem yam samfala taro o maniok o bresfrut ale skrasem skrasem gogo pushum igo long bigfala lif olsem lif banana,Samfala yu tekem yam samfala taro o maniok o bresfrut ale skrasem skrasem gogo pushum igo long bigfala lif olsem lif banana
"Samtaem yu save adem [[fis]] tu, o spos no, mit blong [[buluk]], o [[pig]], o faol tu.",Samtaem yu save adem fis tu o spos no mit blong buluk o pig o faol tu,Samtaem yu save adem fis tu o spos no mit blong buluk o pig o faol tu
"Ale, skwisim melek blong [[kokonas]] igo long hem.",Ale skwisim melek blong kokonas igo long hem,Ale skwisim melek blong kokonas igo long hem
"Kavremap evriwan wetem lif (banana lif o wanem), long smosmol bandel o sipos no long wan bigwan bandel wantaem.",Kavremap evriwan wetem lif banana lif o wanem long smosmol bandel o sipos no long wan bigwan bandel wantaem,Kavremap evriwan wetem lif banana lif o wanem long smosmol bandel o sipos no long wan bigwan bandel wantaem
"Finis ale, putum evriwan long stonoven, hemia oven we istap long graon, kavremap wetem hot ston; bekem.",Finis ale putum evriwan long stonoven hemia oven we istap long graon kavremap wetem hot ston bekem,Finis ale putum evriwan long stonoven hemia oven we istap long graon kavremap wetem hot ston bekem
"Taem hem tan finis, yu openem oven, tekemaot laplap.",Taem hem tan finis yu openem oven tekemaot laplap,Taem hem tan finis yu openem oven tekemaot laplap
Olgeta yus.,Olgeta yus,Olgeta yus
"Oli bekem laplap olsemia blong bigfela grup i save sherem: olsem, long wan lafet blong vilej, wan maret, wan kastom seremoni, wan selebresen olsem.",Oli bekem laplap olsemia blong bigfela grup i save sherem olsem long wan lafet blong vilej wan maret wan kastom seremoni wan selebresen olsem,Oli bekem laplap olsemia blong bigfela grup i save sherem olsem long wan lafet blong vilej wan maret wan kastom seremoni wan selebresen olsem
