text,text_preprocessed,LEN,label
James Francis Cagney Jr. (17 Julae 1899 – 30 Maj 1986) em i akta blong [[Yunaeted Stet blong Amerika]].,James Francis Cagney Jr em i akta blong Yunaeted_Stet_blong_Amerika,9,34
"Swiden (sw. - ""Sverige"", ""Konungariket Sverige"") i kaontri long [[Yurop]].",Swiden i kaontri long Yurop,5,23
"I long [[Nowei]], [[Finlan]].",I long Nowei Finlan,4,28
"Tuban hem i wan taon we kolosap 250,000 man yia 2005 hem stap long hem, taon ya i stap kolosap long not kos blong [[Is Java]] blong [[Indonesia]].",Tuban hem i wan taon we kolosap man yia hem stap long hem taon ya i stap kolosap long not kos blong Is_Java blong Indonesia,25,28
Jisas Kraes i holiman blong ol [[kristaniti]].,Jisas Kraes i holiman blong ol kristaniti,7,35
Harold Rowe Holbrook (boen 1925 – 2021) em i akta blong [[Yunaeted Stet blong Amerika]].,Harold Rowe Holbrook em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Charles Ellis ""Chuck"" Schumer (boen 23 Novemba 1950) i politikis blong [[Yunaeted Stet blong Amerika]].",Charles Ellis Chuck Schumer i politikis blong Yunaeted_Stet_blong_Amerika,8,27
El Salvado em i wan [[kaontri]] blong [[Sentrol Amerika]].,El Salvado em i wan kaontri blong Sentrol Amerika,9,39
Kaoru Yosano (22 Ogis 1938 – 23 Mei 2017) em i politikis blong [[Japan]].,Kaoru Yosano em i politikis blong Japan,7,38
Henry Jaynes Fonda (16 Mei 1905 – 12 Ogis 1982) em i akta blong [[Yunaeted Stet blong Amerika]].,Henry Jaynes Fonda em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Abejar, hem i wan smol taon long rijon blong Castilla y León long [[Spen]].",Abejar hem i wan smol taon long rijon blong Castilla y León long Spen,14,50
Pran Krishan Sikand (1920 - 2013) i akta blong [[India]].,Pran Krishan Sikand i akta blong India,7,8
Martin Fitzgerald Lawrence (boen 16 Epril 1965) i akta blong [[Yunaeted Stet blong Amerika]].,Martin Fitzgerald Lawrence i akta blong Yunaeted_Stet_blong_Amerika,7,44
Christopher Whitelaw Pine (boen 26 Ogis 1980) em i akta blong [[Yunaeted Stet blong Amerika]].,Christopher Whitelaw Pine em i akta blong Yunaeted_Stet_blong_Amerika,8,34
[[Naus]] hemi wan gudfala frut.,Naus hemi wan gudfala frut,5,0
"[[Mo]] taem we i redi, yu kakae hemi swit.",Mo taem we i redi yu kakae hemi swit,9,25
[[Naus]] hemi wan namba wan fruit blo yumi.,Naus hemi wan namba wan fruit blo yumi,8,0
Benjamin Harrison (1833 - 1901) em i bin hed blong stet blong [[Yunaeted Stet blong Amerika]].,Benjamin Harrison em i bin hed blong stet blong Yunaeted_Stet_blong_Amerika,10,46
"Walter Elias ""Walt"" Disney (5 Desemba 1901 – 15 Desemba 1966) em i muvi daerekta blong [[Yunaeted Stet blong Amerika]].",Walter Elias Walt Disney em i muvi daerekta blong Yunaeted_Stet_blong_Amerika,10,44
"""Old Master"") em i bin wan man blong [[Filosofi]] mo Litorasa blong [[Jaena]].",Old Master em i bin wan man blong Filosofi mo Litorasa blong Jaena,13,1
"Garry Emmanuel Shandling (29 Novemba, 1949 – 24 Maj, 2016) em i akta blong [[Yunaeted Stet blong Amerika]].",Garry Emmanuel Shandling em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Kava hemi wan plan we i krow long [[Vanuatu]].,Kava hemi wan plan we i krow long Vanuatu,9,16
Ol man mo sam woman tu [[oli]] drink kava long sava long wan ples nem blong hem nakamal.,Ol man mo sam woman tu oli drink kava long sava long wan ples nem blong hem nakamal,18,28
Kava i mekem se ol man we [[oli]] drink oli harem gud long hem.,Kava i mekem se ol man we oli drink oli harem gud long hem,14,0
"[[Daejeon Stesen]] i relwei stesen long [[Gyeongbu]] laen, stap long [[Daejeon.",Daejeon_Stesen i relwei stesen long Gyeongbu laen stap long Daejeon,10,48
Hemi brata blong [[Ham Lini]].,Hemi brata blong Ham_Lini,4,45
"Sophia Loren (bon long [[Rome]] long 11 Septemba 1934), em i akta blong [[Itali]].",Sophia Loren em i akta blong Itali,7,45
Kep Ved i kaontri long [[Afrika]].,Kep Ved i kaontri long Afrika,6,33
"[[Long]] July 2016, populaesen blong [[Georgia]] i stap araon 10,310,371.",Long July populaesen blong Georgia i stap araon,8,41
Justin Randall Timberlake (boen 31 Januware 1981) em i man blong singsing blong [[Yunaeted Stet blong Amerika]].,Justin Randall Timberlake em i man blong singsing blong Yunaeted_Stet_blong_Amerika,10,26
Michael Joseph Jackson (1958-2009) em i bin man blong singsing blong [[Yunaeted Stet blong Amerika]].,Michael Joseph Jackson em i bin man blong singsing blong Yunaeted_Stet_blong_Amerika,11,26
"Long July 2009, populaesen blong [[West Virginia]] i stap araon 1,819,777.",Long July populaesen blong West_Virginia i stap araon,8,41
Banglades (Bangla: বাংলাদেশ) i kaontri long [[Esia]].,Banglades i kaontri long Esia,5,30
"Mariko Shinoda (bon long yia 1986), em i woman blong singsing blong [[Japan]].",Mariko Shinoda em i woman blong singsing blong Japan,9,3
"Sidni ([[Inglis]]: ""Sydney"") hem i wan big taon blong [[Ostrelia]].",Sidni hem i wan big taon blong Ostrelia,8,21
"Gwatemala, o Gatemala (toktok Spen: ""Guatemala""), hem i wan [[kaontri]] blong [[Sentrol Amerika]].",Gwatemala o Gatemala hem i wan kaontri blong Sentrol Amerika,10,39
Junichiro Koizumi (boen 8 Januware 1942) i praem minista blong [[Japan]].,Junichiro Koizumi i praem minista blong Japan,7,42
Konrad Adenauer (5 Januari 1876 - 19 Epril 1967) i hed blong stet blong [[Jemani]].,Konrad Adenauer i hed blong stet blong Jemani,8,12
Saki Nakajima (boen 1994) em i woman blong singsing blong [[Japan]].,Saki Nakajima em i woman blong singsing blong Japan,9,3
Sae Miyazawa (boen 1990) em i woman blong singsing mo akta blong [[Japan]].,Sae Miyazawa em i woman blong singsing mo akta blong Japan,11,3
Hiw hem wan lanwis blong [[Vanuatu]].,Hiw hem wan lanwis blong Vanuatu,6,16
Yoko Ono (boen 18 Februari 1933) em i woman blong singsing mo woman blong pent blong [[Japan]].,Yoko Ono em i woman blong singsing mo woman blong pent blong Japan,13,3
Rena Yokoyama (boen 2001) em i woman blong singsing blong [[Japan]].,Rena Yokoyama em i woman blong singsing blong Japan,9,3
"Elizabeth Ruth ""Betty"" Grable (18 Desemba 1916 – 2 Julae 1973) em i akta blong [[Yunaeted Stet blong Amerika]].",Elizabeth Ruth Betty Grable em i akta blong Yunaeted_Stet_blong_Amerika,9,34
"Nakamal hem i wan ples [[wei]] ol man mo woman oli ko drink kava lo hem, [[Mo]] tu lo nakamal ol servem ol kava lo shel blo kokonat.",Nakamal hem i wan ples wei ol man mo woman oli ko drink kava lo hem Mo tu lo nakamal ol servem ol kava lo shel blo kokonat,28,0
"[[Mo]] tu nakamal hem wan import house tu from round lo ol aelan blo [[Port Vila]], Nakamal hem olsem wan court house blo ol community lo village o ples blo meting blo community lo wan village.",Mo tu nakamal hem wan import house tu from round lo ol aelan blo Port Vila Nakamal hem olsem wan court house blo ol community lo village o ples blo meting blo community lo wan village,36,40
"Long July 2010, populaesen blong [[Oklahoma]] i stap araon 3,751,351.",Long July populaesen blong Oklahoma i stap araon,8,41
Hiw hem wan aelan blong [[Vanuatu]].,Hiw hem wan aelan blong Vanuatu,6,16
Melben hem i wan big taon i [[Ostrelia]].,Melben hem i wan big taon i Ostrelia,8,35
"Michał Winiarski (boen 3 Septemba 1983 long Bydgoszcz), em i volibol pleya blong [[Polan]].",Michał Winiarski em i volibol pleya blong Polan,8,31
"Arnaud Jouan (bon 1993 long Saint-Jean-de-Braye long [[Franis]]), em i wan akta blong filem blong Monaco.",Arnaud Jouan em i wan akta blong filem blong Monaco,10,50
"Michał Kubiak (boen 23 Februari 1988 long Wałcz), em i volibol pleya blong [[Polan]].",Michał Kubiak em i volibol pleya blong Polan,8,31
Christopher Tucker (boen 31 Ogis 1971) em i akta blong [[Yunaeted Stet blong Amerika]].,Christopher Tucker em i akta blong Yunaeted_Stet_blong_Amerika,7,34
"Alan Garcia (1949-2019) i Presiden blong [[Peru]], bik [[kaontri]] long Saut Amerika.",Alan Garcia i Presiden blong Peru bik kaontri long Saut Amerika,11,14
Seisel i kaontri long [[Afrika]].,Seisel i kaontri long Afrika,5,33
Côte d'Ivoire i kaontri long [[Afrika]].,Côte dIvoire i kaontri long Afrika,6,33
"Long July 2010, populaesen blong [[Saut Carolina]] i stap araon 4,625,384.",Long July populaesen blong Saut_Carolina i stap araon,8,41
Jibuti i kaontri long [[Afrika]].,Jibuti i kaontri long Afrika,5,33
Werner Faymann (boen 1960) i politikis blong [[Ostria]].,Werner Faymann i politikis blong Ostria,6,38
"Homare Okamura (bon long yia 2005), em i woman blong singsing blong [[Japan]].",Homare Okamura em i woman blong singsing blong Japan,9,3
"Klosap ol man i luksave spot olsem ol aktiviti we yu mas yusum ol skil blong bodi o ol mit blong bodi, wetem ol bigfala kompitesen olsem Olympic Games i biliv ol spot hem i olgeta we folem tingting ia, mo ol narafala oganaesesen olsem [[Council of Europe]] i ting spot i olsem ol aktiviti we yu mas yusum bodi.",Klosap ol man i luksave spot olsem ol aktiviti we yu mas yusum ol skil blong bodi o ol mit blong bodi wetem ol bigfala kompitesen olsem Olympic Games i biliv ol spot hem i olgeta we folem tingting ia mo ol narafala oganaesesen olsem Council_of_Europe i ting spot i olsem ol aktiviti we yu mas yusum bodi,58,40
"[[International Olympic Committee]] i luksave jes mo brij olsem ol ril spot, mo SportAccord, we hem i wan intanasonal spot oganasesen asoseason, i luksave faef defren spot we yu no yusum bodi blo yu, be oli putum namba long olgeta gem blong maen we yu save tekem olsem oli ril spot.",International_Olympic_Committee i luksave jes mo brij olsem ol ril spot mo SportAccord we hem i wan intanasonal spot oganasesen asoseason i luksave faef defren spot we yu no yusum bodi blo yu be oli putum namba long olgeta gem blong maen we yu save tekem olsem oli ril spot,49,40
"Jajmen long saed blo wijwan man i winim wan gem blong ol spot blong bodi i save kam tru long fasin blong winim ol [[gol]] o kasem wan laen bifo long ol narafala man, o tru long jajmen blong ol jaj we oli skelem ol defren kaen eria long pefomans, we i tekem tu jajmen long saed blong olsem teknokol pefomans o ol filing we atist i givim.",Jajmen long saed blo wijwan man i winim wan gem blong ol spot blong bodi i save kam tru long fasin blong winim ol gol o kasem wan laen bifo long ol narafala man o tru long jajmen blong ol jaj we oli skelem ol defren kaen eria long pefomans we i tekem tu jajmen long saed blong olsem teknokol pefomans o ol filing we atist i givim,68,28
Vanuatu Brodcasting mo Television Corporation hemi koperesen we hemi lukaotem ol brodkas long [[Vanuatu]].,Vanuatu Brodcasting mo Television Corporation hemi koperesen we hemi lukaotem ol brodkas long Vanuatu,14,40
"Edward Regan ""Eddie"" Murphy (boen 3 Epril 1961) em i akta blong [[Yunaeted Stet blong Amerika]].",Edward Regan Eddie Murphy em i akta blong Yunaeted_Stet_blong_Amerika,9,34
Suasilan i kaontri long [[Afrika]].,Suasilan i kaontri long Afrika,5,33
"Brahmagupta (Sanskrit: ब्रह्मगुप्त) (boen klosap 598, bin ded afta 665) em i bin wan man blong [[matematikis]] mo [[astronomi]].",Brahmagupta em i bin wan man blong matematikis mo astronomi,10,1
Em i bin raetem tufala buk blong [[matematikis]] mo [[astronomi]].,Em i bin raetem tufala buk blong matematikis mo astronomi,10,24
Megumi Murakami (boen 1992) em i woman blong singsing blong [[Japan]].,Megumi Murakami em i woman blong singsing blong Japan,9,3
Whoopi Goldberg (boen 13 Novemba 1955) em i akta blong [[Yunaeted Stet blong Amerika]].,Whoopi Goldberg em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Alabama i wan stet long saotis blong [[Yunaeted Stet blong Amerika]].,Alabama i wan stet long saotis blong Yunaeted_Stet_blong_Amerika,8,7
"Long 2016, populaesen blong [[Alabama]] i stap araon 4,863,300.",Long populaesen blong Alabama i stap araon,7,41
Maria Salomea Skłodowska-Curie (bon 7 Novemba 1867 long [[Warsaw]] - bin ded 4 Julae 1934 long Sancellemoz) i bin wan woman blong fisikis mo [[kemistri]] blong [[Polan]] mo [[Franis]].,Maria Salomea SkłodowskaCurie i bin wan woman blong fisikis mo kemistri blong Polan mo Franis,15,1
Kiichi Miyazawa (8 Oktoba 1919 – 28 Jun 2007) i praem minista blong [[Japan]].,Kiichi Miyazawa i praem minista blong Japan,7,42
Chinami Tokunaga (boen 1992) em i woman blong singsing blong [[Japan]].,Chinami Tokunaga em i woman blong singsing blong Japan,9,3
"The Doors, hem i wan miusik grup blong [[Yunaeted Stet blong Amerika]].",The Doors hem i wan miusik grup blong Yunaeted_Stet_blong_Amerika,9,49
Ayaka Sasaki (boen 11 Jun 1996) em i woman blong singsing blong [[Japan]].,Ayaka Sasaki em i woman blong singsing blong Japan,9,3
Kendall Nicole Jenner (boen 3 November 1995) em i akta blong [[Yunaeted Stet blong Amerika]].,Kendall Nicole Jenner em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Randal Howard ""Rand"" Paul (boen 7 Januware 1963) i politikis blong [[Yunaeted Stet blong Amerika]].",Randal Howard Rand Paul i politikis blong Yunaeted_Stet_blong_Amerika,8,27
"Long July 2009, populaesen blong [[Washington]] i stap araon 6,664,195.",Long July populaesen blong Washington i stap araon,8,41
Kat Green (bon Kathryn Greenblatt long XX sentri) em i raeta blong miusik mo foma akta blong filem blong [[Yunaeted Stet blong Amerika]].,Kat Green em i raeta blong miusik mo foma akta blong filem blong Yunaeted_Stet_blong_Amerika,14,7
I gat fulup man long [[Esia]] mo [[Afrika]] we oli Muslim.,I gat fulup man long Esia mo Afrika we oli Muslim,11,0
"Man we hemi bin mekem Islam, nem blong hem [[Muhammed]].",Man we hemi bin mekem Islam nem blong hem Muhammed,10,0
"Long July 2009, populaesen blong [[Minnesota]] i stap araon 5,266,214.",Long July populaesen blong Minnesota i stap araon,8,41
Anthony Wilford Brimley (boen 27 Septemba 1934) em i akta blong [[Yunaeted Stet blong Amerika]].,Anthony Wilford Brimley em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"Victor HUGO (26 Febuwari 1802 long Besançon, 22 May 1885 long [[Paris]]) i bin wan man blong Litorasa blong [[Franis]].",Victor HUGO i bin wan man blong Litorasa blong Franis,10,13
Toshiki Kaifu (1931-2022) i praem minista blong [[Japan]].,Toshiki Kaifu i praem minista blong Japan,7,42
 <ns>0</ns>  <revision></revision>  <parentid>31991</parentid>  <timestamp>2018-12-18T01:39:23Z</timestamp>  <contributor></contributor>  <username>Underneaththesun</username>    <model>wikitext</model>  <format>text/x-wiki</format> Buk blong Momon: Wan Narafala Testeman blong [[Jisas Kraes]] Wan mesenja blong heven we nem blong hem [[Moronae]] i lidim [[Josef Smit]] long wan hil we ol gol plet i bin stap slip haed blong plante senturi.,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameUnderneaththesunusername modelwikitextmodel formattextxwikiformat Buk blong Momon Wan Narafala Testeman blong Jisas_Kraes Wan mesenja blong heven we nem blong hem Moronae i lidim Josef Smit long wan hil we ol gol plet i bin stap slip haed blong plante senturi,44,24
Ol gol plet ia oli tekem ol raeting blong ol profet we oli talemaot stori blong wanem we God i bin mekem wetem ol fas man we i bin stap long [[Amerika]].,Ol gol plet ia oli tekem ol raeting blong ol profet we oli talemaot stori blong wanem we God i bin mekem wetem ol fas man we i bin stap long Amerika,32,35
Presiden Ezra Taft Benson i bin talem se Buk blong Momon i ki ston long trifala wei: Buk blong [[Momon]] i Testefae abaot Kraes.,Presiden Ezra Taft Benson i bin talem se Buk blong Momon i ki ston long trifala wei Buk blong Momon i Testefae abaot Kraes,24,35
Wan stamba tingting blong Buk blong Momon i blong mekem tingting blong ol pipol i [[kam]] strong se [[Jisas]] Hem i Kraes.,Wan stamba tingting blong Buk blong Momon i blong mekem tingting blong ol pipol i kam strong se Jisas Hem i Kraes,22,35
"Yun Hyon-seok(Koria:윤현석, August 7, 1984 - April 26, 2003) emi Human right activists, Gay Poet long [[Saot Koria]].",Yun Hyonseok emi Human right activists Gay Poet long Saot_Koria,10,0
Momoko Shibuya (boen 15 Maj 1987) em i akta blong [[Japan]].,Momoko Shibuya em i akta blong Japan,7,43
Shigeru Yoshida (22 Septemba 1878 – 20 Oktoba 1967) i praem minista blong [[Japan]].,Shigeru Yoshida i praem minista blong Japan,7,42
Komaki Kurihara (boen 14 Maj 1945) i akta blong [[Japan]].,Komaki Kurihara i akta blong Japan,6,9
Morihiro Hosokawa (boen 14 Januware 1938) i praem minista blong [[Japan]].,Morihiro Hosokawa i praem minista blong Japan,7,42
Steven Frederic Seagal (boen 10 Epril 1952) em i akta blong [[Yunaeted Stet blong Amerika]].,Steven Frederic Seagal em i akta blong Yunaeted_Stet_blong_Amerika,8,34
"- ""Türkiye"", ""Türkiye Cumhuriyeti"") i kaontri long [[Yurop]].",Türkiye Türkiye Cumhuriyeti i kaontri long Yurop,7,15
"I long Armenia, Azerbaijan, [[Iran]], Iraq, Syria, [[Bulgaria]], Greece.",I long Armenia Azerbaijan Iran Iraq Syria Bulgaria Greece,9,25
Paul Davis Ryan Jr. (boen 29 Januware 1970) i politikis blong [[Yunaeted Stet blong Amerika]].,Paul Davis Ryan Jr i politikis blong Yunaeted_Stet_blong_Amerika,8,27
"[[Dongdaegu Stesen(isdaegu]] Stesen) i relwei stesen long [[Gyeongbu]] laen, stap long [[Daegu.",Dongdaegu_Stesen_i_relwei_stesen_long_Gyeongbu laen stap long Daegu,5,25
Harry S. Truman (1884 - 1972) i hed blong stet blong [[Yunaeted Stet blong Amerika]].,Harry S Truman i hed blong stet blong Yunaeted_Stet_blong_Amerika,9,46
"Joseph Frank ""Buster"" Keaton (4 Oktoba 1895 – 1 Februari 1966) em i akta blong [[Yunaeted Stet blong Amerika]].",Joseph Frank Buster Keaton em i akta blong Yunaeted_Stet_blong_Amerika,9,34
Jean-Paul Belmondo (1933 - 2021) i akta blong [[Franis]].,JeanPaul Belmondo i akta blong Franis,6,8
Des Moines hem i kapital blong [[Iowa]].,Des Moines hem i kapital blong Iowa,7,36
Efate Aelan hemi wan blong olgeta aelan long [[Vanuatu]].,Efate Aelan hemi wan blong olgeta aelan long Vanuatu,9,50
Hemi stap long [[Shefa]] provens.,Hemi stap long Shefa provens,5,24
Nem blong kapital hem i [[Port Vila]].,Nem blong kapital hem i Port_Vila,6,20
"Long Undine Bay, i gat wan museum blong [[wol]] wo tu.",Long Undine Bay i gat wan museum blong wol wo tu,11,0
Singapo i kaontri long [[Esia]].,Singapo i kaontri long Esia,5,30
Kenia i kaontri long [[Afrika]].,Kenia i kaontri long Afrika,5,33
Pig hemi wan animol veri spesel long [[Oseania]].,Pig hemi wan animol veri spesel long Oseania,8,35
"Long [[Polinesia]] mo Drehu, nem blong pig hemi ""puaka"" / poaka (maori) o pua'a (tahiti).",Long Polinesia mo Drehu nem blong pig hemi puaka poaka o puaa,12,40
"Whaet wud o ""Endospermum medullosum"" hemi wan forest [[tri]] we olgeta long forestry oli enkaresem yumi blong planem from hemi wan wud we yu save usum long timba, fae wud , mo tu hemi absobem carbondioxde afta givim oxgegen blong umi brethem .",Whaet wud o Endospermum medullosum hemi wan forest tri we olgeta long forestry oli enkaresem yumi blong planem from hemi wan wud we yu save usum long timba fae wud mo tu hemi absobem carbondioxde afta givim oxgegen blong umi brethem,41,24
[[Everi]] man i laekem blong kakae.,Everi man i laekem blong kakae,6,45
[[Mo]] mekem mane aot long hem.,Mo mekem mane aot long hem,6,16
Carrie Frances Fisher (21 Oktoba 1956 – 27 Desemba 2016) i akta blong [[Yunaeted Stet blong Amerika]].,Carrie Frances Fisher i akta blong Yunaeted_Stet_blong_Amerika,7,34
Robert Anthony De Niro (boen 17 Ogis 1943) i akta blong [[Yunaeted Stet blong Amerika]].,Robert Anthony De Niro i akta blong Yunaeted_Stet_blong_Amerika,8,44
Justin Drew Bieber (boen 1 Maj 1994) em i man blong singsing blong [[Kanada]].,Justin Drew Bieber em i man blong singsing blong Kanada,10,37
"François Arago i bin bon long 26 February 1786, Estagel (Pyrénées-Orientales, [[Franis]]).",François Arago i bin bon long February Estagel,8,40
Hem i Hed blong Stet blong [[Franis]] long 1848.,Hem i Hed blong Stet blong Franis long,8,32
"Hem i bin ded long 2 Octoba 1853, [[Paris]] (Franis).",Hem i bin ded long Octoba Paris,7,35
"Long July 2009, populaesen blong [[Massachusetts]] i stap araon 6,593,587.",Long July populaesen blong Massachusetts i stap araon,8,41
"Port Vila Market, hem i sentrol [[maket]] long kapitol [[Port Vila]] blong [[Vanuatu]].",Port Vila Market hem i sentrol maket long kapitol Port Vila blong Vanuatu,13,35
"Hugh Michael Jackman (bon long 12 Oktoba 1968 long Sydney), em i akta mo man blong singsing blong [[Ostrelia]].",Hugh Michael Jackman em i akta mo man blong singsing blong Ostrelia,12,37
Momoko Kōchi (7 Maj 1932 – 5 Novemba 1998) em i akta blong [[Japan]].,Momoko Kōchi em i akta blong Japan,7,43
Eiji Okuda (boen 18 Maj 1950) em i akta blong [[Japan]].,Eiji Okuda em i akta blong Japan,7,43
"Hem i bin bon long 10 Novemba 1483, long [[Jemani]].",Hem i bin bon long Novemba long Jemani,8,13
Yuriko Hishimi (boen 1947) i akta blong [[Japan]].,Yuriko Hishimi i akta blong Japan,6,43
Sol Lek Siti hem i kapital blong [[Yuta]].,Sol Lek Siti hem i kapital blong Yuta,8,29
Miori Ichikawa (boen 12 Februari 1994) em i bin woman blong singsing blong [[Japan]].,Miori Ichikawa em i bin woman blong singsing blong Japan,10,3
Nha Trang emi wan smol taon blong [[Vietnam]].,Nha Trang emi wan smol taon blong Vietnam,8,47
"Rome (toktok Itali: ""Roma"") hem i kapital blong [[Itali]].",Rome hem i kapital blong Itali,6,36
Smol Gel [[Hu]] Giaman i wan soem blong [[Yunaeted Stet blong Amerika]].,Smol Gel Hu Giaman i wan soem blong Yunaeted Stet blong Amerika,12,7
"Gel hu aktem i [[Lucy Hale]], [[Troian Bellisario]], [[Ashley Benson]], mo [[Shay Mitchell]].",Gel hu aktem i Lucy_Hale Troian Bellisario Ashley Benson mo Shay Mitchell,12,25
"[[Mo]] [[Ian Harding]], [[Keegan Allen]], mo [[Sasha Pieterse]] aktem long soem.",Mo Ian Harding Keegan Allen mo Sasha Pieterse aktem long soem,11,0
Takashi Shimura (boen long 12 Maj 1905 – ded long 11 Februari 1982) em i bin akta blong [[Japan]].,Takashi Shimura em i bin akta blong Japan,8,43
Bernard Jeffrey McCullough o Bernie Mac (5 Oktoba 1957 – 9 Ogis 2008) em i bin akta blong [[Yunaeted Stet blong Amerika]].,Bernard Jeffrey McCullough o Bernie Mac em i bin akta blong Yunaeted_Stet_blong_Amerika,12,34
Laplap hemi kastom [[kakae]] blong [[Vanuatu]].,Laplap hemi kastom kakae blong Vanuatu,6,16
"Samfala yu tekem [[yam]], samfala [[taro]], o [[maniok]], o bresfrut; ale skrasem, skrasem go–go, pushum igo long bigfala lif olsem lif banana.",Samfala yu tekem yam samfala taro o maniok o bresfrut ale skrasem skrasem gogo pushum igo long bigfala lif olsem lif banana,22,0
"Samtaem yu save adem [[fis]] tu, o spos no, mit blong [[buluk]], o [[pig]], o faol tu.",Samtaem yu save adem fis tu o spos no mit blong buluk o pig o faol tu,17,40
"Ale, skwisim melek blong [[kokonas]] igo long hem.",Ale skwisim melek blong kokonas igo long hem,8,40
Em i bin mekem fastaem long [[Japan]].,Em i bin mekem fastaem long Japan,7,17
"I gat 700,000 kamel long [[Ostrelia]] long 2010.",I gat kamel long Ostrelia long,6,12
Ichirō Hatoyama (1 Januware 1883 – 7 Maj 1959) i praem minista blong [[Japan]].,Ichirō Hatoyama i praem minista blong Japan,7,42
Ijip i kaontri long [[Afrika]].,Ijip i kaontri long Afrika,5,33
Trojany i wan vilej long taon blong Dąbrówka long is blong [[Polan]].,Trojany i wan vilej long taon blong Dąbrówka long is blong Polan,12,11
Baton Rouge hem i kapital blong [[Louisiana]].,Baton Rouge hem i kapital blong Louisiana,7,29
Kirgistan i kaontri long [[Esia]].,Kirgistan i kaontri long Esia,5,30
Kevin Norwood Bacon (boen 8 Julae 1958) em i akta blong [[Yunaeted Stet blong Amerika]].,Kevin Norwood Bacon em i akta blong Yunaeted_Stet_blong_Amerika,8,34
Kosta Rika em i wan [[kaontri]] blong [[Sentrol Amerika]].,Kosta Rika em i wan kaontri blong Sentrol Amerika,9,39
Seiko Matsuda (boen 10 Maj 1962) em i woman blong singsing blong [[Japan]].,Seiko Matsuda em i woman blong singsing blong Japan,9,3
Lansing hem i kapital blong [[Michigan]].,Lansing hem i kapital blong Michigan,6,36
Miki Fujimoto (boen 1985) em i woman blong singsing blong [[Japan]].,Miki Fujimoto em i woman blong singsing blong Japan,9,3
Atlanta hem i kapital blong [[Georgia]].,Atlanta hem i kapital blong Georgia,6,36
Denver hem i kapital blong [[Colorado]].,Denver hem i kapital blong Colorado,6,29
"Alexander Sergeyevich Pushkin em i bin bon long 26 Mei 1799 (6 Jun New Style) 1799, long [[Moskow]], mo bin ded long 29 Janewari 1837 (10 Febuwari, New Style), [[San-Peterburg]].",Alexander Sergeyevich Pushkin em i bin bon long Mei long Moskow mo bin ded long Janewari SanPeterburg,17,35
"Matarine i gro long smol matarine [[tri]] blong species wetem nem long toktok Latin ""Citrus reticulata"".",Matarine i gro long smol matarine tri blong species wetem nem long toktok Latin Citrus reticulata,16,35
"Long [[Vanuatu]] mifala i gat wan spesel aelan we ol matarine i fulap long hem, hemi collem Aniwa.",Long Vanuatu mifala i gat wan spesel aelan we ol matarine i fulap long hem hemi collem Aniwa,18,40
"Long July 2016, populaesen blong [[Illinois]] i stap araon 12,801,539.",Long July populaesen blong Illinois i stap araon,8,41
"Long July 2009, populaesen blong [[Wyoming]] i stap araon 544,270.",Long July populaesen blong Wyoming i stap araon,8,41
"Lewis Allen ""Lou"" Reed i bin bon long 2 maj 1942, Brooklyn, New York ([[Yunaeted Stet blong Amerika]]).",Lewis Allen Lou Reed i bin bon long maj Brooklyn New York,12,40
Pumpuang Duangjan (4 Auguste 1961 - 13 Jule 1992) em i bin woman blong singsing blong [[Taelan]].,Pumpuang Duangjan em i bin woman blong singsing blong Taelan,10,37
Tenczynek i wan smol taon long saot blong [[Polan]].,Tenczynek i wan smol taon long saot blong Polan,9,50
"Milena Miconi (bon long 15 Desemba 1971 long [[Rome]]), em i akta blong [[Itali]].",Milena Miconi em i akta blong Itali,7,45
Solange Piaget Knowles (boen 24 Jun 1986) em i woman blong singsing blong [[Yunaeted Stet blong Amerika]].,Solange Piaget Knowles em i woman blong singsing blong Yunaeted_Stet_blong_Amerika,10,26
Fred Astaire (10 Mei 1899 – 22 Jun 1987) em i akta blong [[Yunaeted Stet blong Amerika]].,Fred Astaire em i akta blong Yunaeted_Stet_blong_Amerika,7,34
Yunaeted Stet i wan kaontri blong [[Not Amerika]].,Yunaeted Stet i wan kaontri blong Not_Amerika,7,39
48 stet blong em ol i closup long [[Kanada]] mo Mexico nomo.,stet blong em ol i closup long Kanada mo Mexico nomo,11,40
Wan stet nem [[Alaska]] i stap long notwes kona blong Not Amerika.,Wan stet nem Alaska i stap long notwes kona blong Not Amerika,12,35
Wan stet nem [[Hawaii]] i stap long [[Pasifik]]; em i gat plante aelan nomo.,Wan stet nem Hawaii i stap long Pasifik em i gat plante aelan nomo,14,35
"Kapital blong Yunaeted Stet i Washington, D.C.. Presidens blong hem i [[Joe Biden]].",Kapital blong Yunaeted Stet i Washington DC Presidens blong hem i Joe_Biden,12,20
"Long 2019, populesen blong [[Yunaeted Stet]] i stap aroun 328,239,523.",Long populesen blong Yunaeted_Stet i stap aroun,7,41
