text,text_preprocessed,LEN,label
"Soel (, ""Kapitel Citii"", f' anshunt Sillan ""Seorabeol""), ofisholi t' Soel Special Citii, es t' kapitel an t' biges metropolis a' [[Sowth Koriya]].",Soel ofisholi t Soel Special Citii es t kapitel an t biges metropolis a Sowth_Koriya,15,71
Osasco esa biges citii i' [[Bresel]].,Osasco esa biges citii i Bresel,6,32
[[Erabek]] es t' ofishol laenghwij.,Erabek es t ofishol laenghwij,5,64
Manila es t' Kapitel an bigges citii a' [[Felapiins]].,Manila es t Kapitel an bigges citii a Felapiins,9,71
[[Inglish]] es wan a' t' larges ofishol laenghwijs a' Erth.,Inglish es wan a t larges ofishol laenghwijs a Erth,10,64
[[Spanish]] es a popwular ofishol laenghwij tuu.,Spanish es a popwular ofishol laenghwij tuu,7,64
Es meinii tal'n i' [[Leten Merika]] an [[Spain]].,Es meinii taln i Leten_Merika an Spain,7,57
"[[French]] es tal'n raun t' werl tuu, moslii i' formalii [[French]] kolaniis lik parts a' west [[Afreka]], [[Urup]], dem Indien an de Pesifik Oshen ailen, an mor.",French es taln raun t werl tuu moslii i formalii French kolaniis lik parts a west Afreka Urup dem Indien an de Pesifik Oshen ailen an mor,27,41
[[Rushan]] es popwulares laengwij a' Sentril Asya an Eist Urup.,Rushan es popwulares laengwij a Sentril Asya an Eist Urup,10,2
"Kwiin Elisabeth II ([[Ieprel]] 21, 1926, [[London]]; fuul naem esa Elisabeth Aleksaendra Marii) esa Kwiin o' t' United Kingdom, [[Kaneda]], [[Ostrielya]], [[Nyuu Ziilan]], [[Sowth Afreka]], [[Bahaamas]], [[Papua Nyuu Gini]], [[Solamon Ailen]], [[Tuwaluu]], [[Jamaeka]], [[Barbados]] andem.",Kwiin Elisabeth II esa Kwiin o t United Kingdom Kaneda Ostrielya Nyuu Ziilan Sowth Afreka Bahaamas Papua Nyuu Gini Solamon Ailen Tuwaluu Jamaeka Barbados andem,25,49
Tegeraan esa citii i' [[Medl Eist]] in [[Asya]].,Tegeraan esa citii i Medl_Eist in Asya,7,1
Es kapitel a' [[Eraan]].,Es kapitel a Eraan,4,38
"Blaadi ([[Inglish]]: ""bloody"") or blaadi hel ([[Inglish]]: ""bloody hell"") es a mild norti werd yuus'd en t' [[Yunitid Kingdum]], [[Airiland]], [[Sowth Afreka]], [[Ostrielya]] an [[Nyuu Ziilan]].",Blaadi or blaadi hel es a mild norti werd yuusd en t Yunitid_Kingdum Airiland Sowth Afreka Ostrielya an Nyuu Ziilan,20,49
"I' can b' yuus'd en otha non-vulgar contexts, such as ""Blaadi Bridj"", a bridj on [[Norfuk Ailen]].",I can b yuusd en otha nonvulgar contexts such as Blaadi Bridj a bridj on Norfuk_Ailen,16,10
Medlin esa t' sekan biges citii a' [[Kolombiya]].,Medlin esa t sekan biges citii a Kolombiya,8,29
Jakarta es t' kapitel a' biges citii o' [[Endonesya]].,Jakarta es t kapitel a biges citii o Endonesya,9,71
Kampala es t' biges citii an kapitel a' [[Yuganda]].,Kampala es t biges citii an kapitel a Yuganda,9,71
Espen Olsen es a' famous persun from [[Norwaii]].,Espen Olsen es a famous persun from Norwaii,8,25
"Kurow ([[Poelish]]: ""Kurów"") esa toen i' Poeland.",Kurow esa toen i Poeland,5,23
"Kasaan (Tataar: ""Казан""; [[Rushan]]: ""Казань"") esa t' kapitel citii a' Tatarstaan, t' repablik bin sityuuaitiid i' [[Rusha]].",Kasaan esa t kapitel citii a Tatarstaan t repablik bin sityuuaitiid i Rusha,13,37
"Cape Taun ([[Inglish]]: ""Cape Town"", [[Afrikaans]]: ""Kaapstad"", Xhosa: ""iKapa"") es t' kapitel citii o' Western Cape, [[Sowth Afreka]].",Cape Taun es t kapitel citii o Western Cape Sowth_Afreka,10,37
I' es t' sekan biges citii i' Sowth Afreka (aafta [[Johannesburg]]).,I es t sekan biges citii i Sowth Afreka,9,29
"Jiolojii es t' [[saiens]] comprising t' studeh a' solid [[Erth]], t' rocks a' which it es composed, an t' processes b' which dem chayng.",Jiolojii es t saiens comprising t studeh a solid Erth t rocks a which it es composed an t processes b which dem chayng,24,73
Madrid es t' kapitel a' [[Spain]].,Madrid es t kapitel a Spain,6,58
"T' YoSSR wos a' kuntrii i' [[Urup]] daa kolaps'd i' 1991, formin' mani nyuu o' eem kuntrii lik Rusha.",T YoSSR wos a kuntrii i Urup daa kolapsd i formin mani nyuu o eem kuntrii lik Rusha,18,48
"Shuwash esa em laenghwii i' [[Shuwashya]], [[Rusha]].",Shuwash esa em laenghwii i Shuwashya Rusha,7,2
"T' citii which es located on t' Geba River estuary, off t' [[Etlantic Oshen]], es t' kuntrii's biges citii, major port, an its administrative an military centre.",T citii which es located on t Geba River estuary off t Etlantic_Oshen es t kuntriis biges citii major port an its administrative an military centre,26,52
"Barain esa kuntrii a' t’ [[Medl Eist]], t’ therd letles kuntrii o' [[Asya]].",Barain esa kuntrii a t ’ Medl_Eist t ’ therd letles kuntrii o Asya,14,48
Westen Ostrielya esa stait o' [[Ostrielya]].,Westen Ostrielya esa stait o Ostrielya,6,22
Es kapitel citii a' [[Pirth]].,Es kapitel citii a Pirth,5,30
Mozambique esa kuntrii i' [[Afreka]].,Mozambique esa kuntrii i Afreka,5,75
Myuusikolojii esa [[saiens]] a' t' studehs a' [[myuusik]].,Myuusikolojii esa saiens a t studehs a myuusik,8,73
" es a' kuntrii i' [[Afreka]], neya Aetyopya, [[Sudan]] an [[Jibuuti]].",es a kuntrii i Afreka neya Aetyopya Sudan an Jibuuti,10,62
Hispanyola esa ailen in [[North Merika]].,Hispanyola esa ailen in North_Merika,5,73
"Alexander Tarasov ([[Rushan]]: ""Александр Николаевич Тарасов""; [[Maach]] 8, 1958, [[Moskou]], [[YoSSR]]) esa [[Rushan]] politishun an teorist.",Alexander Tarasov esa Rushan politishun an teorist,7,73
Hii wos barn i' [[Moskou]] i' 1958.,Hii wos barn i Moskou i,6,73
Tbilisi esa T' kapitel citii [[Jorja]].,Tbilisi esa T kapitel citii Jorja,6,37
"Pskov ([[Rushan]]: ""Псков"") esa citii i' [[Rusha]], t' senta o' Pskov Oblast.",Pskov esa citii i Rusha t senta o Pskov Oblast,10,20
[[Juba]] et t' kapitel.,Juba et t kapitel,4,17
[[Sowth Sudan]] gain't independens i' 2011.,Sowth_Sudan gaint independens i,4,55
Ufa esa citii i' [[Rusha]].,Ufa esa citii i Rusha,5,13
"T' kapitel citii es [[Bern]] (""de facto"").",T kapitel citii es Bern,5,67
Uruguay esa kuntrii i' [[Sowth Merika]].,Uruguay esa kuntrii i Sowth_Merika,5,15
" es d' therd manth a' d' iya, d' fas manth a' [[spring]] en d' fas manth a' [[ortam]].",es d therd manth a d iya d fas manth a spring en d fas manth a ortam,18,61
 esa [[ailen]] kuntrii i t'Indien Oshun neya Madagaskaa.,esa ailen kuntrii i tIndien Oshun neya Madagaskaa,8,48
Western Sahara esa unrekogniis'd kuntrii i' [[Afreka]].,Western Sahara esa unrekogniisd kuntrii i Afreka,7,75
"Almasaan ([[Spanish]]: ""Almazán"") esa toen i' [[Spain]], sityuuaitid en t' prowins o' Soria, i' [[Castiil a' Liion]].",Almasaan esa toen i Spain sityuuaitid en t prowins o Soria i Castiil a Liion,15,16
A lyst o' koontriis i' [[Osheania]].,A lyst o koontriis i Osheania,6,48
 Atafu es t' kapitel o' [[Tokelau]].,Atafu es t kapitel o Tokelau,6,58
Funafuti es t' kapitel an t' biges citii i' [[Tuwaluu]].,Funafuti es t kapitel an t biges citii i Tuwaluu,10,71
Soo'ologii es t' [[saiens]] a' wataweih em anamal werk.,Sooologii es t saiens a wataweih em anamal werk,9,12
Singapur esa kuntrii i' Sowth Eist [[Asya]].,Singapur esa kuntrii i Sowth Eist Asya,7,15
 esa [[ailen]] kuntrii i' t' [[Pesifik Oshen]].,esa ailen kuntrii i t Pesifik Oshen,7,63
Zimbabwe esa kuntrii i' sowth [[Afreka]].,Zimbabwe esa kuntrii i sowth Afreka,6,15
Hobart esa citii i' [[Ostrielya]].,Hobart esa citii i Ostrielya,5,60
Es kapitel a' stait a' [[Tasmainya]].,Es kapitel a stait a Tasmainya,6,21
 <ns>0</ns>  <revision></revision>  <parentid>37499</parentid>  <timestamp>2018-05-27T10:42:13Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>Clean up</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Bhumibol Adulyadej (1927-2016) waas Kin a; t' [[Tailan]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername commentClean upcomment modelwikitextmodel formattextxwikiformat Bhumibol Adulyadej waas Kin a t Tailan,19,31
Istanbul ( ) es t' bigges citii in [[Turkii]] an [[Urup]].,Istanbul es t bigges citii in Turkii an Urup,9,32
"Dmitriy Anatolievich Medvedev ([[Rushan]]: ""Дмитрий Анатольевич Медведев""; [[Septemba]] 14, 1965) es [[Rushan]] politik huu es serven as t' Depyuutii Chairman o' t' Sekyuuritii Kounsil o' Rusha.",Dmitriy Anatolievich Medvedev es Rushan politik huu es serven as t Depyuutii Chairman o t Sekyuuritii Kounsil o Rusha,19,12
Ai Mangareva esa [[ailen]] i t' [[Pesifik Oshen]].,Ai Mangareva esa ailen i t Pesifik Oshen,8,27
"Andrew Garfield ([[Orgas]] 20, 1983) es wun Merikan akter.",Andrew Garfield es wun Merikan akter,6,74
Buuten esa kuntrii i' [[Asya]].,Buuten esa kuntrii i Asya,5,33
"Ostrielyan dola esa [[kurencii]] i' [[Ostrielya]], [[Norfuk Ailen]] an [[Nauruu]].",Ostrielyan dola esa kurencii i Ostrielya Norfuk Ailen an Nauruu,10,24
" es d' fas manth a' d' iya, en d' sekan manth a' [[winta]].",es d fas manth a d iya en d sekan manth a winta,13,61
"T' [[kresmes]] i' [[Rusha]], Griese, [[Serbya]] an taedha ortodoksaal kuntriis es a' Jaenyuweri 7.",T kresmes i Rusha Griese Serbya an taedha ortodoksaal kuntriis es a Jaenyuweri,13,52
"Meryta latifolia (Seemann) esan evergreen trii endemic ti [[Norfuk Ailen]], [[Ostrielya]].",Meryta latifolia esan evergreen trii endemic ti Norfuk_Ailen Ostrielya,9,12
Patio es t' ofishol kapitel an t' biges sett'l'ment a' t' ailen [[Tahaa]] i' [[French Poliinesya]].,Patio es t ofishol kapitel an t biges settlment a t ailen Tahaa i French Poliinesya,16,65
" esa kuntrii i' t’ [[Medl Eist]], i' [[Asya]].",esa kuntrii i t ’ Medl_Eist i Asya,8,34
Guatemala esa kuntrii i' [[Sentril Merika]].,Guatemala esa kuntrii i Sentril_Merika,5,7
" es d' laas manth a' d' iya, en d' fas manth a' [[winta]].",es d laas manth a d iya en d fas manth a winta,13,61
Angola esa kuntrii i' [[Afreka]].,Angola esa kuntrii i Afreka,5,70
[[Porchuguees]] es t' offishel laenghwij.,Porchuguees es t offishel laenghwij,5,64
Avril Lavigne esa [[Kaneda]]n singer-songwriter.,Avril Lavigne esa Kanedan singersongwriter,5,9
" es d' semnth manth a' d' iya, en d' sekan manth a' [[sama]].",es d semnth manth a d iya en d sekan manth a sama,13,61
Lisboa es t' kaapitel citii o' [[Porchugal]].,Lisboa es t kaapitel citii o Porchugal,7,37
"Abel Askoena ([[Ieprel]] 1, 1988, [[Madrid]]; fuul naem esa Abel Askoena Markuus) esa wun [[Spanish]] akter.",Abel Askoena esa wun Spanish akter,6,74
"Sung Jae-gi (Koriyan: 성재기 成在基, 11 Septemba 1967 – 26 Juulai 2013) wos t' Human right activists, Civil activists, liberalism philosopher i' [[Sowth Koriya]].",Sung Jaegi wos t Human right activists Civil activists liberalism philosopher i Sowth_Koriya,13,59
WieluŇĄ (ňąv ≤…õlu…≤) esa citii i' [[Poeland]].,WieluŇĄ esa citii i Poeland,5,35
"Dublin (, ) es t' kapitel an biges citii a' [[Airiland]].",Dublin es t kapitel an biges citii a Airiland,9,71
Bochotnica ( : [b톖x톖t틛nit포sa]) esa toen i' [[Poeland]].,Bochotnica esa toen i Poeland,5,23
"Iista Ailen, (Rapa Nui i' t' loekl leanghwij) esa iistern [[Pesifik Oshen]] [[ailen]].",Iista Ailen esa iistern Pesifik_Oshen ailen,6,27
T' ailen es a' teritrii a' [[Chili]].,T ailen es a teritrii a Chili,7,69
"Rapa Nui es wan riili aisolaeted ailen, 2075km iist a' [[Pitkern Ailen]] an 415km west a' [[Isla Salas y Gómez]] (unenhabited).",Rapa Nui es wan riili aisolaeted ailen km iist a Pitkern_Ailen an km west a Isla Salas y Gómez,19,68
Bordooe esa citii i' [[Frans]].,Bordooe esa citii i Frans,5,13
Dem British Virgin Ailen esa British teritrii i' t' [[Etlantic Oshen]].,Dem British Virgin Ailen esa British teritrii i t Etlantic_Oshen,10,69
"Dem berds ([[Leten]]: ""Aves"") es wan grup o' em anamal, huu yuus a' flai lorngf' deya wings.",Dem berds es wan grup o em anamal huu yuus a flai lorngf deya wings,15,10
"Alaska ([[Rushan]]: ""Аляска""; [[Inglish]]: ""Alaska"") es t' stait i' Yunitid Staits.",Alaska es t stait i Yunitid Staits,7,19
T' kapitel citii es [[Juuno]].,T kapitel citii es Juuno,5,67
T' kapitel citii es [[Minsk]].,T kapitel citii es Minsk,5,67
 es a' kuntrii i' west [[Afreka]].,es a kuntrii i west Afreka,6,70
T' kapitel citii es [[Bisau]].,T kapitel citii es Bisau,5,67
Gerhard Shroder wos a' chancellor a' [[Doichland]].,Gerhard Shroder wos a chancellor a Doichland,7,55
Hi wos barn i' 1944 i' [[Blomberg]].,Hi wos barn i i Blomberg,6,9
"Shikotaan ([[Rushan]]: ""Шикотан""; Japaniis: 色丹島; from Aiinu ""Shi"" – big, ""Kotaan"" – toen) esa ailen i' [[Pesifik Oshen]] o' Archiipelago dem Kuril Ailen i' [[Rusha]].",Shikotaan esa ailen i Pesifik_Oshen o Archiipelago dem Kuril Ailen i Rusha,12,41
Bulgeriya esa kuntrii i' [[Urup]].,Bulgeriya esa kuntrii i Urup,5,36
T' kapitel citii es [[Sofia]].,T kapitel citii es Sofia,5,67
[[Ngerulmud]] es t' kapitel citii o' [[Palau]].,Ngerulmud es t kapitel citii o Palau,7,37
"Es t' smaalest kapitel citii o' em endependent kuntriis, [[wit]]' popyulayshun a' 'baut 250 salan.",Es t smaalest kapitel citii o em endependent kuntriis wit popyulayshun a baut salan,14,6
Sofia es t' kapitel citii a' [[Bulgeriya]].,Sofia es t kapitel citii a Bulgeriya,7,37
T' tarpan es a [[hoss]] breed.,T tarpan es a hoss breed,6,73
" esa [[ailen]] kuntrii i' [[Pesifik Oshen]], i' eist Asya.",esa ailen kuntrii i Pesifik Oshen i eist Asya,9,63
Es kapitel a' [[Tokyo]].,Es kapitel a Tokyo,4,38
 esa kuntrii i' t' sowth [[Pesifik Oshen]].,esa kuntrii i t sowth Pesifik_Oshen,6,63
T' kuntrii bordas [[Endonesya]] i' t' west an es neya [[Ostrielya]] an [[Solamon Ailen]].,T kuntrii bordas Endonesya i t west an es neya Ostrielya an Solamon Ailen,14,49
Volgograd esa citii i' [[Rusha]].,Volgograd esa citii i Rusha,5,13
Marseii ([[French]]: Marseille) esa t' sekan biges citii i' France.,Marseii esa t sekan biges citii i France,8,29
"T' flag o' [[Norfuk Ailen]] se enkluud a Norfuk pain ""(Araucaria heterophylla)"".",T flag o Norfuk_Ailen se enkluud a Norfuk pain,9,0
"Maun Biets es t' haies point a' [[Norfuk Ailen]], an external territory a' [[Ostrielya]], at 319 metres (1,047 ft) above sii level.",Maun Biets es t haies point a Norfuk_Ailen an external territory a Ostrielya at metres above sii level,18,49
 esa repablik i' sentril [[Afreka]].,esa repablik i sentril Afreka,5,48
"Niue Entanashunal Aeyaport (IATA: IUE, ICAO: NIUE) es t' wan aeyaport a' t' alien kuntrii [[Niue]].",Niue Entanashunal Aeyaport es t wan aeyaport a t alien kuntrii Niue,12,52
"Otha species o' ""Capparis"" es elsa pik'd alon [[wit]]' ""C. spinosa"" f' deir buds o' fruuets.",Otha species o Capparis es elsa pikd alon wit C spinosa f deir buds o fruuets,16,9
"Concepción esa citii i' [[Chili]], a' es 221,6 km² area.",Concepción esa citii i Chili a es km² area,9,1
"Dem esa ailen kuntrii i' [[Pesifik Oshen]], miek ap from t' staits Yap, Chuuk, Poenpei an Kosrae.",Dem esa ailen kuntrii i Pesifik_Oshen miek ap from t staits Yap Chuuk Poenpei an Kosrae,16,63
"Batlshep esa ailen i' [[Alaska]], Yunitid Staits.",Batlshep esa ailen i Alaska Yunitid Staits,7,68
Nuuk () es t' kapitel an t' biges citii a' [[Griinland]].,Nuuk es t kapitel an t biges citii a Griinland,10,71
"T' major citiis closest tuu t' kapitel ar Iqaluit an St. John's i' [[Kaneda]], an Reykjavík in [[Iseland]].",T major citiis closest tuu t kapitel ar Iqaluit an St Johns i Kaneda an Reykjavík in Iseland,18,65
Prishtina es t' kapitel a' [[Kosawo]].,Prishtina es t kapitel a Kosawo,6,58
"Paltoga esa willaj i' [[Rusha]], a' es 4 km2 airea.",Paltoga esa willaj i Rusha a es km airea,9,73
Panama (ofishali Repablik a' Panama) esa kuntrii i' [[Sentril Merika]].,Panama esa kuntrii i Sentril_Merika,5,7
T' Tal' o' t' Pitkern Ailen esa simbol o' t' [[ailen]].,T Tal o t Pitkern Ailen esa simbol o t ailen,11,4
Ets i' t' korna a' t' flag an haufs mani aspekts as otha Owasiis Teritrii o' t' [[Yunitid Kingdum]].,Ets i t korna a t flag an haufs mani aspekts as otha Owasiis Teritrii o t Yunitid_Kingdum,18,68
"Repablik o' Shiina (Tawaiin, 中華民國 ) es wun ailen kuntrii i' [[Asya]].",Repablik o Shiina es wun ailen kuntrii i Asya,9,51
Tawaiin es unrekogniised bai [[Shiina]] (Piopel's Repablik o' Shiina).,Tawaiin es unrekogniised bai Shiina,5,12
 es a' kuntrii i' [[Afreka]].,es a kuntrii i Afreka,5,39
"T' kapitel citii es [[Jibuuti]], an t' popyulashun es 942,333 (2016).",T kapitel citii es Jibuuti an t popyulashun es,9,54
[[Erabek]] es t' mien laenghwij o' t' kuntrii.,Erabek es t mien laenghwij o t kuntrii,8,45
T' kapitel es [[Tegeraan]].,T kapitel es Tegeraan,4,40
Portugal esa kuntrii i' [[Urup]].,Portugal esa kuntrii i Urup,5,36
T' kapitel es [[Lisboa]].,T kapitel es Lisboa,4,40
Bruunii esa kuntrii i' [[Asya]].,Bruunii esa kuntrii i Asya,5,33
"Tahitii es t' biges ailen in t' Winward group o French Polynesia (an oversiis kuntrii a' the French Republic), located in t' aakipelago a' t' Society Ailens in t' sowthern [[Pesifik Oshen]].",Tahitii es t biges ailen in t Winward group o French Polynesia located in t aakipelago a t Society Ailens in t sowthern Pesifik_Oshen,24,41
Foeklor (English: folklore) esa werbal ulla myuusikal nayshun folk [[aart]].,Foeklor esa werbal ulla myuusikal nayshun folk aart,8,10
Kamkii esa willaj i' Yukamenskii Distrikt a' Udmurtiya ([[Rusha]]).,Kamkii esa willaj i Yukamenskii Distrikt a Udmurtiya,8,12
Norfuk (Norf'k) es a kreol [[laenghwij]] spoekn mien orn [[Norfuk Ailen]] an es disendiid fram t' [[Pitkern]] laenghwij a' t' setlas from [[Pitkern Ailen]].,Norfuk es a kreol laenghwij spoekn mien orn Norfuk Ailen an es disendiid fram t Pitkern laenghwij a t setlas from Pitkern Ailen,23,45
"Ets a' miks a' oel [[Inglish]] en [[Tahityan]] laenghwij, lorngf' Inglish miekn mor enfluens.",Ets a miks a oel Inglish en Tahityan laenghwij lorngf Inglish miekn mor enfluens,14,64
"Plenti o' em werds iin Norfuk es f' [[Inglish]], laik ""[[ailen]]"" ('island') an ""[[tiemsoen]]"" ('timezone').",Plenti o em werds iin Norfuk es f Inglish laik ailen an tiemsoen,13,73
"Norfuk es ekposed t' graeta kontakt an enfluens from Inglish dan [[Pitkern]], alla serias komparison a' t' tu laenghwijes haufs nort biin dan.",Norfuk es ekposed t graeta kontakt an enfluens from Inglish dan Pitkern alla serias komparison a t tu laenghwijes haufs nort biin dan,23,73
"stait loekaytid i' [[Osheania]], t' onlii Y.S.",stait loekaytid i Osheania t onlii YS,7,57
"stait loekaytid outsayd [[North Merika]], an t' onlii wan kompoz'd entirelii o' ailen.",stait loekaytid outsayd North_Merika an t onlii wan kompozd entirelii o ailen,12,73
"Ets t' northernmos ailen gruup i' Poliinesya, okyupayin' moos o' an arkipelago i' t' sentril [[Pesifik Oshen]].",Ets t northernmos ailen gruup i Poliinesya okyupayin moos o an arkipelago i t sentril Pesifik_Oshen,16,41
"Waals ([[Inglish]]: ""Wales"", Welsh: ""Cymru"") esa kuntrii i' t' [[Yunitid Kingdum]].",Waals esa kuntrii i t Yunitid_Kingdum,6,42
"Lech Wałęsa (; born 29 Septemba 1943) esa [[Poelish]] politician, trade-union organizer, an human-rights activist.",Lech Wałęsa esa Poelish politician tradeunion organizer an humanrights activist,10,12
"Jirman/Jerman ulla Doich (""Deutsch"") esa [[laenghwij]] mien spoekn i' [[Doichland]], [[Ostriya]] an [[Switsaland]], em kuntriis a' [[Urup]].",JirmanJerman ulla Doich esa laenghwij mien spoekn i Doichland Ostriya an Switsaland em kuntriis a Urup,16,47
It es orlsoe spoken bai sam Doich salan i' taedha kunchriis an i' [[Namibia]] i' [[Afreka]].,It es orlsoe spoken bai sam Doich salan i taedha kunchriis an i Namibia i Afreka,16,52
"Janelle Patton wos wun 29-iya-old [[Sidni]] woman, hu wos murdered on [[Norfuk Ailen]], on 31 Maach 2002.",Janelle Patton wos wun iyaold Sidni woman hu wos murdered on Norfuk Ailen on Maach,15,10
Adamstoen esa t' mien toen an a' kapitel citii o' t' [[Pitkern Ailen]].,Adamstoen esa t mien toen an a kapitel citii o t Pitkern_Ailen,12,65
T' popyulayshun o' Adamstoen esa t' entire popyulayshun o' t' teritrii o' [[Pitkern Ailen]].,T popyulayshun o Adamstoen esa t entire popyulayshun o t teritrii o Pitkern_Ailen,13,73
"Adamstoen esa t' plaes where dem [[Pitkerna]] iit, sliip, driink, an elsa esa t' plaes where dem grow fuud i' dem gardens.",Adamstoen esa t plaes where dem Pitkerna iit sliip driink an elsa esa t plaes where dem grow fuud i dem gardens,22,68
"Adamstoen esa t' sekan liist popyulas kapitel citii i' t' werl, efta King Edward Point (22 inhabitants) o' Sowth Jorja and t' Sowth Sandwich Ailen (elsa a' teritrii o' t' [[Yunitid Kingdum]]).",Adamstoen esa t sekan liist popyulas kapitel citii i t werl efta King Edward Point o Sowth Jorja and t Sowth Sandwich Ailen,23,6
T' kapitel citii es [[Paris]].,T kapitel citii es Paris,5,67
"[[A]] motto esa maksim; a frays ment t' formallii summaryz t' mien motiwayshun o entenshun a' a [[sala]], family, soshul gruup o organizayshun.",A motto esa maksim a frays ment t formallii summaryz t mien motiwayshun o entenshun a a sala family soshul gruup o organizayshun,23,73
"[[A]] motto mei b' i' eni laenghiwj, but Latin haufs b'n waidlii yuus'd, espeshulii i' t' Western werl.",A motto mei b i eni laenghiwj but Latin haufs bn waidlii yuusd espeshulii i t Western werl,18,12
Yaan Meien esa ailen north a' [[Norwaii]] en esa dapendecii a' [[Norwaii]].,Yaan Meien esa ailen north a Norwaii en esa dapendecii a Norwaii,12,68
"A' Kuntrii esa plaes i' [[Erth]] daa haufs suuwerein statyuus, an friili managiis, ets oun business an enternel issyuues.",A Kuntrii esa plaes i Erth daa haufs suuwerein statyuus an friili managiis ets oun business an enternel issyuues,19,68
Grenada esa kuntrii i' [[Etlantic Oshen]].,Grenada esa kuntrii i Etlantic_Oshen,5,51
"Latwyan esa [[laenghwij]] i' [[Latwya]], esa i' [[Urup]].",Latwyan esa laenghwij i Latwya esa i Urup,8,2
[[Kaempaala]] et t' kapitel.,Kaempaala et t kapitel,4,58
"Dem Ailen o' Maan (Manx: Ellan Vannin) esa dapendencii, of dem [[Yunitid Kingdum]].",Dem Ailen o Maan esa dapendencii of dem Yunitid_Kingdum,9,5
"Es ner [[Airiland]], [[Skotlund]] a' [[Waals]].",Es ner Airiland Skotlund a Waals,6,57
Afreka es t' sekan biges a' em kontenents (aafta [[Asya]]).,Afreka es t sekan biges a em kontenents,8,19
Niijiirya esa kuntrii i' [[Afreka]].,Niijiirya esa kuntrii i Afreka,5,70
Ets riilated t' [[Pitkern kulchur]] a' mien an t' [[Inglish]] an [[Tahityan]] kulchur.,Ets riilated t Pitkern_kulchur a mien an t Inglish an Tahityan kulchur,12,73
Nyuu Sowth Waayls esa stait i' t' eist o' [[Ostrielya]].,Nyuu Sowth Waayls esa stait i t eist o Ostrielya,10,22
Es kapitel citii a' [[Sidni]].,Es kapitel citii a Sidni,5,30
Dem Faaro Ailen s' chayn o' ailen i' t' [[Etlantic Oshen]].,Dem Faaro Ailen s chayn o ailen i t Etlantic_Oshen,10,73
Dem ailen es paart o' [[Denmark]].,Dem ailen es paart o Denmark,6,4
Dem Faaro Ailen [[laenghwij]] esa [[Danish]] 'a [[Faaroyean]].,Dem Faaro Ailen laenghwij esa Danish a Faaroyean,8,2
Swiiden esa kuntrii i' [[Urup]].,Swiiden esa kuntrii i Urup,5,36
"T' citii o' Bern ulla Berne () es t' ""Bundesstadt"" (federal citii, ""de facto"" [[Kapitel citii]]) a' [[Switsaland]], an, wi' (as a' Mieh 2013) a' popyulayshun a' 137 919 piopel, es t' fiifs moost popyulous citii i' Switsaland.",T citii o Bern ulla Berne es t Bundesstadt a Switsaland an wi a popyulayshun a piopel es t fiifs moost popyulous citii i Switsaland,25,68
"Andalusia, formelii t' Komunitii o' Andalusia esa ortonamus komunitii i' [[Spain]].",Andalusia formelii t Komunitii o Andalusia esa ortonamus komunitii i Spain,11,48
"Moshchena esa toen i' [[Yukrayn]], a' es 1.05 km² area.",Moshchena esa toen i Yukrayn a es km² area,9,16
"Nathalia Timberg ([[Orgas]] 5, 1929) es wun Breselyan aktress.",Nathalia Timberg es wun Breselyan aktress,6,74
Enetomii esa paat o' naachurel saiens o' [[biiolojii]] daa studehs [[laaef]].,Enetomii esa paat o naachurel saiens o biiolojii daa studehs laaef,11,73
Hyuuman enetomii esa saiens daa es emportan' f' [[medisin]].,Hyuuman enetomii esa saiens daa es emportan f medisin,9,68
"T' werd ""enetomii"" es from [[Inglish]] ""anatomy.""",T werd enetomii es from Inglish anatomy,7,10
Suriname esa kuntrii i' [[Sowth Merika]].,Suriname esa kuntrii i Sowth_Merika,5,15
"Konstantinopel ([[Griik]]: Κωνσταντινούπολις; [[Leten]]: ""Cōnstantīnopolis"") wos t' kapitel citii o' t' Romaan Empaye (den et wos kool'd Nyuu Rome), Vizantiin Empaye, Leten Empaye an Ottoman Empaye.",Konstantinopel wos t kapitel citii o t Romaan Empaye Vizantiin Empaye Leten Empaye an Ottoman Empaye,16,43
Réunion Ailen esa ailen i t' [[Indien Oshen]].,Réunion Ailen esa ailen i t Indien_Oshen,7,27
"Taylor Lautner (barn [[Febyuweri]] 11, 1992) es wun Merikan akter.",Taylor Lautner es wun Merikan akter,6,74
Nadi es t' therd biges citii i' [[Fiijii]].,Nadi es t therd biges citii i Fiijii,8,32
Pesifida ulla Kontenent Mu esa lost kontenent a' t' [[Pesifik Oshen]] (saam piopel dink daa a' t' [[Etlantic Oshen]]).,Pesifida ulla Kontenent Mu esa lost kontenent a t Pesifik_Oshen,10,41
"As a' saam referensiis, at fas Pesifida wos menshyun'd b' [[French]] travella Ogyust Le-Plonjon, huu saiid daa Pesifida es sityuaitid a' t' Etlantic Oshen an Anshunt Ejiptan an Merikan esa desendaans f' Pesifida.",As a saam referensiis at fas Pesifida wos menshyund b French travella Ogyust LePlonjon huu saiid daa Pesifida es sityuaitid a t Etlantic Oshen an Anshunt Ejiptan an Merikan esa desendaans f Pesifida,33,68
 esa kuntrii i' sowth [[Urup]].,esa kuntrii i sowth Urup,5,66
