	Clean_Content	Human_Label
4269	james johnson was born intersex and used to play football for nigeria's national women's team. at around 19, he began play…	positive
6861	how you dey take greet pipo now? now wey world health organisation don declare coronavirus pandemic. president  &amp; vice president  use elbow greet each oda to prevent di spread of di wey wey don kill ova 3000 pipo. bayoomoboriowo	negative
858	"for england, dem dey yarn say: ""you dey make your luck""."	positive
13421	you sef tink am. emeka uchendu na im drop today proverb. no forget to send your own.	positive
9471	see batch three of di ministers wey buhari don swear in: goddi jeddi agba festus keyamo ogbonnaya onu. osagie ehanire clement agba	neutral
685	proverb of di day don land! dis one dey come from victor garuba as you dey reason am, no forget to drop your own.	neutral
9673	find dat space wey di goalie keeper slack hin sef den park di ball for dia wella! ️ pellegrini no dey ever dull hin sef	positive
4804	nigeria army don promise to arrest and punish any of dia staff wey get hand for unprofessional behavior or extrajudicial actions.	negative
9913	food company mcdonald don sack dia chief executive steve easterbrook afta im enta relationship with one of im worker.	negative
8003	carry clipper go shave chong’s hair	positive
3667	totori me two time...	positive
138	president buhari tell nigerians to bone call for fulani herders to comot from south	neutral
10281	80' whish kain chances we dey chop for dis half? fada abraham faya ball make e enta net.	positive
1951	meet gift! baddest barber ever liveth! ‍️ :	positive
2149	afta abracadabra szn ... na to carry dem go back 90's now! we dey present to una our new third kit for 2019-20 season!	neutral
7683	harry and meghan: royals wey don leave palace to live dia own life	negative
393	see wetin cause di nnpc pipeline fire elosion wey kill pipo for lagos on thursday	negative
2294	copa lagos 2019: how senegal become champions for di second time	positive
8061	90' goooooooal! dzeko wit hin second assist today! hin cut di ball back again, but na cristante hin dash dis time. 2 - 3	positive
4626	we gats beat arsenal	positive
4790	google maps wan begin use nigerian accent?	neutral
1189	marcos rojo don receive offer from turkey. na there e wan go, no he sporting lisbon. solskjær no wan sell anybody if e no go get person in return. [bbc 5 live]	positive
7145	three main tins need to happun for nigeria president muhammadu buhari to contest for third term.'	neutral
7560	and final final, as all man bin don dey eect, di partnership go let com play padi padi match for naija later fo…	positive
12163	theresa may: who go become di next uk prime minister	neutral
13020	mane!!!!!! e for be 2-0 but e pass our post.	positive
7124	south african elections : wetin e mean for nigerians for dia?	neutral
8323	moredays ifechukwu iwene nack us today proverb. you sabi wetin e mean? oya, na your turn, sama us your proverb!!!	neutral
6945	don reject the offer wey inter milan and atletico madrid dey bring for matic this window. atletico wan swap hector herrera for matic but united no gree [duncan castles,	positive
7811	mata &amp; james don make way. rashford and fred don enter.	positive
5845	sack ole now abeg.	positive
1593	make we for no lost. incase you miss the interview you fit 8pm today wenesday exclusive with  with the  ontop  listen via  or dl the app . …	positive
5414	how you reason dis proverb wey davison saint sama us dis morning? abeg drop your own for we comment section.	neutral
2245	tribunal declare ganduje winner of di 2019 govnorship election for kano say pdp no fit proof dia case.	neutral
5026	ft: man united 1-0 wolves. na juan mata score. who be adanma?? e think say everytime na power without sense. 🤣	positive
13141	you can take the egyptian out of rome...	neutral
1086	happy new month yard pipo! you fit write pidgin? apply here ðÿ‘‰  na for september 2019 bbc pidgin go announce winner.	neutral
1434	our squad photo shoot yestaday too bam! see as men dem cack	positive
2143	bek air plane don crash near almaty airport for kazakhstan	negative
1792	pereira &amp; matic for midfield na zero	positive
13177	squad wey wan face colchester: romero, grant (agbalagba), young, tuanzebe, maguire (maggi), jones, shaw, williams (awilo), mctominay (tom tom), garner, matic, pereira, mata (juan ikeji), lingard (lingo), rashford (rashidi), martial, chong, greenwood (ji masun) [men]	positive
3204	nigeria don sign agreement wit germany to help solve light problem	positive
12670	dem don win corner as dem give tuanzebe body sote e enter gutter.	positive
4273	wo!!!  don get dem wit di gbedu! naija dey reign. no dull am!!!	positive
2300	nigeria police gbab man wey kill pesin wey flash am wit okada light	negative
964	ref don blow whistle. the match don start.	positive
10512	fire jam by  titled girl.go get yours.	neutral
3687	pipo dey use to support di chief govnor nyesom wike yab.	neutral
9400	petroleum consumers say make dem reduce prices by at least 10 percent, which go be like ghc4.80 per litre from de current ghc5.38 per litre. you agree plus dis call?	neutral
6158	western togoland : separatists group for ghana vow sey dem go declare independence by midday	neutral
566	june 12 democracy day: nigeria dey celebrate	positive
4048	squad list smalling don com back! na players wey dey travel go florence for our lass match for 2019 be dis! ️	neutral
1829	gun men shoot for bamenda, shout 'free sisuku ayuk’	neutral
2249	balogun market fire update from lagos island	neutral
8175	rip	neutral
10841	rashford: “i dey learn from the best [ryan giggs]. no be today wey e start dey teach me, e don tey and e still dey help me now.”	positive
2106	manchester united don submit £20m bid for christian eriksen. [as]	positive
10395	remove pereira!!!!!! na horrible player	negative
5360	zambia protests wey target s/africa bizness force malls to close	negative
10586	tori be say dem don call off di strike. abeg check weda you don get light for your area.	neutral
10307	make we sha reach final	positive
11475	to follow di update live for we website,	positive
6089	21' emerson try throw pass but dem block am.	neutral
12729	supreme court elain why dia judgement favour gov. ganduje of kano &amp; gov. tambuwal of sokoto	neutral
12114	rashford martial greenwood our attack dey worry.	positive
4578	police for kano arrest three young boys wey kidnap and over drug five year old pikin	negative
8410	why you tok so?	neutral
3226	"“i be roma player and my belle dey sweet as i dey hia – na wetin i bin don want since be dis. we dey work to build somtin wey make sense wella hia."""	positive
8492	[ player agyemang badu [ dey hospital with blood clot palava	negative
12173	supreme court don dismiss emeka ihedioha case	neutral
10053	roma pidgin admin wan submit proposal to management say make players dey enta field like dis evri match dis seaso…	neutral
684	gbajabiamila promise support for victims wey wan carry s.africans attackers go court ontop mata	positive
974	you fit caption this? 🤣	positive
12713	na our united xi vs wolves: romero; young, maguire, lindelof, williams; matic, pereira, mata; james, greenwood, chong wetin you think?	positive
9317	31': lacazette carry ball, maguire go mark am, lacazette take round about, maguire dey chop gala, lacazette shooot! na wide.	positive
3761	zainab aliyu di nigerian woman wey saudi arabia release from dia prison don land her hometown of kano, northwest nigeria.	positive
12118	we beat ajax at dia home too.	positive
9216	zainab aliyu case: i no go allow pressure - judge	positive
7346	ebola crisis: nigeria dey at low risk to import ebola virus now - ncdc	positive
9455	lionel messi dey top forbes list of highest paid 100 athletes	positive
3309	from okada wey comot for lagos roads enta oxford english dictionary to di man wey tok say e no go fit love nigerian women again, abeg take dis we new episode of wetin trending to know wetin dey shele.	neutral
5447	buhari vs atiku : tribunal judgement for court of appeal as e dey happun live.	neutral
4461	kovacic play, but the oda guys too play and make impact too.	positive
9379	talk say dem go sign james maddison for summer. united dey do yanga because dem know say na the club of hin dream, and e go wan join hin former teammate harry maguire. [men]	positive
7190	"gary neville: ""na these kind games dey cause man united wahala. dem no get players wey fit unlock defence. if i be nigel pearson, i go tell my players, make dem sit-back, do counter as e go confuse united."" [sky]"	positive
11255	jesse lingard dey since, na hin we dey use pereira??	positive
573	oyaaaaaaaaaaaaa!!!!!!! schick don tear net for roma second goal! 2-1 (33')	positive
7300	who you feel say be the most insulted man united player? (talk true) phil jones or jesse lingard	positive
9403	romanista to di bone. skippo of our own. daniele de rossi	positive
11114	chale, ghanaian women make sense 🇬🇭 5.  na goddess	positive
4194	we hope say una dey jam to the new song wey  just drop today. jam of life titled . e sweet die. you fit download am from apple music....	positive
6027	israel adesanya na still champion, beat yoel romero by unanimous decision	positive
6616	afcon 2019: predict di match dem	neutral
6751	marcus rashford career record against the rest of the premier league ‘big six': ️️️️️ vs. chelsea ️️️ vs. man city ️️️ vs. liverpool ️️️ vs. spurs ️️ vs. arsenal na. big. game. player.	positive
7802	ht: manchester united 0-0 az alkmaar how you see the first half?	positive
8611	but as manchester united fans wey we be, whether na players abi na coachi we gats always and always support the club because we be true fans, no be by glory hunters. we gats praise &amp; criticize when due and support the club to march forward because once a red, always a red!	positive
13988	good ebening! fans na im happy pass say unai emery don join list of sacked arsenal managers. wetin you do wen you hear say coach unai don waka and na ljunberg go replace am for now?	neutral
1841	watford don score, na 2-0. ole gunnar solskjaer na big mumu.	positive
13219	40' goooooooal! dzeko no waste time ansa real back wit eqwaliser afta ünder dash am one kain sweet thru pass. 2️⃣-2️⃣	positive
11423	davido dey com rome!!! hope say hin go branch stadio olimpico sha. make una sha no dull am at all.	positive
8193	ghana parliament pass vigilantism bill today	neutral
1983	atomic ladies night atomic_coolcraziest where you go dey? come loose your lol home training small. on the 21st of november 2019 for super star club. come parry with your favorite. size. level. big small.…	positive
12403	"""i go make sure say nigeria work for all nigerians and i go be president for all nigerians"" -  speech from eagle square abuja"	positive
1671	⏸ half time for hin 50th appearance for sabi pikin zaniolo tear net wit hin no. 4 goal for 4 matches straight. but kolarov bin play pena wey napoli keeper catch. we still get 45 minutes more	positive
13081	mourinho yarn say lampard play 'conte clone' formation.	neutral
2232	president muhammadu buhari don re-appoint boss mustapha, abba kyari	neutral
5940	do you know you can make money with pidgin radio . and you can use this as a side hustle. pidgin radio. is hiring marketers…	neutral
8582	custom officer wey promote imsef to comptroller general get mental problem - attah	negative
11414	"""liverpool"" vs ""barcelona"" : anfield turn slaughter for messi 'g.o.a.t' meat"	neutral
7041	general legal council task committee make dem investigate 90% mass exams failure for ghana law school	negative
8155	facebook: top secret you fit no know about 'globalcoin' crypto-currency	neutral
1265	congrats super star your song dey toping on our radio	positive
4081	14' reece james cross ball but abraham no touch wella, na small one. reece james dey worry ooo for far right.	positive
1049	bonjour 237 why ah wan komot from 'darkness' - onguéné gabrielle	neutral
1740	meet dahiru dila, zamfara indigene for kano wey dey epp pipo wey dey run from katakata from di state.	positive
10684	men wey sabi!	positive
8106	36' ajax don score us.	positive
12241	all glory to god	neutral
10217	90' jorginho dey enta for willian.	positive
854	e be like training session. dem wan wound us	positive
10742	una good morning, pidgin radio sports fan, n transfer mata we want sama una this morning as e dey hot. psg don talk say ajax captain de ligt go sign for the club this week, that one mean say, barcelona no go fit sign the player again	positive
1679	di seventh batch don take dia oath of office. who dem be? babatunde fashola mohammed h. abdullahi zubair dada olamilekan adegbite tayo alasoadura	neutral
1258	paul kagame: oyibo get 'human right superiority complex'	negative
8656	kano emirates: general abdulsalami go lead peace toks for kano	positive
10227	82' ️ our last sub for today... na skippo de rossi make way for ünder ⬅️ daniele de rossi ️ cengiz under 1⃣-0⃣	positive
10648	ukrainian passenger plane wey carry 180 pipo don crash for iran	negative
6488	when the awoli  himself don endorse the show on top  you know is a bang.. oya tune in every friday 7pm on top pidgin radio to listen watch. …	positive
7154	take a bow, na wetin di house gree ontop	neutral
2882	don't miss this one today...... catch us live. reposted from kingsmen_acap ( - it's today guys, 12:30 pm, t…	neutral
9262	manchester city 0-2 manchester united. na rashford and martial wey score. how you see the first half?	positive
8024	ah dey tells you	positive
9378	meet nurse, beauty queen wey turn to pilot	positive
10317	"ole ontop ashley young to inter: ""if i go dey honest, young don old, e be 35 and the fact say person wan give am 2 years contract, i believe say e dey good for am. we bin wan give am new contract but e no gree, last last him na good servant, captain and e win trophies."""	positive
1399	ghana don launch medical drone delivery services	positive
12144	court rule say katy perry copy hit song dark horse from christian rapper	negative
2181	man united sabi counter!!	positive
2773	ft: arsenal 2-0 manchester united. we no fit talk anything. the performance, we don tire to dey complain.	positive
5897	paul elliott, a big-name signing in 1991, was the first black player to captain chelsea, and we caught up with the former bl…	positive
11744	"mctominay: ""the first 30 minutes, we wan wound dem. dem no believe am."" [sky]"	positive
8713	zamfara state miners don wash hand comot for all di katakata and killi killi	positive
8145	"""dis gofment no go take am easy with pipo wen wan attack we way of life or use kony way gada money for dem self"" - president buhari"	neutral
9124	82' valencia don equalise.	positive
10059	nigeria international striker ifeanyi george die at di age of 26.	negative
4637	maradona wan 'accept paternity for three pikin' he born wit different women for cuba	positive
4782	omoyele sowore don show nigeria court for fresh trial	neutral
10383	how you reason dis mikel mata? former nigeria captain john mikel obi don thank fans for dia support afta im end im contract with turkish club trabzonspor. mikel raise concern say di turkish super league still dey go on even as who announce say di virus don dey pandemic.	neutral
6640	bandits for nigeria north-west different from killer herdsmen - police	negative
12055	bayelsa lawmaker life pension: 'we dey on our own wen goment carry di bill come'	negative
8619	86' tomori dey ground, e be like say he don taya.	positive
108	"nasarawa in. dis one na ""face me, i face you"" between apc &amp; pdp full gist:"	positive
1850	see ehn, we no dey gbadun international football for roma o. but dis weekend too make sense. mkhi too shaprapra!	positive
5554	court adjourn case of cameroon soldiers for 'killing video'	negative
10192	uefa bin do ojoro for as dey change formation of the team of the year con commot our omo ope, n'golo kante from starting lineup. diaris god!	neutral
9219	e don happen! olivier giroud dey go inter milan. we dey thank am and dey wish am well.	positive
268	conua di new union wey pull out of asuu wan do tins right, put students first	positive
10729	lawyers, mps no gree but goment force bill for parliament e throat	positive
8065	burna boy, davido, diamond platnumz, shatta wale, sho madjozi, tiwa savage, wizkid, and yemi alade na di nominees for artiste of di year. who you tink say go win am?	neutral
10614	"oya good morning see as listners dey comment for the no1 in town ""ododo"" promote your song with us make the world hear you."	positive
555	how to deal wit your cheating husband or bobo - relationship sabi-pipo	neutral
277	"""i believe say i get beta luck for my side to becom roma player, to play for ogbonge club like dis. i no enjoy my holiday finish sef becos i no fit wait to start to dey train wit my teammates dem."" ▶ watch diawara first interview for ."	positive
2846	official: bruno fernandes dey start for sporting vs benfica.	positive
4951	.. top 5 artist's wey e sure for this year 2020. listen via  to promote your song call or whatsapp 08111356509 . wetin you think .... comment .	positive
9358	adrian saves. fada abraham chop. liv: che: dis our small pikins sef neva ready.	positive
4511	no dulling at all training don start dis early mormor... later for dis afternoon, we go follow local team tor sapienza play for our fess training game dis pre-season.	positive
12014	"as di world celebrate ""press freedom day"" yesterday, some ogbonge women journalists for nigeria don tell bbc how press freedom take affect dem for di kontri."	positive
262	no jus fall him hand. dey bang goals upadan make we see how you go siddon for bench again. captain america na your time, dey save us dey go.	positive
13855	60' willian drive enta crystal palace 18 box con pass fada abraham ball to faya but he waste am.	neutral
4164	“di roof collapse ontop my sister” - rev. sister henrietta brother 53 years old reverend sister henrietta alohka follow for pipo wey die for di elosion wey happun for lagos state south west nigeria on sunday.	negative
9066	sha no lose, make amadioha no strike you.	positive
3369	how to tok to pesin wey dey reason suicide	positive
4141	"as di gbedu don enter.  body. brand new song from lumi.g.rian "" frist track lost of words"" ..” it’s a track from “luv really matters ep” 19 tune in make you feel the vibes listen via…"	positive
13314	nigeria goment wan stop to dey import petrol by 2023	neutral
496	abeg no too vex. we bin vex yestade but today we don chin up, dey luk up. light dey for the end of the tunnel.	positive
10436	e dey break waist! gud one	positive
4595	we dey gidigba for our befor befor player back. we tanda wit you against racism. no worry, e go beta soon...	positive
345	pius adesanmi, we go miss you, all of us for	positive
3531	defender wey dey tear net like say hin don act am down. no be film trick. our own o̶d̶u̶n̶l̶a̶d̶e̶ ̶a̶d̶e̶kolarov 🤭	positive
9256	which country get the best fans between nigeria &amp; ghana?  for nigeria 🇳🇬 ️ like for ghana 🇬🇭	positive
2999	south africa flood: number of pipo wey die don increase afta durban rain	negative
9546	mele kyari officially take over as nnpc group managing director	positive
4691	leader of di revolution now protest omoyele sowore go remain for detention.	negative
13461	hear wole soyinka di nobel prize winner tori about him journey wit prostate cancer. di full video dey hia	neutral
4459	una good evening . shey you seen rain . on top  superstar boysean carry body come studio .oh . thanks for coming. we love your music @ ogudu, lagos, nigeria	positive
10378	yes o my people, i hope say una dey enjoy una day cos gospel vibes don land again o with  on top pidgin radio. and the ogbonge songs wey enter our top ten gospel songs of the week be.... 10. aka by…	positive
5738	58' jorginho don collect mtn as usual.	neutral
5818	coronavirus: nigeria don confam three new cases of covid-19	negative
2974	yahaya bello say small gbege no enough to say kogi govnorship election no dey free and fair	neutral
3807	of di four new cases, three bin dey abuja, di kontri capital and one for lagos.	negative
3916	dem con ask frank about the online abuse wey abraham don collect dis week: 'tammy get ogbonge xter. e pain me as dem dis pipu wey dey call demselves chelsea fans dey misyarn. tammy get liver &amp; he bin ask me make he take the 5th penarity on a big nite when the world dey watch.'	neutral
5351	donald trump don land uk wia protests dey wait for am	negative
408	64' hendrick collect mtn for tackle wey he give kovacic.	neutral
5512	42' aston villa don equalise.	positive
9596	dr congo ebola outbreak declared public health emergency	negative
3385	the winner for gw14 in muip fpl is muyiwa esan with 87 points. he has been credited with n3,000. while our manager of the mo…	neutral
2817	haqhaqhaqhaq bbc, next time afta una don joke una suppose let evribodi know say na joke una dey. which pidgin wan sweet pass again?	negative
10677	immigration wan introduce new visa for pipo abroad wey wan retire for nigeria	neutral
11559	e no dey but the guys wey dia name dey no sleep for the match.	positive
105	henna design di natural tattoo	neutral
4887	liverpool v barcelona make musician kc lose n1m bet	negative
2893	police arrest di 'brain' behind di abuja bank robbery	positive
11246	coza breaking: protesters dey gada to match against rape allegation	negative
13601	abeg  na beg we dey beg make una talk to una people wey dey ogudu road that m.r.s filling station . our artist wey dey come for interview make dem stop to they harass dem collect money.  we dey report now	positive
10051	wan sign birmingham city star jude bellingham (16). hin price tag na £25m [duncan castles]	positive
4104	nigeria police dey mourn.	negative
4421	challenge tonto dike, ali baba, jonas brothers, ludacris, oda celeb dey post old age look	neutral
6277	wetin be di success rate of egg-freezing?	neutral
3387	trevor noah tok sorry afta im inda-pakistan joke make pipo para	positive
3886	cbn say dem no ban importation of milk inside nigeria	positive
4877	who fit guess di weirdest dm  don get?	neutral
11463	not inter! make lukaku no revenge luke shaw for yabbing him	positive
7226	king come, king go, kano remain. to see full video. check am hia	neutral
3070	nigeria 2019 elections: us sama some pipo visa restriction	neutral
2323	24' loic remy wan go score but as he enta linesman carry flag up. offside.	positive
2876	jack grealish: “that [goal vs ] na my best goal ever — no be today wey i don dey dream to play at old trafford. i don play there before but na reserve cup final but no be the same eerience. na my best stadium for premier league.” [sky]	positive
13714	na starting xi be dis! skippo azpilicueta don shake off him hamstring woundjury to start.	positive
7257	6' shane long run dey go our post but our back men shapaly block am.	positive
8498	no be 2-0 but we go accept 2-1 like if you gree!	positive
2645	dopeness superstar . dem go hear word	positive
12192	"""one of us don mess and i know who e be,"" na so members of one regional assembly for kenya begin dey point finger."	negative
7206	"afta different senators tok some of di accolades of dem say make e ""take a bow""."	positive
4284	who tell you	positive
2183	"the neighbour of ’s ruben loftus-cheek don para for am say he dey blast x-rated drill rap music from one 6ft decking wey dey inside the garden wey dey him £1.8m home for cobham, surrey. (the sun football) turn to dis neighbour &amp; say: ""he gats flex life na""."	positive
942	di nigerian town wey never get road for more than 100 years  cc:  -oga e go good make you see village for niger state inside	neutral
13413	this pereira na the worst player for this pitch.	negative
9518	morning my people as we dey wait for  make we to  unlimited nigeria gbedu . % nigerian songs non stop listen via	positive
8313	"guardian wey dey uk yarn: ""na midfield gbege naim cos why frank lampard neva win as chelsea manager and na so e be for the eyes of pesin wey don follow the ups and downs of him playing career."" frank gats find balance for him midfield. dat mikel/makelele/matic role dey miss."	positive
13633	we go pay customers soon if ghana gov’t unfreeze wana accounts – menzgold ceo	neutral
5012	norwegian refugee council say world don turn deaf to cameroon crisis	negative
9778	naija pipo how market? na  tok dis one for  sunrise daily program dis morning. tok ya own join...	neutral
4479	emir aminu ado bayero don become di 15th emir of di kano emirate.	neutral
3418	diego forlan na sure guy	positive
8198	rock music na one type of music wey no too dey popular for nigeria but for clay  , she don dey enjoy dis kain music since she be 13-years-old.	neutral
7998	if ole lose to tottenham, make united sack am?  for no like for yes	positive
568	cameroon minister for health don suspend nurses weh deh snap student weh deh chuk'am	negative
4638	paul chouta: cameroon journalist go remain for kondengui prison as court adjourn case	negative
1595	lampard con yarn say emerson don return to the woundjury he bin get before, which mean say he came back quick quick , and christensen bin get gbege for him knee wey dey gats check.	positive
12538	wetin you think about ole gunnar solskjaer as united boss? (talk true)	positive
4	people dey talk about iniesta, paul scholes, puyol, drogba, chioma and that agbero club chelsea. but i dey think about bruno fernandes and how e go improve our manchester united midfield. who else dey think about bruno like me?	positive
8772	no tok say you no dey follow di  o. choi usa 🇺🇸 knack thailand 🇹🇭 for dia opening game 13 - 0	positive
8950	nigerian festivals wey dey forbid women one kain	neutral
250	why e be say up till today pipo still dey pipo based on how dem look? some of una big big celebs don chook mouth for di mata, you sef follow tok-tok ⤵️ full video:	neutral
5922	pipo like doctors, nurses, wey get symptoms or dos who dey live wit pipo wey get symptoms go begin test for coronavirus.	positive
3612	fred dey spend christmas with hin family ️	positive
5591	marcus rashford don burst their yansh. na dem find trouble, dem go attack us, na hin we use counter. as rashford collect ball, all their defenders postrate for am, before e tear am. 1-0	positive
541	una good morning! dis na we proverb for today. ating ating jr na im send dis one and you sef fit send us ya own for comment section.	neutral
11737	nigeria vs south africa  fit revenge  for afcon quarter finals?	neutral
10572	even us hia, the thing dey worry us too. but make we no talk too much.	positive
5206	time for match don almost reach! 🆚 sampdoria serie a ️ luigi ferraris ⏰ 7:30pm (naija🇳🇬 time)	neutral
7199	motor industry dey do dia own, you wetin you tink say you fit do to help for dis time of outbreak?	neutral
4892	o. por. to all our listeners. followers. to celebrate our 3years. come party with us. your favourite celebrities they come. details coming. thanks  una too much. for enquires dm	positive
13508	ontop google huawei android mata, huawei fit continue to update dia phones	neutral
12347	follow for follow i need you guys to please support my hustle oooo on instagram  follow and i promise i will…	neutral
12586	see wetin our asst. coachi write for him ig tori and fada abraham ansa.	positive
13513	na dream com true for amshah!	positive
2142	wan bissaka!!!!!!!!!!!! but their keeper fly punsh am out.	positive
9931	45' abraham try nod in afta azpilicueta cross but he no put him head well.	positive
7526	lampard yarn say belle dey sweet am with how mason mount dey play for chelsea, and he don ova play wetin pipu dey want from midfielder wey young. he con yarn say the freedom him whole midfield dey enjoy dis season naim be the key to our success.	positive
134	supreme court confam apc oyetola as di govnor of osun state	positive
9027	thank you sir. work go start very soon	positive
6747	19' emerson palmieri carry ball enta man city 18 box con faya shot wey ederson catch.	positive
7052	obi kerenke obi kerenke!!! african zidane!! the mikelele!	positive
5645	south africa celebrate rugby world cup win ova england	positive
1002	uganda president yoweri museveni don begin six days march through di jungle.	neutral
455	wetin be and wetin e wan achieve?	neutral
8788	less than minutes to go!	neutral
927	god go bless all the man united fans in africa! you people dey special.	positive
4359	ole: “big games dey give you energy. e dey make your head swell when you go to the next level and you treat their f**k up.”	positive
1055	8 dey lagos, 2 for enugu &amp; 1 for edo state.	neutral
7008	for 2003, skippo daniele de rossi tear net for di first time for ! oga boss!!!	positive
13076	kenya pastor stab im wife, kill imsef during sunday service	neutral
9662	penis fish' show for one beach inside california	neutral
7419	tank una	neutral
4893	[ player agyemang badu [ dey hospital with blood clot palava	negative
9553	today proverb come from rebecca esin. you sabi di meaning? abeg drop your own for we comment section.	neutral
7402	we dey hail  for the beta work. dem no understand say your link up na legit. well done sir. 100% for the culture.	positive
4928	di hardwork don start! dis weekend, dem go hear am...	positive
11079	check  tomorrow, e go dey dia...	neutral
7713	next. senator olorunminbe mamora  turn don reach for di ministerial screening. wetin una dey eect?	neutral
5701	mandla maseko: di african astronaut wey die before im chance to enta space	negative
4430	e be possible say dis 2 year-old boy from ghana be di world's smartest kid? see how he dey blow pipo dema minds all over, some say he fit be albert einstein reborn	positive
5916	wetin dey play np ye  listen via	positive
13680	president akufo-addo give john mahama ‘unlooking’ handshake start debate for social media	negative
5722	live updates for we website plus all social platforms ontop di bayelsa &amp; kogi elections:  our tori pipo dey ground gidigba to give una di gist as e dey hot!	neutral
9608	give awara technical knockout for supreme court	neutral
9826	22' christensen don woundjure.	negative
10662	david lyon: five takeaways from supreme court judgement wey cancel di apc governorship candidate victory	neutral
8824	ole ontop pogba: “e don dey heal fast and e go soon dey ready to play ball. e go be like new signing for us. e go be like say we sign world class midfielder.” [mail]	positive
12619	73' jorginho out, emerson palmieri in.	positive
422	89' burnley don score again.	positive
3930	today na match day and we get liverpool to knack.	positive
6561	rashford &amp; martial don score today! we dey lead 3-0 men dey cause trouble.	positive
11191	rashford vs sancho. see gobe!	positive
2783	ft: ref don fire final whistle for lille and match finish 3 - 2 as cristante score for lass minute.	positive
8418	everywhere stew! ️️️️️ naija tugbaski	positive
10212	we don set our  team! wetin you think? na only rashford dey start. make james dey bench for now	positive
1452	gridco say excess power supply cause nationwide dumsor	negative
1115	wetin you think about mason greenwood?	positive
4186	goal.......!	neutral
10906	anthony martial don land for old trafford.	positive
749	34' dat newcastle goalie na winsh. how he take save kante shot?	positive
6393	358 members na im vote, hon umaru bago chop 76 votes and hon femi gbajabiamila 281. hon femi gbajabiamila don become di speaker of di house of representatives	positive
6189	"ole: ""pogba? e get two or three days off, e no dey good for am. as e go delay hin return date."""	positive
1835	cameroon prime minister joseph dion ngute clarify rumours say dem sideline anglophones dem.	neutral
1822	funnybone sef dey salute una from di awards	neutral
10595	the bobo na baller. all the pipu wey dey make noise about am lass season no siddon luk the bobo game wella; him dey ball.	positive
9439	nigeria d'tigers beat china to qualify for olympics basketball	neutral
6094	manchester united don finnaly sign in bruno fernandes! - how you dey feel about dis signing? oya man u fans show! show!! show!!! :	neutral
4948	we celebrate all di women for di world is no forget to check we website:  for inspirational stories from women and all we spaces for social media (tw/fb/ig)	positive
12756	thousands of drivers dey use learner's permit drive for lagos - frsc	negative
7214	‘imagine say you wear cloth and dem say you wear cement bag’ - ifesinachi comedy na environmental artist wey dey use im inspiration and creativity to turn plastic cement bags into cool fashion items.	neutral
1322	twale to una dis	neutral
12053	eh ya. we dey hope say you dey fine now.	positive
929	man united gats visit pogba at the hospital and get am to sign new contract while e dey high on igbo.	positive
2023	daniel james na baller!!!	positive
853	menzgold announce document validation for payments	positive
9706	afta willian show am who be oga for stamford bridge, hudson-odoi don kuku say make him manage no 20.	positive
9646	black friday: tips to grab awoof deals fast fast	neutral
7231	where bruno dey now? i no go eat till we sign am	positive
3006	28' omo var don do us strong thing, chai. skippo tear net but ref consult var con cancel the goal.	neutral
8342	minimum wage: trade union dey threaten fresh strike ontop say president muhammadu buhari order immediate payment of n30k to junior civil servants inside .	negative
10643	nigeria goment say dem don hear ghana tok ontop di border closure mata.	neutral
13945	gats sign many players &amp; manager this summer. like this tweet if you agree!	positive
5412	8 - all total eight nicolò goals for as roma have been netted at the olimpico. comfort. …	positive
13481	chai, arsenal don do us ojoro again. first one na cech now luiz!	negative
11467	iran target us troops with ballistic missiles.	negative
4627	i've gotten my invite, but i want to confirm if i can come with my spouse?	neutral
2303	from an under 9 girls team in merseyside to a team in kenya with just 16 followers, we’ve featured 99 different clubs from al…	neutral
4248	dey look for signs: somtims e no too easy to notice say pipo dey feel like say dia dey stable but signs dey. like pesin go dey vex like vea, or hopelessness or mood swing	neutral
11485	morning all!	positive
2432	abia result follow from  for di current result, go here:	positive
5874	hapi baidae to midfielder marco van ginkel wey turn 27 years old today.	positive
1389	nigerians dey eat eired rice - customs boss hameed ali	neutral
4546	xi vs. newcastle: de gea, wan-bissaka, lindelöf, maguire, shaw, fred, mctominay, andreas, rashford, martial, greenwood how you see am?	positive
7835	african games 2019 don begin as super falconets beat	positive
1875	: why lagos residents dey hala 'enof is enof' ontop social media?	negative
4016	wan bissaka!	positive
447	"owen hargreaves ontop greenwood: ""e get the perfect role model for hin front, marcus rashford. just dey learn from am. for hin age, 18, i believe say na mad finisher. the guy go become super star, no doubt."""	positive
8973	oya if you be music lover . tell us your best tracks from this albums . which one be your best? swipe left to see more. you fit listen to unlimited gbedu via  or dl…	positive
2046	koulibaly to man utd done deal don pay £64m for am and e go move this month. [sun]	positive
9614	ethiopia airlines crash: nigeria goment don ban boeing 737 max 8	negative
12797	dat team na team. dem play for eash oda and if you rememba dat time drogba get woundjury gbege but anelka style of play make evribodi to knock ball wella. we even score plenti goals dat season lampard reash 20 goals and anelka win pl highest goalscorer awards too.	positive
5130	27 year old patrick day die for hospital four days afta im suffer brain injury for charles conwell fight	negative
13872	nigeria president office say support groups waka enta street begin do demonstration to ask presido buhari to contest re-election for 2023.	neutral
5329	kano police arrest man wey dress like woman sneak enta female hostel	positive
5569	gud one captain america!	positive
3139	on sunday we go uproot every manure for old trafford! no shaking!	positive
8274	five tins wey you no suppose miss for	neutral
