text,text_preprocessed,k10_label
Pumpuang Duangjan (4 Auguste 1961 - 13 Jule 1992) em i bin woman blong singsing blong [[Taelan]].,Pumpuang Duangjan em i bin woman blong singsing blong Taelan,2_5
Mangpor Chonthicha (1983 - ) em i woman blong singsing blong [[Taelan]].,Mangpor Chonthicha em i woman blong singsing blong Taelan,2_7
Kumi Sasaki (boen 1996) em i woman blong singsing blong [[Japan]].,Kumi Sasaki em i woman blong singsing blong Japan,2_8
Maria Makino (boen 2 Februari 2001) em i woman blong singsing blong [[Japan]].,Maria Makino em i woman blong singsing blong Japan,2_8
Risako Sugaya (boen 1994) em i woman blong singsing blong [[Japan]].,Risako Sugaya em i woman blong singsing blong Japan,2_8
Momoko Hayashi (boen 24 Novemba) em i woman blong singsing blong [[Japan]].,Momoko Hayashi em i woman blong singsing blong Japan,2_8
Ai Kago (boen 1988) em i woman blong singsing blong [[Japan]].,Ai Kago em i woman blong singsing blong Japan,2_8
"Sakura Oda (bon long 12 Maj 1999 long Zama, Kanagawa), em i woman blong singsing blong [[Japan]].",Sakura Oda em i woman blong singsing blong Japan,2_8
Rino Sashihara (boen 1992) em i woman blong singsing blong [[Japan]].,Rino Sashihara em i woman blong singsing blong Japan,2_8
"Mei Yamazaki (bon long yia 2005), em i woman blong singsing blong [[Japan]].",Mei Yamazaki em i woman blong singsing blong Japan,2_8
Anna Iriyama (boen 3 Desemba 1995) em i woman blong singsing blong [[Japan]].,Anna Iriyama em i woman blong singsing blong Japan,2_8
G-Dragon (1994 - ) em i wan man blong singsing blong [[Saot Koria]].,GDragon em i wan man blong singsing blong Saot_Koria,2_9
Xiumin (boen 1990) em i wan man blong singsing blong [[Saot Koria]].,Xiumin em i wan man blong singsing blong Saot_Koria,2_9
Maika Shiratori (boen 25 Septemba 1976) em i woman blong singsing blong [[Japan]].,Maika Shiratori em i woman blong singsing blong Japan,2_8
Irene (boen 1991) em i woman blong singsing blong [[Saot Koria]].,Irene em i woman blong singsing blong Saot_Koria,2_10
Yoshirō Mori (boen 14 Julae 1937) i praem minista blong [[Japan]].,Yoshirō Mori i praem minista blong Japan,4_3
Mei Kurokawa (boen 13 Mei 1987) em i akta blong [[Japan]].,Mei Kurokawa em i akta blong Japan,4_4
Sadako Sawamura (boen long 11 Novemba 1908 – ded long 16 Ogis 1996) em i bin akta blong [[Japan]].,Sadako Sawamura em i bin akta blong Japan,4_0
Eisaku Satō (27 Maj 1901 – 3 Jun 1975) i praem minista blong [[Japan]].,Eisaku Satō i praem minista blong Japan,4_3
Momoko Shimizu (boen 9 Oktoba 1997) em i akta blong [[Japan]].,Momoko Shimizu em i akta blong Japan,4_4
Kakuei Tanaka (14 Mei 1918 – 16 Desemba 1993) i praem minista blong [[Japan]].,Kakuei Tanaka i praem minista blong Japan,4_3
Keizō Obuchi (25 Jun 1937 – 14 Mei 2000) i praem minista blong [[Japan]].,Keizō Obuchi i praem minista blong Japan,4_3
Kamatari Fujiwara (15 Januware 1905 – 21 Desemba 1985) i akta blong [[Japan]].,Kamatari Fujiwara i akta blong Japan,4_0
"Sayaka Kanda (bon long 1 Oktoba 1986 long Tokyo – bin ded long 18 Desemba 2021 long Sapporo), em i bin wan akta blong [[Japan]].",Sayaka Kanda em i bin wan akta blong Japan,4_0
Riko Fukumoto (boen 25 Novemba 2000) i akta blong [[Japan]].,Riko Fukumoto i akta blong Japan,4_0
Jirō Hatoyama (boen 1979) i politikis blong [[Japan]].,Jirō Hatoyama i politikis blong Japan,4_1
Tomokazu Miura (boen 28 Januware 1952) i akta blong [[Japan]].,Tomokazu Miura i akta blong Japan,4_0
Shinzō Abe (bon 21 Septemba 1954) i praem minista blong [[Japan]].,Shinzō Abe i praem minista blong Japan,4_3
Momoko Okui (boen 7 Maj 1968) i akta blong [[Japan]].,Momoko Okui i akta blong Japan,4_0
Masaki Kanda (boen 21 Desemba 1950) i akta blong [[Japan]].,Masaki Kanda i akta blong Japan,4_0
Renhō Murata (boen 1967) i politikis blong [[Japan]].,Renhō Murata i politikis blong Japan,4_1
Tetsu Katayama (28 Julae 1887 – 30 Mei 1978) i praem minista blong [[Japan]].,Tetsu Katayama i praem minista blong Japan,4_3
Takeo Fukuda (14 Januware 1905 – 5 Julae 1995) i praem minista blong [[Japan]].,Takeo Fukuda i praem minista blong Japan,4_3
Momoko Akiyama (boen 1986) i akta blong [[Japan]].,Momoko Akiyama i akta blong Japan,4_0
Yuriko Shiratori (boen 29 Epril 1983) em i akta blong [[Japan]].,Yuriko Shiratori em i akta blong Japan,4_4
Takahiro Miura (boen 10 Novemba 1985) i akta blong [[Japan]].,Takahiro Miura i akta blong Japan,4_0
Mikio Aoki (boen 8 Jun 1934) em i politikis blong [[Japan]].,Mikio Aoki em i politikis blong Japan,4_1
Chiaki Kuriyama (boen 10 Oktoba 1984) em i akta blong [[Japan]].,Chiaki Kuriyama em i akta blong Japan,4_4
Yoshihiko Noda (boen 20 Mei 1957) i praem minista blong [[Japan]].,Yoshihiko Noda i praem minista blong Japan,4_3
Sayumi Michishige (boen 1989) em i singsing blong [[Japan]].,Sayumi Michishige em i singsing blong Japan,4_5
Masayoshi Ōhira (12 Maj 1910 – 12 Jun 1980) i praem minista blong [[Japan]].,Masayoshi Ōhira i praem minista blong Japan,4_3
Toshirō Mifune (1 Epril 1920 – 24 Desemba 1997) i akta blong [[Japan]].,Toshirō Mifune i akta blong Japan,4_0
Momomi Wagatsuma (boen 13 Septemba 2000) em i akta blong [[Japan]].,Momomi Wagatsuma em i akta blong Japan,4_4
Momoko Kaechi (boen 1 Jun 1992) em i akta blong [[Japan]].,Momoko Kaechi em i akta blong Japan,4_4
Yasujirō Ozu (12 Disemba 1903 – 12 Disemba 1963) em i muvi daerekta blong [[Japan]].,Yasujirō Ozu em i muvi daerekta blong Japan,4_2
Momoko Kuroki (boen 1988) i akta blong [[Japan]].,Momoko Kuroki i akta blong Japan,4_0
Teruko Asahi (boen 30 Oktoba 1924 - died 31 Desemba 2001) em i bin akta blong [[Japan]].,Teruko Asahi em i bin akta blong Japan,4_0
Kenji Mizoguchi (16 Mei 1898 – 24 Okis 1956) em i muvi daerekta blong [[Japan]].,Kenji Mizoguchi em i muvi daerekta blong Japan,4_2
Hayato Ikeda (3 Desemba 1899 – 13 Ogis 1965) i praem minista blong [[Japan]].,Hayato Ikeda i praem minista blong Japan,4_3
Stephen Harper (boen 1959) i praem minista blong [[Kanada]].,Stephen Harper i praem minista blong Kanada,4_3
Naoto Kan (boen 10 Oktoba 1946) i praem minista blong [[Japan]].,Naoto Kan i praem minista blong Japan,4_3
Nobusuke Kishi (13 Nov 1896 – 7 Ogis 1987) i praem minista blong [[Japan]].,Nobusuke Kishi i praem minista blong Japan,4_3
Setsuko Hara (1920 - 2015) i akta blong [[Japan]].,Setsuko Hara i akta blong Japan,4_0
Takeshi Kitano (boen 18 Jenuware 1947) em i muvi daerekta blong [[Japan]].,Takeshi Kitano em i muvi daerekta blong Japan,4_2
Kazuo Hatoyama (1856 - 1911) i politikis blong [[Japan]].,Kazuo Hatoyama i politikis blong Japan,4_1
Akira Kurosawa (23 Maj 1910 – 6 Septemba 1998) em i muvi daerekta blong [[Japan]].,Akira Kurosawa em i muvi daerekta blong Japan,4_2
Momoko Hatano (boen 1993) i akta blong [[Japan]].,Momoko Hatano i akta blong Japan,4_0
Emma Miyazawa (boen 23 Novemba 1988) i akta blong [[Japan]].,Emma Miyazawa i akta blong Japan,4_0
Machiko Kyō (boen 1924) i akta blong [[Japan]].,Machiko Kyō i akta blong Japan,4_0
Kaori Momoi (boen 1952) i akta blong [[Japan]].,Kaori Momoi i akta blong Japan,4_0
Momoko Sawai (boen 1954) em i akta blong [[Japan]].,Momoko Sawai em i akta blong Japan,4_4
Justin Pierre James Trudeau (boen 1971) i praem minista blong [[Kanada]].,Justin Pierre James Trudeau i praem minista blong Kanada,4_3
Yukio Hatoyama (boen 11 Februari 1947) i praem minista blong [[Japan]].,Yukio Hatoyama i praem minista blong Japan,4_3
Hiromu Nakagawa (20 Februari 1911 – 14 Maj 2011) em i politikis blong [[Japan]].,Hiromu Nakagawa em i politikis blong Japan,4_1
Momoko Tanabe (boen 21 Ogis 1999) em i akta blong [[Japan]].,Momoko Tanabe em i akta blong Japan,4_4
Momoko Yamamoto (boen 23 Februari 1992) i akta blong [[Japan]].,Momoko Yamamoto i akta blong Japan,4_0
Zenkō Suzuki (11 Januware 1911 – 19 Julae 2004) i praem minista blong [[Japan]].,Zenkō Suzuki i praem minista blong Japan,4_3
Noboru Takeshita (26 Februari 1924 – 19 Jun 2000) i praem minista blong [[Japan]].,Noboru Takeshita i praem minista blong Japan,4_3
Tanzan Ishibashi (25 Septemba 1884 – 25 Epril 1973) i praem minista blong [[Japan]].,Tanzan Ishibashi i praem minista blong Japan,4_3
Manami Kurose (boen 25 Desemba 1991) i akta blong [[Japan]].,Manami Kurose i akta blong Japan,4_0
Takeo Miki (17 Maj 1907 – 14 Novemba 1988) i praem minista blong [[Japan]].,Takeo Miki i praem minista blong Japan,4_3
Sumiko Kurishima (15 Maj 1902 – 16 Ogis 1987) i akta blong [[Japan]].,Sumiko Kurishima i akta blong Japan,4_0
Tsutomu Hata (boen 24 Ogis 1935-2017) i praem minista blong [[Japan]].,Tsutomu Hata i praem minista blong Japan,4_3
Kiyoshi Kurosawa (boen 19 Julae 1955) em i muvi daerekta blong [[Japan]].,Kiyoshi Kurosawa em i muvi daerekta blong Japan,4_2
Sakura Andō (boen 18 Februari 1986) i akta blong [[Japan]].,Sakura Andō i akta blong Japan,4_0
Fan Bingbing (boen 1981) i akta blong [[Jaena]].,Fan Bingbing i akta blong Jaena,4_0
Masahiko Tsugawa (boen 2 Januware 1940) i akta blong [[Japan]].,Masahiko Tsugawa i akta blong Japan,4_0
Ryutaro Hashimoto (29 Julae 1937 – 1 Julae 2006) i praem minista blong [[Japan]].,Ryutaro Hashimoto i praem minista blong Japan,4_3
Yoshiko Ōtaka (boen long 12 Februari 1920 – ded long 7 Septemba 2014) em i akta blong [[Japan]].,Yoshiko Ōtaka em i akta blong Japan,4_4
Tomohiro Ōmachi (boen 26 Oktoba) em i akta blong voes blong [[Japan]].,Tomohiro Ōmachi em i akta blong voes blong Japan,4_0
Momoko Yokomachi (boen 15 Jun 1989) em i akta blong [[Japan]].,Momoko Yokomachi em i akta blong Japan,4_4
Hitoshi Ashida (15 Novemba 1887 – 20 Jun 1959) i praem minista blong [[Japan]].,Hitoshi Ashida i praem minista blong Japan,4_3
Iichirō Hatoyama (1918 - 1993) i politikis blong [[Japan]].,Iichirō Hatoyama i politikis blong Japan,4_1
Daisuke Katō (18 Februari 1911 – 31 Julae 1975) em i akta blong [[Japan]].,Daisuke Katō em i akta blong Japan,4_4
Tomiichi Murayama (boen 3 Maj 1924) i praem minista blong [[Japan]].,Tomiichi Murayama i praem minista blong Japan,4_3
Akihira Matsumoto (boen 11 Januware 1994) i akta blong [[Japan]].,Akihira Matsumoto i akta blong Japan,4_0
Akiko Wakabayashi (boen 26 Ogis 1941) em i akta blong [[Japan]].,Akiko Wakabayashi em i akta blong Japan,4_4
Tarō Asō (boen 20 Septemba 1940) i praem minista blong [[Japan]].,Tarō Asō i praem minista blong Japan,4_3
Kijūrō Shidehara (13 Septemba 1872 – 10 Maj 1951) i praem minista blong [[Japan]].,Kijūrō Shidehara i praem minista blong Japan,4_3
Masayoshi Ito (15 Desemba 1913 – 21 Mei 1994) em i politikis blong [[Japan]].,Masayoshi Ito em i politikis blong Japan,4_1
Kunio Hatoyama (1948 - 2016) i politikis blong [[Japan]].,Kunio Hatoyama i politikis blong Japan,4_1
Takako Fuji (boen 1972) i akta blong [[Japan]].,Takako Fuji i akta blong Japan,4_0
Ayako Faith Fujitani (boen 7 Desemba 1979) em i akta blong [[Japan]].,Ayako Faith Fujitani em i akta blong Japan,4_4
Yasuhiro Nakasone (1918-2019) i praem minista blong [[Japan]].,Yasuhiro Nakasone i praem minista blong Japan,4_3
Kaoru Yosano (22 Ogis 1938 – 23 Mei 2017) em i politikis blong [[Japan]].,Kaoru Yosano em i politikis blong Japan,4_1
Junichiro Koizumi (boen 8 Januware 1942) i praem minista blong [[Japan]].,Junichiro Koizumi i praem minista blong Japan,4_3
Kiichi Miyazawa (8 Oktoba 1919 – 28 Jun 2007) i praem minista blong [[Japan]].,Kiichi Miyazawa i praem minista blong Japan,4_3
Toshiki Kaifu (1931-2022) i praem minista blong [[Japan]].,Toshiki Kaifu i praem minista blong Japan,4_3
Momoko Shibuya (boen 15 Maj 1987) em i akta blong [[Japan]].,Momoko Shibuya em i akta blong Japan,4_4
Shigeru Yoshida (22 Septemba 1878 – 20 Oktoba 1967) i praem minista blong [[Japan]].,Shigeru Yoshida i praem minista blong Japan,4_3
Komaki Kurihara (boen 14 Maj 1945) i akta blong [[Japan]].,Komaki Kurihara i akta blong Japan,4_0
Morihiro Hosokawa (boen 14 Januware 1938) i praem minista blong [[Japan]].,Morihiro Hosokawa i praem minista blong Japan,4_3
Momoko Kōchi (7 Maj 1932 – 5 Novemba 1998) em i akta blong [[Japan]].,Momoko Kōchi em i akta blong Japan,4_4
Eiji Okuda (boen 18 Maj 1950) em i akta blong [[Japan]].,Eiji Okuda em i akta blong Japan,4_4
Yuriko Hishimi (boen 1947) i akta blong [[Japan]].,Yuriko Hishimi i akta blong Japan,4_0
Takashi Shimura (boen long 12 Maj 1905 – ded long 11 Februari 1982) em i bin akta blong [[Japan]].,Takashi Shimura em i bin akta blong Japan,4_0
Em i bin mekem fastaem long [[Japan]].,Em i bin mekem fastaem long Japan,4_5
Ichirō Hatoyama (1 Januware 1883 – 7 Maj 1959) i praem minista blong [[Japan]].,Ichirō Hatoyama i praem minista blong Japan,4_3
Momoko Ōyama (boen 9 Februari 1994) i akta blong [[Japan]].,Momoko Ōyama i akta blong Japan,4_0
Yōichi Kawagoe (27 Desemba 1893 – 3 Jun 1983) em i bisnesman blong [[Japan]].,Yōichi Kawagoe em i bisnesman blong Japan,4_5
Sōsuke Uno (27 Ogis 1922 – 19 Mei 1998) i praem minista blong [[Japan]].,Sōsuke Uno i praem minista blong Japan,4_3
"Matsuo Munefusa, o Matsuo Bashō 松尾芭蕉, 1644 - 28 Novemba 1694) em i bin wan poet (man blong litorasa) blong [[Japan]].",Matsuo Munefusa o Matsuo Bashō 松尾芭蕉 Novemba em i bin wan poet blong Japan,4_5
Alisa Yuriko Durbrow (boen 16 Epril 1988) em i akta blong [[Japan]].,Alisa Yuriko Durbrow em i akta blong Japan,4_4
Yuriko Koike (boen 15 Julae 1952) em i politikis blong [[Japan]].,Yuriko Koike em i politikis blong Japan,4_1
Nozomi Momoi (1978 - 2002) i akta blong [[Japan]].,Nozomi Momoi i akta blong Japan,4_0
Yuriko Ishida (boen 1969) em i akta blong [[Japan]].,Yuriko Ishida em i akta blong Japan,4_4
Yasuo Fukuda (boen 16 Julae 1936) i praem minista blong [[Japan]].,Yasuo Fukuda i praem minista blong Japan,4_3
Lillian Diana Gish (14 Oktoba 1893 – 27 Februari 1993) i akta blong [[Yunaeted Stet blong Amerika]].,Lillian Diana Gish i akta blong Yunaeted_Stet_blong_Amerika,6_4
Marion Robert Morrison (26 Mei 1907 – 11 Jun 1979) i bin akta blong [[Yunaeted Stet blong Amerika]].,Marion Robert Morrison i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
"Betty Marion White Ludden (bon long 17 Januware 1922 - bin ded long 31 Desemba 2021), em i bin akta blong [[Yunaeted Stet blong Amerika]].",Betty Marion White Ludden em i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
Gary Cooper (7 Mei 1901 – 13 Mei 1961) em i akta blong [[Yunaeted Stet blong Amerika]].,Gary Cooper em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Gloria May Josephine Swanson (27 Maj 1899 – 4 Epril 1983) i akta blong [[Yunaeted Stet blong Amerika]].,Gloria May Josephine Swanson i akta blong Yunaeted_Stet_blong_Amerika,6_4
Joan Crawford (23 Maj 1904 – 10 Mei 1977) em i akta blong [[Yunaeted Stet blong Amerika]].,Joan Crawford em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Thomas DeCarlo Callaway (boen 30 Mei 1975) i singa mo akta blong [[Yunaeted Stet blong Amerika]].,Thomas DeCarlo Callaway i singa mo akta blong Yunaeted_Stet_blong_Amerika,6_0
Clark Gable (1 Feb 1901 – 16 Novemba 1960) em i akta blong [[Yunaeted Stet blong Amerika]].,Clark Gable em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Marlon Brando Jr. (3 Epril 1924 – 1 Julae 2004) i akta blong [[Yunaeted Stet blong Amerika]].,Marlon Brando Jr i akta blong Yunaeted_Stet_blong_Amerika,6_4
Judy Garland (10 Jun 1922 – 22 Jun 1969) em i akta blong [[Yunaeted Stet blong Amerika]].,Judy Garland em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Michael Connor ""M. C."" Gainey (boen 18 Januware 1948) em i akta blong [[Yunaeted Stet blong Amerika]].",Michael Connor M C Gainey em i akta blong Yunaeted_Stet_blong_Amerika,6_3
John Joseph Travolta (boen 18 Februari 1954) em i akta blong [[Yunaeted Stet blong Amerika]].,John Joseph Travolta em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Mary Louise ""Meryl"" Streep (boen 22 Jun 1949) em i akta blong [[Yunaeted Stet blong Amerika]].",Mary Louise Meryl Streep em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Richard Gerald ""Dick"" Purcell Jr. (bon long 6 Ogis 1908 long Greenwich, Connecticut — bin ded long 10 Epril 1944 long Hollywood), em i bin akta blong [[Yunaeted Stet blong Amerika]].",Richard Gerald Dick Purcell Jr em i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
Glenn Close (boen 19 Maj 1947) em i akta blong [[Yunaeted Stet blong Amerika]].,Glenn Close em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Mary Jane ""Mae"" West (17 Ogis 1893 – 22 Novemba 1980) i bin akta blong [[Yunaeted Stet blong Amerika]].",Mary Jane Mae West i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
Irwin Keyes (16 Maj 1952 – 8 Julae 2015) em i akta blong [[Yunaeted Stet blong Amerika]].,Irwin Keyes em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Sally Margaret Field (boen 6 Novemba 1946) i akta blong [[Yunaeted Stet blong Amerika]].,Sally Margaret Field i akta blong Yunaeted_Stet_blong_Amerika,6_4
Davis Cleveland (boen 5 Februari 2002) em i akta blong [[Yunaeted Stet blong Amerika]].,Davis Cleveland em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Jerry Lewis (21 Mart 1926 – 20 Ogis 2017) i akta blong [[Yunaeted Stet blong Amerika]].,Jerry Lewis i akta blong Yunaeted_Stet_blong_Amerika,6_4
Barbara Stanwyck (16 Julae 1907 – 20 Januware 1990) em i akta blong [[Yunaeted Stet blong Amerika]].,Barbara Stanwyck em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Eldred Gregory Peck (5 Epril 1916 – 12 Jun 2003) em i akta blong [[Yunaeted Stet blong Amerika]].,Eldred Gregory Peck em i akta blong Yunaeted_Stet_blong_Amerika,6_3
John Christopher Depp II (boen 9 Jun 1963) em i akta blong [[Yunaeted Stet blong Amerika]].,John Christopher Depp II em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Eugene Curran ""Gene"" Kelly (23 Ogis 1912 – 2 Februari 1996) i akta blong [[Yunaeted Stet blong Amerika]].",Eugene Curran Gene Kelly i akta blong Yunaeted_Stet_blong_Amerika,6_4
William Theodore Katt (boen 16 Februari 1951) em i akta blong [[Yunaeted Stet blong Amerika]].,William Theodore Katt em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Demi Moore (boen 11 Novemba 1962 olsem Demetra Gene Guynes) em i akta blong [[Yunaeted Stet blong Amerika]].,Demi Moore em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Jane Fonda (boen 21 Desemba 1937) em i akta blong [[Yunaeted Stet blong Amerika]].,Jane Fonda em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Leonard Simon Nimoy (26 Maj 1931 – 27 Februari 2015) em i akta blong [[Yunaeted Stet blong Amerika]].,Leonard Simon Nimoy em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Michael Learned (boen 9 Epril 1939) em i akta blong [[Yunaeted Stet blong Amerika]].,Michael Learned em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Nicolas Kim Coppola (boen 7 Januware 1964) em i akta blong [[Yunaeted Stet blong Amerika]].,Nicolas Kim Coppola em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Mary Frances ""Debbie"" Reynolds (1 Epril 1932 – 28 Desemba 2016) i akta blong [[Yunaeted Stet blong Amerika]].",Mary Frances Debbie Reynolds i akta blong Yunaeted_Stet_blong_Amerika,6_4
"Sandra Kay ""Sandy"" Duncan (boen 20 Februari 1946) em i akta blong [[Yunaeted Stet blong Amerika]].",Sandra Kay Sandy Duncan em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Keegan-Michael Key (boen 22 Maj 1971) em i akta blong [[Yunaeted Stet blong Amerika]].,KeeganMichael Key em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Clinton ""Clint"" Eastwood Jr. (boen 31 Mei 1930) em i akta blong [[Yunaeted Stet blong Amerika]].",Clinton Clint Eastwood Jr em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Drew Massey em i akta blong [[Yunaeted Stet blong Amerika]].,Drew Massey em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Zelda Rae Williams (boen 31 Julae 1989) em i akta blong [[Yunaeted Stet blong Amerika]].,Zelda Rae Williams em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Sophia Anna Bush (boen 8 Julae 1982) em i akta blong [[Yunaeted Stet blong Amerika]].,Sophia Anna Bush em i akta blong Yunaeted_Stet_blong_Amerika,6_3
James Maitland Stewart (20 Mei 1908 – 2 Julae 1997) i akta blong [[Yunaeted Stet blong Amerika]].,James Maitland Stewart i akta blong Yunaeted_Stet_blong_Amerika,6_4
Stanley Kubrick (26 Julae 1928 – 7 Maj 1999) em i muvi daerekta blong [[Yunaeted Stet blong Amerika]].,Stanley Kubrick em i muvi daerekta blong Yunaeted_Stet_blong_Amerika,6_1
James Byron Dean (8 Februari 1931 – 30 Septemba 1955) i akta blong [[Yunaeted Stet blong Amerika]].,James Byron Dean i akta blong Yunaeted_Stet_blong_Amerika,6_4
"Edward Leonard ""Ed"" O'Neill (boen 12 Epril 1946) em i akta blong [[Yunaeted Stet blong Amerika]].",Edward Leonard Ed ONeill em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Thomas Cruise Mapother IV (boen 3 Julae 1962) em i akta blong [[Yunaeted Stet blong Amerika]].,Thomas Cruise Mapother IV em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Katharine Houghton Hepburn (12 Mei 1907 – 29 Jun 2003) em i bin akta blong [[Yunaeted Stet blong Amerika]].,Katharine Houghton Hepburn em i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
Mick Wingert (boen 4 Julae 1974) i akta blong [[Yunaeted Stet blong Amerika]].,Mick Wingert i akta blong Yunaeted_Stet_blong_Amerika,6_4
Elizabeth Rosemond Taylor (27 Februari 1932 – 23 Maj 2011) em i akta blong [[Yunaeted Stet blong Amerika]].,Elizabeth Rosemond Taylor em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Lauren Bacall (16 Septemba 1924 – 12 Ogis 2014) em i akta blong [[Yunaeted Stet blong Amerika]].,Lauren Bacall em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"John Joseph ""Jack"" Nicholson (boen 22 Epril 1937) i akta blong [[Yunaeted Stet blong Amerika]].",John Joseph Jack Nicholson i akta blong Yunaeted_Stet_blong_Amerika,6_4
Sandra Dee (23 Epril 1942 – 20 Februari 2005) i bin akta blong [[Yunaeted Stet blong Amerika]].,Sandra Dee i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
"William ""Bill"" Maher (boen 20 Januware 1956) em i akta blong [[Yunaeted Stet blong Amerika]].",William Bill Maher em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Daniel Dwight Tosh (boen 29 Mei 1975) em i akta blong [[Yunaeted Stet blong Amerika]].,Daniel Dwight Tosh em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Grace Patricia Kelly (12 Novemba 1929 – 14 Septemba 1982) i akta blong [[Yunaeted Stet blong Amerika]].,Grace Patricia Kelly i akta blong Yunaeted_Stet_blong_Amerika,6_4
Humphrey DeForest Bogart (25 Desemba 1899 – 14 Januware 1957) em i akta blong [[Yunaeted Stet blong Amerika]].,Humphrey DeForest Bogart em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Gladys Louise Smith (8 Epril 1892 – 29 Mei 1979) em i bin akta blong [[Yunaeted Stet blong Amerika]].,Gladys Louise Smith em i bin akta blong Yunaeted_Stet_blong_Amerika,6_2
Wayne Elliot Knight (boen 7 Ogis 1955) em i akta blong [[Yunaeted Stet blong Amerika]].,Wayne Elliot Knight em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Shia Saide LaBeouf (boen 11 Jun 1986) em i akta blong [[Yunaeted Stet blong Amerika]].,Shia Saide LaBeouf em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Katherine Boyer Waterston (boen 3 Maj 1980) em i akta blong [[Yunaeted Stet blong Amerika]].,Katherine Boyer Waterston em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Patricia Arquette (boen 8 Epril 1968) em i akta blong [[Yunaeted Stet blong Amerika]].,Patricia Arquette em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Tom Hanks (boen 9 Julae 1956) em i akta blong [[Yunaeted Stet blong Amerika]].,Tom Hanks em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Cary Grant (18 Januware 1904 – 29 Novemba 1986) i akta blong [[Yunaeted Stet blong Amerika]].,Cary Grant i akta blong Yunaeted_Stet_blong_Amerika,6_4
Hayley Kiyoko Alcroft (boen 3 Epril 1991) i akta blong [[Yunaeted Stet blong Amerika]].,Hayley Kiyoko Alcroft i akta blong Yunaeted_Stet_blong_Amerika,6_4
Alice Faye (5 Mei 1915 – 9 Mei 1998) i akta blong [[Yunaeted Stet blong Amerika]].,Alice Faye i akta blong Yunaeted_Stet_blong_Amerika,6_4
"Abraham Charles ""Abe"" Vigoda (bon long 24 Februari 1921 long Brooklyn long Bigtaon long New York – bin ded long 26 Januware 2016 long Woodland Park, New Jersey), em i bin wan akta blong [[Yunaeted Stet blong Amerika]].",Abraham Charles Abe Vigoda em i bin wan akta blong Yunaeted_Stet_blong_Amerika,6_5
"Carlos Ray ""Chuck"" Norris (boen 10 Maj 1940) em i akta blong [[Yunaeted Stet blong Amerika]].",Carlos Ray Chuck Norris em i akta blong Yunaeted_Stet_blong_Amerika,6_3
"Ruth Elizabeth ""Bette"" Davis (5 Epril 1908 – 6 Oktoba 1989) em i akta blong [[Yunaeted Stet blong Amerika]].",Ruth Elizabeth Bette Davis em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Bette Midler (boen 1 Desemba 1945) i akta blong [[Yunaeted Stet blong Amerika]].,Bette Midler i akta blong Yunaeted_Stet_blong_Amerika,6_4
James Francis Cagney Jr. (17 Julae 1899 – 30 Maj 1986) em i akta blong [[Yunaeted Stet blong Amerika]].,James Francis Cagney Jr em i akta blong Yunaeted_Stet_blong_Amerika,6_3
Harold Rowe Holbrook (boen 1925 – 2021) em i akta blong [[Yunaeted Stet blong Amerika]].,Harold Rowe Holbrook em i akta blong Yunaeted_Stet_blong_Amerika,6_3
